;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/07 00:00:00;15.00;0.00;2.13;0.00;24.16;0.00;-99.00;0.12;-99.00;32.40;0.51;0.00;23.08;34.04;56.38;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;12.20;56.31;-99.00;0.00;32.01;-99.00;0.00;11.60;-0.60;31.25;-99.00;-99.00;4.00;15.75;0.00;-99.00;0.00;0.00
2023/07/07 00:15:00;15.03;0.00;0.00;0.00;23.18;0.00;-99.00;0.12;-99.00;32.40;0.52;0.00;23.02;14.71;56.38;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;12.29;56.31;-99.00;0.00;32.00;-99.00;0.00;11.60;-0.60;31.20;-99.00;-99.00;4.00;15.50;0.00;-99.00;0.00;0.00
2023/07/07 00:30:00;15.02;0.00;0.00;0.00;22.05;0.00;-99.00;0.12;-99.00;32.39;0.50;0.00;22.95;7.56;56.36;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.30;56.31;-99.00;0.00;32.00;-99.00;0.00;11.60;-0.83;31.20;-99.00;-99.00;4.00;15.45;0.00;-99.00;0.00;0.00
2023/07/07 00:45:00;15.00;0.00;0.00;0.00;21.08;0.00;-99.00;0.12;-99.00;32.39;0.52;0.00;22.88;6.21;56.34;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;12.31;56.32;-99.00;0.00;31.99;-99.00;0.00;11.64;-0.60;31.17;-99.00;-99.00;4.00;15.30;0.00;-99.00;0.00;0.00
2023/07/07 01:00:00;15.01;0.00;0.00;0.00;20.28;0.00;-99.00;0.12;-99.00;32.38;0.52;0.00;22.78;6.03;56.34;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;12.30;56.30;-99.00;0.00;31.95;-99.00;0.00;11.70;-0.83;31.10;-99.00;-99.00;4.00;15.20;0.00;-99.00;0.00;0.00
2023/07/07 01:15:00;15.06;0.00;0.00;0.00;19.67;0.00;-99.00;0.12;-99.00;32.40;0.52;0.00;22.68;5.99;56.33;0.00;-99.00;238.30;0.00;-99.00;0.00;-99.00;12.41;56.31;-99.00;0.00;31.97;-99.00;0.00;11.70;-0.80;31.10;-99.00;-99.00;4.00;15.30;0.00;-99.00;0.00;0.00
2023/07/07 01:30:00;15.06;0.00;0.00;0.00;19.21;0.00;-99.00;0.12;-99.00;32.39;0.51;0.00;22.56;5.99;56.31;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;12.39;56.30;-99.00;0.00;31.89;-99.00;0.00;11.70;-0.83;31.10;-99.00;-99.00;4.00;15.25;0.00;-99.00;0.00;0.00
2023/07/07 01:45:00;15.00;0.00;0.00;0.00;18.89;0.00;-99.00;0.12;-99.00;32.33;0.52;0.00;22.45;5.99;56.31;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;12.39;56.28;-99.00;0.00;31.83;-99.00;92.29;11.73;-0.73;31.10;-99.00;-99.00;4.00;15.20;0.00;-99.00;0.00;0.00
2023/07/07 02:00:00;15.05;0.00;0.00;0.00;18.62;0.00;-99.00;0.12;-99.00;32.29;0.51;0.00;22.34;5.99;56.28;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.44;56.21;-99.00;0.00;31.81;-99.00;0.00;11.80;-0.63;31.01;-99.00;-99.00;4.00;15.30;0.00;-99.00;0.00;0.00
2023/07/07 02:15:00;15.06;0.00;0.00;0.00;18.39;0.00;-99.00;0.12;-99.00;32.34;0.52;0.00;22.25;5.99;56.28;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.49;56.22;-99.00;0.00;31.86;-99.00;0.00;11.80;-0.77;31.00;-99.00;-99.00;4.00;15.20;0.00;-99.00;0.00;0.00
2023/07/07 02:30:00;15.10;0.00;0.00;0.00;18.22;0.00;-99.00;0.12;-99.00;32.26;0.52;0.00;22.16;5.99;56.25;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;12.49;56.21;-99.00;0.00;31.79;-99.00;0.00;11.80;-0.73;31.00;-99.00;-99.00;4.00;14.90;0.00;-99.00;0.00;0.00
2023/07/07 02:45:00;15.09;0.00;0.00;0.00;18.15;0.00;-99.00;0.12;-99.00;32.29;0.52;0.00;22.07;6.00;56.24;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.49;56.20;-99.00;0.00;31.80;-99.00;0.00;11.82;-0.90;30.96;-99.00;-99.00;3.86;14.60;0.00;-99.00;0.00;0.00
2023/07/07 03:00:00;15.14;0.00;0.00;0.00;18.10;0.00;-99.00;0.12;-99.00;32.27;0.54;0.00;21.98;6.01;56.22;0.00;-99.00;237.90;0.00;-99.00;0.00;-99.00;12.51;56.20;-99.00;0.00;31.79;-99.00;0.00;11.90;-0.80;30.90;-99.00;-99.00;3.88;14.00;0.00;-99.00;0.00;0.00
2023/07/07 03:15:00;15.10;0.00;0.00;0.00;18.10;0.00;-99.00;0.12;-99.00;32.24;0.53;0.00;21.91;6.03;56.20;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.54;56.16;-99.00;0.00;31.74;-99.00;0.00;11.90;-0.90;30.90;-99.00;-99.00;4.00;13.90;0.00;-99.00;0.00;0.00
2023/07/07 03:30:00;15.10;0.00;0.00;0.00;18.05;0.00;-99.00;0.12;-99.00;32.22;0.52;0.00;21.84;6.04;56.19;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;12.56;56.13;-99.00;0.00;31.72;-99.00;0.00;11.90;-0.77;30.90;-99.00;-99.00;4.00;13.70;0.00;-99.00;0.00;0.00
2023/07/07 03:45:00;15.10;0.00;0.00;0.00;17.87;0.00;-99.00;0.12;-99.00;32.20;0.52;0.00;21.77;6.06;56.16;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.54;56.12;-99.00;0.00;31.70;-99.00;0.00;11.91;-0.67;30.83;-99.00;-99.00;4.00;13.80;0.00;-99.00;0.00;0.00
2023/07/07 04:00:00;15.15;0.00;0.00;0.00;17.60;0.00;-99.00;0.12;-99.00;32.20;0.51;0.00;21.71;6.08;56.14;0.00;-99.00;237.93;0.00;-99.00;0.00;-99.00;12.60;56.12;-99.00;0.00;31.65;-99.00;0.00;12.00;-0.80;30.80;-99.00;-99.00;4.00;13.55;0.00;-99.00;0.00;0.00
2023/07/07 04:15:00;15.13;0.00;0.00;0.00;17.41;0.00;-99.00;0.12;-99.00;32.19;0.51;0.00;21.63;6.11;56.12;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.60;56.07;-99.00;0.00;31.61;-99.00;92.00;12.00;-0.77;30.80;-99.00;-99.00;4.00;13.70;0.00;-99.00;0.00;0.00
2023/07/07 04:30:00;15.11;0.00;0.00;0.00;17.21;0.00;-99.00;0.12;-99.00;32.17;0.51;0.00;21.55;6.12;56.10;0.00;-99.00;238.17;0.00;-99.00;0.00;-99.00;12.59;56.03;-99.00;0.00;31.60;-99.00;0.00;12.00;-0.73;30.78;-99.00;-99.00;3.88;13.60;0.00;-99.00;0.00;0.00
2023/07/07 04:45:00;15.19;0.00;0.00;0.00;16.93;0.00;-99.00;0.12;-99.00;32.13;0.51;0.00;21.47;6.14;56.09;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;12.67;56.04;-99.00;0.00;31.59;-99.00;0.00;12.00;-0.67;30.70;-99.00;-99.00;4.00;13.30;0.00;-99.00;0.00;0.00
2023/07/07 05:00:00;15.20;0.00;0.00;0.00;16.59;0.00;-99.00;0.12;-99.00;32.09;0.54;0.00;21.36;6.15;56.06;0.00;-99.00;238.43;0.00;-99.00;0.00;-99.00;12.66;56.03;-99.00;0.00;31.57;-99.00;0.00;12.04;-0.83;30.70;-99.00;-99.00;3.88;13.30;0.00;-99.00;0.00;0.00
2023/07/07 05:15:00;15.27;0.00;0.00;0.00;16.31;0.00;-99.00;0.12;-99.00;32.09;0.51;0.00;21.24;6.16;56.06;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;12.73;56.04;-99.00;0.00;31.60;-99.00;0.00;12.10;-0.80;30.67;-99.00;-99.00;3.43;12.90;0.00;-99.00;0.00;0.00
2023/07/07 05:30:00;15.24;0.00;0.00;0.00;15.95;0.00;-99.00;0.12;-99.00;32.05;0.52;0.00;21.12;6.17;56.03;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;12.71;56.01;-99.00;0.00;31.54;-99.00;0.00;12.10;-0.87;30.60;-99.00;-99.00;4.00;12.65;0.00;-99.00;0.00;0.00
2023/07/07 05:45:00;15.20;0.00;0.00;0.00;15.62;0.00;-99.00;0.12;-99.00;32.00;0.52;0.00;20.98;6.19;56.03;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;12.70;55.98;-99.00;0.00;31.41;-99.00;0.00;12.10;-0.90;30.60;-99.00;-99.00;3.71;12.90;0.00;-99.00;0.00;0.00
2023/07/07 06:00:00;15.24;0.00;0.00;0.00;15.30;0.00;-99.00;0.12;-99.00;32.00;0.51;0.00;20.83;6.21;56.01;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;12.77;55.96;-99.00;0.00;31.40;-99.00;0.00;12.10;-0.77;30.52;-99.00;-99.00;3.62;12.70;0.00;-99.00;0.00;0.00
2023/07/07 06:15:00;15.21;0.00;0.00;0.00;14.96;0.00;-99.00;0.12;-99.00;32.00;0.52;0.00;20.68;6.30;56.00;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.74;55.95;-99.00;0.00;31.41;-99.00;0.00;12.10;-0.63;30.50;-99.00;-99.00;3.57;12.80;0.00;-99.00;0.00;0.00
2023/07/07 06:30:00;15.20;0.00;0.00;0.00;14.74;0.00;-99.00;0.12;-99.00;31.95;0.53;0.00;20.52;6.81;56.00;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;12.73;55.96;-99.00;0.00;31.30;-99.00;0.00;12.16;-0.83;30.48;-99.00;-99.00;3.62;13.25;0.00;-99.00;0.00;0.00
2023/07/07 06:45:00;15.30;0.00;0.00;0.00;14.57;0.00;-99.00;0.12;-99.00;31.96;0.52;0.00;20.37;11.85;55.98;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.80;55.95;-99.00;0.00;31.37;-99.00;0.00;12.20;-0.73;30.40;-99.00;-99.00;3.57;13.90;0.00;-99.00;0.00;0.00
2023/07/07 07:00:00;15.30;0.00;0.00;0.00;14.43;0.00;-99.00;0.12;-99.00;31.90;0.52;0.00;20.23;51.29;56.00;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.82;55.96;-99.00;0.00;31.29;-99.00;0.00;12.20;-0.73;30.40;-99.00;-99.00;4.00;14.65;0.00;-99.00;0.00;0.00
2023/07/07 07:15:00;15.30;0.00;0.00;0.00;14.36;0.00;-99.00;0.12;-99.00;31.84;0.52;0.00;20.09;94.88;56.03;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.87;55.95;-99.00;0.02;31.24;-99.00;0.00;12.20;-0.83;30.31;-99.00;-99.00;4.00;15.40;0.00;-99.00;0.00;0.02
2023/07/07 07:30:00;15.31;0.00;0.00;0.00;14.26;0.00;-99.00;0.12;-99.00;31.83;0.52;0.00;19.96;109.47;56.03;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.88;55.95;-99.00;0.01;31.21;-99.00;0.00;12.20;-0.60;30.30;-99.00;-99.00;4.00;16.60;0.00;-99.00;0.00;0.01
2023/07/07 07:45:00;15.30;0.00;0.00;0.00;14.17;0.00;-99.00;0.12;-99.00;31.80;0.51;0.00;19.85;116.40;56.03;0.00;-99.00;237.97;0.01;-99.00;0.00;-99.00;12.87;55.95;-99.00;0.05;31.14;-99.00;0.00;12.20;-0.70;30.23;-99.00;-99.00;4.00;17.00;0.00;-99.00;0.00;0.03
2023/07/07 08:00:00;15.32;0.00;0.00;0.00;14.10;0.00;-99.00;0.12;-99.00;31.80;0.52;0.00;19.73;119.92;56.00;0.00;-99.00;237.97;0.01;-99.00;0.01;-99.00;12.89;55.88;-99.00;0.11;31.10;-99.00;13.00;12.20;-0.90;30.20;-99.00;-99.00;4.00;18.05;0.00;-99.00;14.00;0.16
2023/07/07 08:15:00;15.30;0.00;0.00;0.00;14.10;0.00;-99.00;0.12;-99.00;31.79;0.51;0.00;19.61;121.68;56.00;0.00;-99.00;238.03;0.03;-99.00;0.01;-99.00;12.89;55.87;-99.00;0.21;31.03;-99.00;18.86;12.30;-0.60;30.11;-99.00;-99.00;4.00;18.20;0.00;-99.00;20.00;0.22
2023/07/07 08:30:00;15.27;0.00;0.00;0.00;14.16;0.00;-99.00;0.12;-99.00;31.70;0.52;0.00;19.51;99.70;56.00;0.00;-99.00;237.97;0.02;-99.00;0.01;-99.00;12.90;55.88;-99.00;0.23;30.98;-99.00;99.50;12.30;-0.70;30.10;-99.00;-99.00;4.00;19.20;0.00;-99.00;24.00;0.24
2023/07/07 08:45:00;15.30;0.00;0.00;0.00;14.41;0.00;-99.00;0.12;-99.00;31.63;0.53;0.00;19.43;115.12;56.00;0.00;-99.00;238.00;0.03;-99.00;0.02;-99.00;12.89;55.86;-99.00;0.23;30.90;-99.00;28.29;12.30;-0.53;30.05;-99.00;-99.00;4.00;19.20;0.00;-99.00;28.29;0.28
2023/07/07 09:00:00;15.30;0.00;0.00;0.00;14.74;0.00;-99.00;0.12;-99.00;31.60;0.52;0.00;19.38;77.03;56.00;0.00;-99.00;238.43;0.02;-99.00;0.02;-99.00;12.90;55.86;-99.00;0.31;30.89;-99.00;32.50;12.30;-0.70;30.00;-99.00;-99.00;4.00;20.30;0.00;-99.00;32.75;0.36
2023/07/07 09:15:00;15.30;-3.33;0.00;0.00;15.22;0.00;-99.00;0.12;-99.00;31.60;0.54;0.00;19.35;78.69;56.00;0.00;-99.00;238.43;0.02;-99.00;0.02;-99.00;12.90;55.86;-99.00;0.33;30.86;-99.00;38.00;12.30;-0.97;30.00;-99.00;-99.00;4.00;20.80;0.00;-99.00;38.29;0.41
2023/07/07 09:30:00;15.30;0.00;0.00;0.00;15.93;0.00;-99.00;0.13;-99.00;31.60;0.54;0.00;19.34;83.94;56.00;0.00;-99.00;238.43;0.03;-99.00;0.02;-99.00;12.91;55.87;-99.00;0.37;30.80;-99.00;41.00;12.32;-0.90;29.91;-99.00;-99.00;4.00;21.65;0.00;-99.00;42.75;0.43
2023/07/07 09:45:00;15.36;0.00;0.00;0.00;16.51;0.00;-99.00;0.12;-99.00;31.59;0.53;0.00;19.36;83.89;56.00;0.00;-99.00;238.33;0.03;-99.00;0.03;-99.00;12.93;55.86;-99.00;0.40;30.77;-99.00;44.00;12.40;-0.60;29.90;-99.00;-99.00;4.00;21.90;0.00;-99.00;45.71;0.49
2023/07/07 10:00:00;15.35;0.00;0.00;0.00;16.98;0.00;-99.00;0.12;-99.00;31.51;0.53;0.00;19.39;78.13;56.00;0.00;-99.00;238.33;0.03;-99.00;0.03;-99.00;12.96;55.86;-99.00;0.44;30.70;-99.00;47.25;12.40;-0.63;29.90;-99.00;-99.00;4.00;22.50;0.00;-99.00;49.75;0.53
2023/07/07 10:15:00;15.39;0.00;0.00;0.00;17.44;0.00;-99.00;0.13;-99.00;31.50;0.55;0.00;19.45;78.42;56.00;0.00;-99.00;238.60;0.04;-99.00;0.04;-99.00;12.99;55.89;-99.00;0.50;30.70;-99.00;50.86;12.40;-0.80;29.84;-99.00;-99.00;4.00;23.10;0.00;-99.00;54.00;0.63
2023/07/07 10:30:00;15.40;0.00;0.00;0.00;17.93;0.00;-99.00;0.12;-99.00;31.46;0.55;0.00;19.51;83.30;56.00;0.00;-99.00;238.07;0.04;-99.00;0.03;-99.00;13.01;55.87;-99.00;0.47;30.67;-99.00;54.25;12.40;-0.73;29.80;-99.00;-99.00;4.00;23.70;0.00;-99.00;57.75;0.62
2023/07/07 10:45:00;15.40;0.00;0.00;0.00;18.39;0.00;-99.00;0.12;-99.00;31.41;0.54;0.00;19.58;80.22;56.00;0.00;-99.00;238.20;0.04;-99.00;0.04;-99.00;13.00;55.87;-99.00;0.54;30.63;-99.00;58.29;12.47;-0.57;29.80;-99.00;-99.00;4.00;24.20;0.00;-99.00;63.14;0.66
2023/07/07 11:00:00;15.41;0.00;0.00;0.00;18.85;0.00;-99.00;0.12;-99.00;31.40;0.53;0.00;19.67;79.80;56.00;0.00;-99.00;237.93;0.05;-99.00;0.05;-99.00;13.07;55.87;-99.00;0.59;30.60;-99.00;64.00;12.50;-0.73;29.75;-99.00;-99.00;4.00;24.45;0.00;-99.00;69.00;0.81
2023/07/07 11:15:00;15.41;0.00;0.00;0.00;19.29;0.00;-99.00;0.12;-99.00;31.40;0.52;0.00;19.77;86.51;56.00;0.00;-99.00;238.13;0.05;-99.00;0.05;-99.00;13.09;55.89;-99.00;0.59;30.59;-99.00;68.29;12.50;-0.77;29.70;-99.00;-99.00;4.00;25.00;0.00;-99.00;74.00;0.89
2023/07/07 11:30:00;15.47;0.00;0.00;0.00;19.71;0.00;-99.00;0.12;-99.00;31.40;0.53;0.00;19.89;93.37;56.00;0.00;-99.00;238.07;0.06;-99.00;0.06;-99.00;13.11;55.95;-99.00;0.67;30.52;-99.00;181.50;12.50;-0.53;29.70;-99.00;-99.00;4.00;25.65;0.00;-99.00;233.50;1.04
2023/07/07 11:45:00;15.50;0.00;0.00;0.00;20.31;0.00;-99.00;0.12;-99.00;31.31;0.54;0.00;20.04;84.63;56.20;0.00;-99.00;238.07;0.22;-99.00;0.21;-99.00;13.11;56.08;-99.00;2.62;30.50;-99.00;614.00;12.59;-0.77;29.70;-99.00;-99.00;4.00;26.10;0.00;-99.00;628.86;3.77
2023/07/07 12:00:00;15.49;0.00;21.27;0.00;21.09;0.00;-99.00;0.12;-99.00;31.30;0.55;0.00;20.21;108.32;56.40;0.00;-99.00;238.27;0.33;-99.00;0.33;-99.00;13.18;56.26;-99.00;3.04;30.50;-99.00;649.25;12.60;-0.70;29.70;20.81;21.10;4.00;26.65;0.00;-99.00;668.25;5.87
2023/07/07 12:15:00;15.50;0.00;4.57;0.00;25.35;0.00;-99.00;0.12;-99.00;31.17;0.53;0.00;20.47;123.87;56.58;0.00;-99.00;238.10;0.38;-99.00;0.38;-99.00;13.23;56.44;-99.00;3.09;30.49;-99.00;689.71;12.60;-0.67;29.70;-99.00;-99.00;4.00;27.40;0.00;-99.00;713.71;6.68
2023/07/07 12:30:00;15.54;0.00;1.87;0.00;31.39;0.00;-99.00;0.12;-99.00;31.10;0.53;0.00;20.82;122.06;56.69;0.00;-99.00;238.50;0.41;-99.00;0.41;-99.00;13.25;56.53;-99.00;3.34;30.48;-99.00;721.25;12.66;-0.60;29.61;-99.00;-99.00;4.00;28.20;0.00;-99.00;748.75;7.16
2023/07/07 12:45:00;15.53;0.00;0.00;0.00;34.78;0.00;-99.00;0.12;-99.00;31.10;0.52;0.00;21.22;119.95;56.87;0.00;-99.00;238.57;0.53;-99.00;0.52;-99.00;13.30;56.70;-99.00;4.39;30.46;-99.00;758.00;12.70;-0.63;29.60;-99.00;-99.00;4.00;28.30;0.00;-99.00;790.29;9.17
2023/07/07 13:00:00;15.57;0.00;0.00;0.00;36.37;0.00;-99.00;0.12;-99.00;31.10;0.52;0.00;21.68;120.94;56.95;0.00;-99.00;238.63;0.51;-99.00;0.50;-99.00;13.34;56.79;-99.00;4.19;30.41;-99.00;784.50;12.74;-0.70;29.60;-99.00;-99.00;4.00;28.85;0.00;-99.00;820.25;8.76
2023/07/07 13:15:00;15.60;0.00;0.00;0.00;36.57;0.00;-99.00;0.12;-99.00;31.06;0.53;0.00;22.19;121.16;56.97;0.00;-99.00;238.30;0.46;-99.00;0.46;-99.00;13.41;56.81;-99.00;3.81;30.44;-99.00;811.14;12.80;-0.70;29.60;-99.00;-99.00;4.00;29.20;0.00;-99.00;849.43;8.03
2023/07/07 13:30:00;15.68;0.00;0.00;0.00;37.25;0.00;-99.00;0.12;-99.00;31.05;0.52;0.00;22.73;121.06;57.07;0.00;-99.00;238.23;0.51;-99.00;0.50;-99.00;13.49;56.89;-99.00;4.19;30.43;-99.00;835.50;12.84;-0.73;29.60;-99.00;-99.00;4.00;29.35;0.00;-99.00;876.50;8.73
