;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/10 00:00:00;13.99;62.87;472.87;0.29;30.50;2.07;1.93;0.21;44.58;46.83;0.93;9.09;23.54;25.54;57.69;0.05;14.32;226.97;0.00;13.43;0.00;43.90;12.32;57.66;11.52;0.00;45.61;12.04;0.00;11.73;169.70;44.88;38.99;45.24;228.12;23.45;0.24;48.01;0.00;0.00
2023/07/10 00:15:00;14.47;3.07;468.90;0.00;29.75;1.96;-99.00;0.15;-99.00;44.30;0.66;8.68;23.30;10.21;57.82;0.00;-99.00;226.00;0.00;-99.00;0.00;-99.00;12.30;57.75;-99.00;0.00;43.87;-99.00;0.00;11.70;-0.70;43.19;37.45;43.15;226.71;23.40;0.00;-99.00;0.00;0.00
2023/07/10 00:30:00;14.48;0.00;467.63;0.00;29.05;1.21;-99.00;0.15;-99.00;42.16;0.67;5.32;23.36;6.33;57.63;0.00;-99.00;230.37;0.00;-99.00;0.00;-99.00;12.38;57.56;-99.00;0.00;41.70;-99.00;0.00;11.70;-0.77;40.99;35.84;40.98;171.50;23.15;0.00;-99.00;0.00;0.00
2023/07/10 00:45:00;14.86;0.00;467.17;0.00;28.57;0.00;-99.00;0.16;-99.00;40.23;0.67;0.00;23.55;5.61;56.84;0.00;17.93;238.23;0.00;-99.00;0.00;-99.00;12.49;56.78;13.62;0.00;40.00;-99.00;0.00;11.75;107.70;39.27;34.43;39.06;4.00;22.70;0.00;-99.00;0.00;0.00
2023/07/10 01:00:00;16.25;0.00;466.83;0.00;28.25;0.00;-99.00;0.16;-99.00;38.64;0.67;0.00;23.56;5.56;56.76;0.00;16.83;238.30;0.00;-99.00;0.00;-99.00;12.66;56.72;12.38;0.00;38.35;-99.00;0.00;11.93;208.77;37.61;33.08;37.32;4.00;22.80;0.00;-99.00;0.00;0.00
2023/07/10 01:15:00;17.24;0.00;466.77;0.00;28.00;0.00;-99.00;0.16;-99.00;37.07;0.67;0.00;23.30;5.59;56.71;0.00;15.63;238.17;0.00;-99.00;0.00;-99.00;13.01;56.65;12.61;0.00;36.66;-99.00;0.00;12.35;136.87;35.85;31.98;35.77;4.00;22.40;0.00;-99.00;0.00;0.00
2023/07/10 01:30:00;17.30;0.00;467.80;0.00;27.74;0.00;-99.00;0.16;-99.00;35.69;0.66;0.00;22.99;5.62;56.69;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;13.28;56.64;-99.00;0.00;35.45;-99.00;0.00;12.62;-0.57;34.62;30.95;34.38;4.00;22.10;0.00;-99.00;0.00;0.00
2023/07/10 01:45:00;17.31;0.00;463.77;0.00;27.38;0.00;-99.00;0.16;-99.00;34.49;0.66;0.00;22.94;5.66;56.66;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;13.34;56.64;-99.00;0.00;34.13;-99.00;0.00;12.70;-0.70;33.38;30.19;33.15;4.00;22.10;0.00;-99.00;0.00;0.00
2023/07/10 02:00:00;17.30;0.00;100.23;0.00;26.98;0.00;-99.00;0.13;-99.00;33.64;0.59;0.00;23.06;5.69;56.66;0.00;-99.00;238.30;0.00;-99.00;0.00;-99.00;13.33;56.64;-99.00;0.00;33.31;-99.00;0.00;12.70;-1.17;32.58;29.24;31.44;4.00;21.90;0.00;-99.00;0.00;0.00
2023/07/10 02:15:00;17.30;0.00;3.47;0.00;26.51;0.00;-99.00;0.14;-99.00;33.50;0.58;0.00;23.22;5.75;56.63;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;13.40;56.55;-99.00;0.00;33.17;-99.00;0.00;12.74;-0.77;32.40;-99.00;-99.00;4.00;21.50;0.00;-99.00;0.00;0.00
2023/07/10 02:30:00;17.40;0.00;0.00;0.00;26.03;0.00;-99.00;0.14;-99.00;33.50;0.59;0.00;23.36;5.81;56.62;0.00;20.58;238.10;0.00;-99.00;0.00;-99.00;13.50;56.55;15.03;0.00;33.10;-99.00;0.00;12.88;67.53;32.39;-99.00;-99.00;4.00;21.55;0.00;-99.00;0.00;0.00
2023/07/10 02:45:00;18.09;0.00;0.00;0.00;25.48;0.00;-99.00;0.14;-99.00;33.50;0.59;0.00;23.36;5.85;56.62;0.00;19.21;238.07;0.00;-99.00;0.00;-99.00;13.84;56.55;13.53;0.00;33.10;-99.00;0.00;13.22;59.57;32.30;-99.00;-99.00;4.00;21.70;0.00;-99.00;0.00;0.00
2023/07/10 03:00:00;18.69;0.00;0.00;0.00;25.07;0.00;-99.00;0.14;-99.00;33.50;0.59;0.00;23.18;5.88;56.59;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;14.24;56.56;-99.00;0.00;33.04;-99.00;0.00;13.59;2.60;32.30;-99.00;-99.00;4.00;21.35;0.00;-99.00;0.00;0.00
2023/07/10 03:15:00;18.76;0.00;0.00;0.00;24.78;0.00;-99.00;0.13;-99.00;33.50;0.59;0.00;23.04;5.89;56.59;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;14.31;56.55;-99.00;0.00;33.00;-99.00;0.00;13.70;-0.73;32.30;-99.00;-99.00;4.00;21.50;0.00;-99.00;0.00;0.00
2023/07/10 03:30:00;18.72;0.00;0.00;0.00;24.48;0.00;-99.00;0.14;-99.00;33.49;0.57;0.00;23.03;5.91;56.59;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;14.32;56.55;-99.00;0.00;33.00;-99.00;0.00;13.70;-0.77;32.22;-99.00;-99.00;4.00;21.60;0.00;-99.00;0.00;0.00
2023/07/10 03:45:00;18.70;0.00;0.00;0.00;24.19;0.00;-99.00;0.13;-99.00;33.41;0.56;0.00;23.07;5.91;56.57;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;14.36;56.55;-99.00;0.00;32.97;-99.00;0.00;13.70;-0.60;32.20;-99.00;-99.00;4.00;21.90;0.00;-99.00;0.00;0.00
2023/07/10 04:00:00;18.70;0.00;0.00;0.00;23.92;0.00;-99.00;0.13;-99.00;33.40;0.57;0.00;23.15;5.92;56.56;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;14.40;56.55;-99.00;0.00;32.96;-99.00;0.00;13.70;-0.60;32.20;-99.00;-99.00;4.00;21.70;0.00;-99.00;0.00;0.00
2023/07/10 04:15:00;18.69;0.00;0.00;0.00;23.63;0.00;-99.00;0.13;-99.00;33.39;0.58;0.00;23.23;5.93;56.56;0.00;-99.00;237.93;0.00;-99.00;0.00;-99.00;14.40;56.52;-99.00;0.00;32.90;-99.00;0.00;13.78;-0.77;32.20;-99.00;-99.00;4.00;21.70;0.00;-99.00;0.00;0.00
2023/07/10 04:30:00;18.71;0.00;0.00;0.00;23.42;0.00;-99.00;0.13;-99.00;33.39;0.56;0.00;23.30;5.96;56.56;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;14.44;56.48;-99.00;0.00;32.92;-99.00;0.00;13.80;-0.57;32.20;-99.00;-99.00;4.00;21.75;0.00;-99.00;0.00;0.00
2023/07/10 04:45:00;18.70;0.00;0.00;0.00;23.39;-3.33;-99.00;0.14;-99.00;33.39;0.58;-3.33;23.38;5.97;56.54;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;14.49;56.48;-99.00;0.00;32.90;-99.00;0.00;13.80;2.07;32.20;-99.00;-99.00;4.00;21.50;0.00;-99.00;0.00;0.00
2023/07/10 05:00:00;19.04;0.00;0.00;0.00;23.26;0.00;-99.00;0.14;-99.00;33.35;0.58;0.00;23.43;5.97;56.53;0.00;22.83;238.33;0.00;-99.00;0.00;-99.00;14.71;56.48;16.35;0.00;32.90;-99.00;0.00;14.02;71.03;32.14;-99.00;-99.00;4.00;21.70;0.00;-99.00;0.00;0.00
