;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/05 00:00:00;19.31;0.00;0.00;0.00;20.24;0.00;-99.00;0.12;-99.00;33.48;0.51;0.00;22.28;33.31;56.53;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;16.71;56.49;-99.00;0.00;32.90;-99.00;0.00;16.10;-0.53;32.10;-99.00;-99.00;4.00;17.30;0.00;-99.00;0.00;0.00
2023/07/05 00:15:00;19.29;0.00;0.00;0.00;19.70;0.00;-99.00;0.12;-99.00;33.44;0.53;0.00;22.21;14.24;56.51;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;16.71;56.48;-99.00;0.00;32.89;-99.00;0.00;16.17;-0.70;32.10;-99.00;-99.00;4.00;17.50;0.00;-99.00;0.00;0.00
2023/07/05 00:30:00;19.28;0.00;0.00;0.00;19.26;0.00;-99.00;0.12;-99.00;33.41;0.51;0.00;22.14;7.46;56.50;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;16.69;56.48;-99.00;0.00;32.83;-99.00;0.00;16.20;-0.70;32.10;-99.00;-99.00;4.00;17.40;0.00;-99.00;0.00;0.00
2023/07/05 00:45:00;19.30;0.00;0.00;0.00;18.95;0.00;-99.00;0.12;-99.00;33.39;0.52;0.00;22.08;6.21;56.50;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;16.70;56.47;-99.00;0.00;32.80;-99.00;0.00;16.20;-0.73;32.03;-99.00;-99.00;4.00;17.90;0.00;-99.00;0.00;0.00
2023/07/05 01:00:00;19.30;0.00;0.00;0.00;18.90;0.00;-99.00;0.12;-99.00;33.34;0.53;0.00;22.01;6.05;56.50;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;16.73;56.48;-99.00;0.00;32.80;-99.00;0.00;16.20;-0.87;32.00;-99.00;-99.00;4.00;17.85;0.00;-99.00;0.00;0.00
2023/07/05 01:15:00;19.30;0.00;0.00;0.00;18.99;0.00;-99.00;0.12;-99.00;33.30;0.52;0.00;21.96;6.00;56.50;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;16.73;56.47;-99.00;0.00;32.74;-99.00;0.00;16.20;-0.83;32.00;-99.00;-99.00;4.00;17.50;0.00;-99.00;0.00;0.00
2023/07/05 01:30:00;19.30;0.00;0.00;0.00;19.00;0.00;-99.00;0.12;-99.00;33.30;0.52;0.00;21.95;5.99;56.50;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;16.76;56.47;-99.00;0.00;32.70;-99.00;0.00;16.20;-0.73;31.93;-99.00;-99.00;4.00;17.10;0.00;-99.00;0.00;0.00
2023/07/05 01:45:00;19.30;0.00;0.00;0.00;19.00;0.00;-99.00;0.12;-99.00;33.29;0.52;0.00;21.93;5.99;56.50;0.00;-99.00;238.33;0.00;-99.00;0.00;-99.00;16.79;56.47;-99.00;0.00;32.70;-99.00;0.00;16.20;-0.77;31.90;-99.00;-99.00;4.00;17.90;0.00;-99.00;0.00;0.00
2023/07/05 02:00:00;19.30;0.00;0.00;0.00;19.00;0.00;-99.00;0.12;-99.00;33.22;0.52;0.00;21.93;5.99;56.47;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;16.80;56.47;-99.00;0.00;32.66;-99.00;0.00;16.20;-0.73;31.90;-99.00;-99.00;4.00;18.20;0.00;-99.00;0.00;0.00
