;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/21 00:00:00;16.86;0.00;0.00;0.00;19.23;0.00;-99.00;0.13;-99.00;32.48;0.61;0.00;22.37;5.96;55.72;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.98;55.69;-99.00;0.00;32.00;-99.00;0.00;12.30;-0.40;31.20;-99.00;-99.00;4.00;17.15;0.00;-99.00;0.00;0.00
2023/07/21 00:15:00;16.86;0.00;0.00;0.00;19.06;0.00;-99.00;0.13;-99.00;32.46;0.54;0.00;22.30;5.96;55.72;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;13.00;55.73;-99.00;0.00;32.00;-99.00;0.00;12.30;-0.63;31.20;-99.00;-99.00;4.00;17.10;0.00;-99.00;0.00;0.00
2023/07/21 00:30:00;16.85;0.00;0.00;0.00;19.00;0.00;-99.00;0.14;-99.00;32.40;0.57;0.00;22.23;5.96;55.72;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;12.96;55.69;-99.00;0.00;31.95;-99.00;0.00;12.37;-0.80;31.20;-99.00;-99.00;4.00;17.05;0.00;-99.00;0.00;0.00
2023/07/21 00:45:00;16.83;0.00;0.00;0.00;18.92;0.00;-99.00;0.13;-99.00;32.41;0.54;0.00;22.17;5.96;55.72;0.00;-99.00;238.04;0.00;-99.00;0.00;-99.00;13.00;55.70;-99.00;0.00;31.91;-99.00;0.00;12.40;-1.00;31.10;-99.00;-99.00;4.00;17.00;0.00;-99.00;0.00;0.00
2023/07/21 01:00:00;16.86;0.00;0.00;0.00;18.90;0.00;-99.00;0.13;-99.00;32.40;0.52;0.00;22.11;6.00;55.72;0.00;-99.00;238.04;0.00;-99.00;0.00;-99.00;13.00;55.69;-99.00;0.00;31.90;-99.00;0.00;12.40;-0.70;31.10;-99.00;-99.00;4.00;16.60;0.00;-99.00;0.00;0.00
2023/07/21 01:15:00;16.81;0.00;0.00;0.00;18.86;0.00;-99.00;0.13;-99.00;32.40;0.58;0.00;22.07;5.98;55.72;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;13.03;55.70;-99.00;0.00;31.90;-99.00;0.00;12.40;-0.77;31.10;-99.00;-99.00;4.00;16.70;0.00;-99.00;0.00;0.00
2023/07/21 01:30:00;16.81;0.00;0.00;0.00;18.68;1.04;-99.00;0.14;-99.00;32.40;0.61;4.57;22.04;5.98;56.54;0.00;-99.00;232.37;0.00;-99.00;0.00;-99.00;13.09;56.51;-99.00;0.00;31.83;-99.00;0.00;12.41;-0.80;31.07;-99.00;-99.00;145.12;16.55;0.00;-99.00;0.00;0.00
2023/07/21 01:45:00;16.86;0.00;0.00;0.00;18.60;1.99;-99.00;0.15;-99.00;32.39;0.67;8.72;22.03;5.99;57.27;0.00;-99.00;227.53;0.00;-99.00;0.00;-99.00;13.09;57.21;-99.00;0.00;31.80;-99.00;0.00;12.50;-0.67;31.00;-99.00;-99.00;227.86;17.00;0.00;-99.00;0.00;0.00
2023/07/21 02:00:00;16.89;0.00;0.00;0.00;18.69;1.99;-99.00;0.15;-99.00;32.35;0.66;8.71;22.07;6.00;57.38;0.00;-99.00;227.73;0.00;-99.00;0.00;-99.00;13.09;57.35;-99.00;0.00;31.80;-99.00;0.00;12.50;-0.37;31.00;-99.00;-99.00;228.00;17.10;0.00;-99.00;0.00;0.00
