;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/16 00:00:00;18.80;0.00;0.00;0.00;21.20;0.00;-99.00;0.12;-99.00;34.34;0.55;0.00;23.31;6.05;56.56;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;16.20;56.54;-99.00;0.00;33.80;-99.00;0.00;15.60;-0.63;33.00;-99.00;-99.00;4.00;20.50;0.00;-99.00;0.00;0.00
2023/07/16 00:15:00;18.81;0.00;0.00;0.00;21.15;0.00;-99.00;0.13;-99.00;34.34;0.58;0.00;23.32;6.09;56.56;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;16.24;56.49;-99.00;0.00;33.79;-99.00;98.00;15.60;-0.77;33.00;-99.00;-99.00;4.00;20.60;0.00;-99.00;0.00;0.00
2023/07/16 00:30:00;18.81;0.00;0.00;0.00;20.34;0.00;-99.00;0.13;-99.00;34.31;0.56;0.00;23.35;6.18;56.56;0.00;-99.00;238.23;0.00;-99.00;0.00;-99.00;16.29;56.47;-99.00;0.00;33.72;-99.00;0.00;15.60;-0.63;33.00;-99.00;-99.00;4.00;19.90;0.00;-99.00;0.00;0.00
2023/07/16 00:45:00;18.80;0.00;0.00;0.00;19.68;0.00;-99.00;0.13;-99.00;34.26;0.55;0.00;23.35;6.04;56.56;0.00;-99.00;238.25;0.00;-99.00;0.00;-99.00;16.29;56.47;-99.00;0.00;33.70;-99.00;0.00;15.60;-0.79;32.94;-99.00;-99.00;4.00;19.10;0.00;-99.00;0.00;0.00
2023/07/16 01:00:00;18.80;0.00;0.00;0.00;19.52;0.00;-99.00;0.14;-99.00;34.20;0.60;0.00;23.33;6.01;56.55;0.00;-99.00;238.19;0.00;-99.00;0.00;-99.00;16.30;56.48;-99.00;0.00;33.70;-99.00;0.00;15.61;-0.48;32.90;-99.00;-99.00;4.00;19.05;0.00;-99.00;0.00;0.00
2023/07/16 01:15:00;18.87;0.00;0.00;0.00;19.45;0.00;-99.00;0.13;-99.00;34.20;0.56;0.00;23.30;6.02;56.53;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;16.33;56.47;-99.00;0.00;33.70;-99.00;0.00;15.70;-0.83;32.90;-99.00;-99.00;4.00;19.00;0.00;-99.00;0.00;0.00
2023/07/16 01:30:00;18.82;0.00;0.00;0.00;19.27;0.00;-99.00;0.13;-99.00;34.20;0.59;0.00;23.26;6.03;56.53;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;16.33;56.48;-99.00;0.00;33.61;-99.00;0.00;15.70;-0.93;32.83;-99.00;-99.00;4.00;19.20;0.00;-99.00;0.00;0.00
2023/07/16 01:45:00;18.89;0.00;0.00;0.00;18.73;0.00;-99.00;0.13;-99.00;34.20;0.57;0.00;23.22;6.03;56.53;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;16.36;56.47;-99.00;0.00;33.63;-99.00;0.00;15.70;-0.77;32.80;-99.00;-99.00;4.00;19.10;0.00;-99.00;0.00;0.00
2023/07/16 02:00:00;18.89;0.00;0.00;0.00;18.53;0.00;-99.00;0.14;-99.00;34.20;0.57;0.00;23.17;6.03;56.53;0.00;-99.00;237.93;0.00;-99.00;0.00;-99.00;16.39;56.48;-99.00;0.00;33.59;-99.00;0.00;15.70;-0.67;32.80;-99.00;-99.00;4.00;18.80;0.00;-99.00;0.00;0.00
