;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/18 00:00:00;16.70;0.00;0.00;0.00;19.76;0.00;-99.00;0.13;-99.00;33.79;0.55;0.00;22.81;5.98;56.66;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;15.25;56.64;-99.00;0.00;33.26;-99.00;0.00;14.60;-0.83;32.50;-99.00;-99.00;4.00;17.30;0.00;-99.00;0.00;0.00
2023/07/18 00:15:00;16.74;0.00;0.00;0.00;19.33;0.00;-99.00;0.13;-99.00;33.76;0.55;0.00;22.74;5.98;56.66;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;15.26;56.60;-99.00;0.00;33.21;-99.00;0.00;14.60;-0.63;32.50;-99.00;-99.00;4.00;17.10;0.00;-99.00;0.00;0.00
2023/07/18 00:30:00;16.79;0.00;0.00;0.00;18.91;0.00;-99.00;0.13;-99.00;33.75;0.55;0.00;22.65;5.99;56.63;0.00;-99.00;238.30;0.00;-99.00;0.00;-99.00;15.35;56.55;-99.00;0.00;33.24;-99.00;0.00;14.60;-0.40;32.44;-99.00;-99.00;4.00;16.95;0.00;-99.00;0.00;0.00
2023/07/18 00:45:00;16.77;0.00;0.00;0.00;18.50;0.00;-99.00;0.12;-99.00;33.71;0.55;0.00;22.56;5.99;56.62;0.00;-99.00;238.25;0.00;-99.00;0.00;-99.00;15.31;56.55;-99.00;0.00;33.21;-99.00;96.29;14.60;-0.36;32.40;-99.00;-99.00;4.00;16.70;0.00;-99.00;0.00;0.00
2023/07/18 01:00:00;16.78;0.00;0.00;0.00;18.18;0.00;-99.00;0.12;-99.00;33.72;0.53;0.00;22.45;5.99;56.62;0.00;-99.00;238.44;0.00;-99.00;0.00;-99.00;15.26;56.55;-99.00;0.00;33.12;-99.00;0.00;14.67;-0.59;32.40;-99.00;-99.00;4.00;16.25;0.00;-99.00;0.00;0.00
2023/07/18 01:15:00;16.79;0.00;0.00;0.00;18.03;0.00;-99.00;0.12;-99.00;33.70;0.55;0.00;22.36;6.00;56.61;0.00;-99.00;238.43;0.00;-99.00;0.00;-99.00;15.34;56.56;-99.00;0.00;33.10;-99.00;0.00;14.70;-0.80;32.37;-99.00;-99.00;4.00;16.00;0.00;-99.00;0.00;0.00
2023/07/18 01:30:00;16.77;0.00;0.00;0.00;17.83;0.00;-99.00;0.13;-99.00;33.66;0.54;0.00;22.27;5.99;56.59;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;15.32;56.56;-99.00;0.00;33.07;-99.00;0.00;14.70;-0.90;32.30;-99.00;-99.00;4.00;15.75;0.00;-99.00;0.00;0.00
2023/07/18 01:45:00;16.80;0.00;0.00;0.00;17.61;0.00;-99.00;0.13;-99.00;33.64;0.54;0.00;22.18;5.99;56.59;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;15.36;56.55;-99.00;0.00;33.06;-99.00;0.00;14.70;-0.63;32.30;-99.00;-99.00;4.00;15.50;0.00;-99.00;0.00;0.00
2023/07/18 02:00:00;16.81;0.00;0.00;0.00;17.36;0.00;-99.00;0.12;-99.00;33.62;0.54;0.00;22.09;6.00;56.59;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;15.39;56.55;-99.00;0.00;33.02;-99.00;0.00;14.70;-0.53;32.27;-99.00;-99.00;4.00;15.20;0.00;-99.00;0.00;0.00
