;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/17 00:00:00;17.68;0.00;0.00;0.00;19.65;0.00;-99.00;0.13;-99.00;34.46;0.54;0.00;22.64;5.98;56.34;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;15.10;56.31;-99.00;0.00;33.90;-99.00;0.00;14.40;-0.67;33.10;-99.00;-99.00;4.00;17.35;0.00;-99.00;0.00;0.00
2023/07/17 00:15:00;17.70;0.00;0.00;0.00;19.60;0.00;-99.00;0.13;-99.00;34.40;0.51;0.00;22.59;5.98;56.31;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;15.10;56.30;-99.00;0.00;33.84;-99.00;0.00;14.40;-0.87;33.10;-99.00;-99.00;4.00;17.70;0.00;-99.00;0.00;0.00
2023/07/17 00:30:00;17.70;0.00;0.00;0.00;19.60;0.00;-99.00;0.13;-99.00;34.41;0.54;0.00;22.55;5.99;56.31;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;15.10;56.30;-99.00;0.00;33.84;-99.00;86.00;14.40;-0.97;33.09;-99.00;-99.00;4.00;17.55;0.00;-99.00;0.00;0.00
2023/07/17 00:45:00;17.73;0.00;0.00;0.00;19.60;0.00;-99.00;0.13;-99.00;34.40;0.53;0.00;22.52;5.99;56.30;0.00;-99.00;238.14;0.00;-99.00;0.00;-99.00;15.10;56.23;-99.00;0.00;33.79;-99.00;0.00;14.46;-0.50;33.00;-99.00;-99.00;4.00;17.90;0.00;-99.00;0.00;0.00
2023/07/17 01:00:00;17.70;0.00;0.00;0.00;19.60;0.00;-99.00;0.13;-99.00;34.39;0.53;0.00;22.50;5.98;56.28;0.00;-99.00;238.04;0.00;-99.00;0.00;-99.00;15.11;56.21;-99.00;0.00;33.72;-99.00;0.00;14.50;-0.85;33.00;-99.00;-99.00;4.00;17.80;0.00;-99.00;0.00;0.00
2023/07/17 01:15:00;17.77;0.00;0.00;0.00;19.52;0.00;-99.00;0.13;-99.00;34.37;0.54;0.00;22.48;5.97;56.28;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;15.13;56.23;-99.00;0.00;33.70;-99.00;0.00;14.50;-1.40;33.00;-99.00;-99.00;4.00;17.80;0.00;-99.00;0.00;0.00
2023/07/17 01:30:00;17.76;0.00;0.00;0.00;19.40;0.00;-99.00;0.12;-99.00;34.30;0.58;0.00;22.47;5.98;56.25;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;15.16;56.20;-99.00;0.00;33.70;-99.00;0.00;14.50;-0.87;32.94;-99.00;-99.00;4.00;17.55;0.00;-99.00;0.00;0.00
2023/07/17 01:45:00;17.80;0.00;0.00;0.00;19.40;0.00;-99.00;0.13;-99.00;34.30;0.53;0.00;22.45;5.99;56.25;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;15.20;56.20;-99.00;0.00;33.70;-99.00;97.71;14.50;-0.87;32.90;-99.00;-99.00;4.00;17.70;0.00;-99.00;0.00;0.00
2023/07/17 02:00:00;17.88;0.00;0.00;0.00;19.40;0.00;-99.00;0.13;-99.00;34.22;0.55;0.00;22.43;5.99;56.22;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;15.21;56.19;-99.00;0.00;33.65;-99.00;0.00;14.53;-0.70;32.90;-99.00;-99.00;4.00;17.55;0.00;-99.00;0.00;0.00
2023/07/17 02:15:00;17.86;0.00;0.00;0.00;19.40;0.00;-99.00;0.12;-99.00;34.21;0.52;0.00;22.42;5.99;56.21;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;15.21;56.16;-99.00;0.00;33.60;-99.00;0.00;14.60;-0.77;32.83;-99.00;-99.00;4.00;17.50;0.00;-99.00;0.00;0.00
2023/07/17 02:30:00;17.89;0.00;0.00;0.00;19.36;0.00;-99.00;0.13;-99.00;34.20;0.55;0.00;22.40;5.99;56.19;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;15.22;56.12;-99.00;0.00;33.56;-99.00;85.25;14.60;-0.73;32.80;-99.00;-99.00;4.00;17.70;0.00;-99.00;0.00;0.00
2023/07/17 02:45:00;17.87;0.00;0.00;0.00;19.24;0.00;-99.00;0.13;-99.00;34.20;0.55;0.00;22.39;6.00;56.17;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;15.29;56.14;-99.00;0.00;33.50;-99.00;0.00;14.60;-0.83;32.80;-99.00;-99.00;4.00;17.60;0.00;-99.00;0.00;0.00
2023/07/17 03:00:00;17.90;0.00;0.00;0.00;19.16;0.00;-99.00;0.13;-99.00;34.18;0.57;0.00;22.37;6.01;56.16;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;15.30;56.12;-99.00;0.00;33.50;-99.00;0.00;14.60;-0.57;32.72;-99.00;-99.00;4.00;17.55;0.00;-99.00;0.00;0.00
