;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/04 00:00:00;16.93;0.00;0.00;0.00;22.28;0.00;-99.00;0.15;-99.00;34.49;0.64;0.00;19.66;26.47;55.88;0.00;16.79;237.93;0.00;-99.00;0.00;-99.00;16.77;55.85;16.15;0.00;33.70;-99.00;86.25;16.24;351.50;32.89;-99.00;-99.00;4.00;16.70;0.00;-99.00;0.00;0.00
2023/07/04 00:15:00;17.11;0.00;0.00;0.00;21.97;0.00;-99.00;0.15;-99.00;34.41;0.66;0.00;19.65;12.08;55.88;0.00;16.98;237.87;0.00;-99.00;0.00;-99.00;16.94;55.84;16.39;0.00;33.64;-99.00;0.00;16.46;328.53;32.80;-99.00;-99.00;4.00;16.50;0.00;-99.00;0.00;0.00
2023/07/04 00:30:00;17.27;0.00;0.00;0.00;21.13;0.00;-99.00;0.15;-99.00;34.40;0.65;0.00;19.63;7.44;55.88;0.00;17.17;237.97;0.00;-99.00;0.00;-99.00;17.12;55.83;16.56;0.00;33.61;-99.00;0.00;16.64;334.00;32.80;-99.00;-99.00;4.00;16.45;0.00;-99.00;0.00;0.00
2023/07/04 00:45:00;17.46;0.00;0.00;0.00;20.67;0.00;-99.00;0.15;-99.00;34.40;0.65;0.00;19.62;6.48;55.86;0.00;17.26;237.87;0.00;-99.00;0.00;-99.00;17.29;55.81;16.75;0.00;33.60;-99.00;0.00;16.82;322.53;32.80;-99.00;-99.00;4.00;16.20;0.00;-99.00;0.00;0.00
2023/07/04 01:00:00;17.59;266.53;0.00;1.40;20.41;0.00;20.94;0.30;27.42;34.30;1.28;0.00;19.62;6.35;55.74;0.15;17.40;237.67;0.00;20.86;0.00;31.35;17.46;55.69;16.91;0.00;33.52;19.59;0.00;16.97;309.27;32.73;-99.00;-99.00;4.38;16.05;0.97;30.90;0.00;0.00
2023/07/04 01:15:00;17.41;634.37;0.00;6.32;20.12;0.00;28.55;0.72;33.62;37.40;3.06;0.00;19.61;6.26;55.29;0.60;17.15;236.90;0.00;15.06;0.00;33.44;16.66;55.25;16.02;0.00;33.43;11.63;0.00;16.13;326.57;32.61;-99.00;-99.00;5.00;16.20;4.01;38.69;0.00;0.00
2023/07/04 01:30:00;16.24;452.43;262.87;4.38;19.65;0.00;29.29;0.57;34.73;38.33;2.42;0.00;19.55;6.25;55.38;0.45;16.10;236.97;0.00;13.72;0.00;34.59;14.99;55.36;14.26;0.00;35.69;10.62;0.00;14.37;326.30;34.48;20.74;23.62;4.75;16.50;2.76;39.49;0.00;0.00
2023/07/04 01:45:00;15.71;4.27;237.23;0.00;19.50;0.00;-99.00;0.15;-99.00;35.44;0.64;0.00;19.40;6.26;55.75;0.00;15.26;237.53;0.00;-99.00;0.00;-99.00;14.43;55.70;13.70;0.00;34.83;-99.00;0.00;13.90;294.80;33.94;27.37;33.12;4.00;16.70;0.00;-99.00;0.00;0.00
2023/07/04 02:00:00;15.77;1.60;4.00;0.00;19.39;0.00;-99.00;0.14;-99.00;34.76;0.61;0.00;19.19;6.21;55.79;0.00;15.26;237.87;0.00;-99.00;0.00;-99.00;14.80;55.79;13.95;0.00;34.09;-99.00;0.00;14.18;220.20;33.26;-99.00;-99.00;4.00;16.45;0.00;-99.00;0.00;0.00
