;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/09 00:00:00;13.75;0.00;470.03;0.00;29.83;0.00;-99.00;0.16;-99.00;43.60;0.66;0.00;22.86;26.57;55.94;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;12.23;55.87;-99.00;0.00;43.15;-99.00;0.00;11.50;-0.83;42.49;36.88;42.39;4.00;22.10;0.00;-99.00;0.00;0.00
2023/07/09 00:15:00;13.79;0.00;464.23;0.00;29.02;0.00;-99.00;0.16;-99.00;41.46;0.66;0.00;23.02;10.99;55.94;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;12.27;55.87;-99.00;0.00;41.06;-99.00;0.00;11.56;-0.63;40.33;35.24;40.32;3.86;22.20;0.00;-99.00;0.00;0.00
2023/07/09 00:30:00;14.01;0.00;464.67;0.00;28.27;0.00;-99.00;0.16;-99.00;39.73;0.67;0.00;23.22;6.53;55.92;0.00;18.50;238.03;0.00;-99.00;0.00;-99.00;12.33;55.87;13.80;0.00;39.31;-99.00;0.00;11.64;83.97;38.59;33.82;38.45;4.00;21.90;0.00;-99.00;0.00;0.00
2023/07/09 00:45:00;15.37;0.00;462.10;0.00;27.46;0.00;-99.00;0.16;-99.00;37.93;0.66;0.00;23.26;5.75;55.91;0.00;17.39;238.00;0.00;-99.00;0.00;-99.00;12.53;55.86;12.33;0.00;37.69;-99.00;0.00;11.83;151.10;36.92;31.74;36.59;4.00;22.00;0.00;-99.00;0.00;0.00
2023/07/09 01:00:00;16.85;0.00;462.60;0.00;26.87;0.00;-99.00;0.16;-99.00;36.30;0.66;0.00;23.06;5.70;55.91;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;12.74;55.88;-99.00;0.00;36.10;-99.00;0.00;12.09;-0.83;35.22;30.87;34.90;3.88;21.80;0.00;-99.00;0.00;0.00
2023/07/09 01:15:00;16.83;0.00;463.67;0.00;26.41;0.00;-99.00;0.16;-99.00;34.79;0.66;0.00;22.96;5.71;55.91;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;12.79;55.86;-99.00;0.00;34.54;-99.00;0.00;12.10;-0.87;33.73;29.50;33.39;4.00;22.20;0.00;-99.00;0.00;0.00
2023/07/09 01:30:00;16.80;0.00;314.37;0.00;25.87;0.00;-99.00;0.15;-99.00;33.45;0.62;0.00;23.01;5.74;55.91;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;12.80;55.86;-99.00;0.00;33.16;-99.00;0.00;12.11;-0.77;32.40;28.37;31.89;4.00;21.80;0.00;-99.00;0.00;0.00
2023/07/09 01:45:00;16.69;0.00;4.10;0.00;25.37;0.00;-99.00;0.13;-99.00;32.90;0.58;0.00;23.12;5.79;55.91;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;12.81;55.86;-99.00;0.00;32.66;-99.00;0.00;12.20;-0.57;31.88;-99.00;-99.00;4.00;21.40;0.00;-99.00;0.00;0.00
2023/07/09 02:00:00;17.15;0.00;1.33;0.00;25.05;0.00;-99.00;0.14;-99.00;32.90;0.58;0.00;23.23;5.84;55.91;0.00;20.04;237.97;0.00;-99.00;0.00;-99.00;12.91;55.86;14.71;0.00;32.52;-99.00;0.00;12.27;71.47;31.80;-99.00;-99.00;4.00;20.90;0.00;-99.00;0.00;0.00
