;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/14 00:00:00;17.91;0.00;0.00;0.00;18.74;0.00;-99.00;0.13;-99.00;33.15;0.54;0.00;22.42;5.97;56.66;0.00;-99.00;238.53;0.00;-99.00;0.00;-99.00;13.41;56.64;-99.00;0.00;32.65;-99.00;0.00;12.80;-0.93;31.87;-99.00;-99.00;4.00;16.50;0.00;-99.00;0.00;0.00
2023/07/14 00:15:00;17.90;0.00;0.00;0.00;18.55;0.00;-99.00;0.12;-99.00;33.10;0.56;0.00;22.35;5.96;56.66;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;13.43;56.56;-99.00;0.00;32.61;-99.00;0.00;12.80;-0.53;31.80;-99.00;-99.00;4.00;16.40;0.00;-99.00;0.00;0.00
2023/07/14 00:30:00;17.90;0.00;0.00;0.00;18.40;0.00;-99.00;0.13;-99.00;33.10;0.55;0.00;22.29;5.97;56.63;0.00;-99.00;238.33;0.00;-99.00;0.00;-99.00;13.46;56.55;-99.00;0.00;32.56;-99.00;0.00;12.84;-0.70;31.80;-99.00;-99.00;4.00;16.30;0.00;-99.00;0.00;0.00
2023/07/14 00:45:00;17.91;0.00;0.00;0.00;18.22;0.00;-99.00;0.13;-99.00;33.09;0.57;0.00;22.23;5.97;56.62;0.00;-99.00;238.36;0.00;-99.00;0.00;-99.00;13.49;56.56;-99.00;0.00;32.53;-99.00;0.00;12.90;-1.00;31.80;-99.00;-99.00;4.00;16.30;0.00;-99.00;0.00;0.00
2023/07/14 01:00:00;17.91;0.00;0.00;0.00;17.99;0.00;-99.00;0.13;-99.00;33.07;0.56;0.00;22.16;5.97;56.62;0.00;-99.00;238.37;0.00;-99.00;0.00;-99.00;13.51;56.55;-99.00;0.00;32.50;-99.00;0.00;12.90;-0.44;31.70;-99.00;-99.00;4.00;15.90;0.00;-99.00;0.00;0.00
2023/07/14 01:15:00;17.90;0.00;0.00;0.00;17.84;0.00;-99.00;0.13;-99.00;33.01;0.52;0.00;22.09;5.98;56.59;0.00;-99.00;238.33;0.00;-99.00;0.00;-99.00;13.57;56.55;-99.00;0.00;32.41;-99.00;94.29;12.90;-0.57;31.70;-99.00;-99.00;4.00;15.70;0.00;-99.00;0.00;0.00
2023/07/14 01:30:00;17.90;0.00;0.00;0.00;17.75;0.00;-99.00;0.13;-99.00;33.02;0.57;0.00;22.02;5.98;56.59;0.00;-99.00;238.33;0.00;-99.00;0.00;-99.00;13.57;56.55;-99.00;0.00;32.40;-99.00;0.00;12.94;-0.70;31.70;-99.00;-99.00;4.00;15.45;0.00;-99.00;0.00;0.00
2023/07/14 01:45:00;17.90;0.00;0.00;0.00;17.60;0.00;-99.00;0.13;-99.00;33.00;0.56;0.00;21.95;5.99;56.59;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;13.59;56.55;-99.00;0.00;32.40;-99.00;94.29;13.00;-1.07;31.64;-99.00;-99.00;4.00;15.50;0.00;-99.00;0.00;0.00
2023/07/14 02:00:00;17.90;0.00;0.00;0.00;17.50;0.00;-99.00;0.14;-99.00;32.96;0.57;0.00;21.88;5.99;56.56;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;13.60;56.55;-99.00;0.00;32.38;-99.00;0.00;13.00;-0.80;31.60;-99.00;-99.00;4.00;15.10;0.00;-99.00;0.00;0.00
