;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/08 00:00:00;14.75;0.00;463.90;0.00;29.29;0.00;-99.00;0.16;-99.00;38.21;0.66;0.00;22.71;31.65;56.61;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;13.76;56.57;-99.00;0.00;37.77;-99.00;0.00;13.12;-0.57;37.02;33.62;37.01;4.00;21.15;0.00;-99.00;0.00;0.00
2023/07/08 00:15:00;14.76;0.00;463.23;0.00;28.53;0.00;-99.00;0.16;-99.00;36.90;0.66;0.00;22.84;13.85;56.59;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;13.81;56.57;-99.00;0.00;36.50;-99.00;0.00;13.20;-0.63;35.63;32.07;35.61;4.00;21.10;0.00;-99.00;0.00;0.00
2023/07/08 00:30:00;15.05;0.00;464.10;0.00;27.55;0.00;-99.00;0.16;-99.00;35.64;0.66;0.00;23.01;7.31;56.57;0.00;18.46;238.23;0.00;-99.00;0.00;-99.00;13.88;56.53;15.06;0.00;35.24;-99.00;0.00;13.23;102.80;34.38;31.11;34.29;4.00;21.25;0.00;-99.00;0.00;0.00
2023/07/08 00:45:00;16.19;0.00;228.63;0.00;26.58;0.00;-99.00;0.15;-99.00;34.51;0.65;0.00;23.02;5.97;56.56;0.00;17.53;238.10;0.00;-99.00;0.00;-99.00;14.04;56.48;13.70;0.00;34.14;-99.00;0.00;13.39;119.93;33.37;29.96;32.80;4.00;21.10;0.00;-99.00;0.00;0.00
2023/07/08 01:00:00;17.40;0.00;4.00;0.00;25.61;0.00;-99.00;0.12;-99.00;34.20;0.55;0.00;22.81;5.84;56.56;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;14.17;56.47;-99.00;0.00;33.79;-99.00;0.00;13.59;-0.77;33.05;-99.00;-99.00;4.00;21.55;0.00;-99.00;0.00;0.00
2023/07/08 01:15:00;17.33;0.00;0.67;0.00;24.79;0.00;-99.00;0.13;-99.00;34.20;0.53;0.00;22.65;5.88;56.54;0.00;-99.00;238.17;0.00;-99.00;0.00;-99.00;14.21;56.47;-99.00;0.00;33.70;-99.00;0.00;13.60;-0.60;33.00;-99.00;-99.00;4.00;21.10;0.00;-99.00;0.00;0.00
2023/07/08 01:30:00;17.35;0.00;0.00;0.00;24.12;0.00;-99.00;0.12;-99.00;34.20;0.54;0.00;22.62;5.92;56.53;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;14.20;56.47;-99.00;0.00;33.70;-99.00;0.00;13.60;-0.93;32.92;-99.00;-99.00;4.00;20.50;0.00;-99.00;0.00;0.00
2023/07/08 01:45:00;17.30;0.00;0.00;0.00;23.62;0.00;-99.00;0.12;-99.00;34.17;0.54;0.00;22.63;5.95;56.53;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;14.23;56.47;-99.00;0.00;33.66;-99.00;0.00;13.60;-0.67;32.90;-99.00;-99.00;4.00;20.10;0.00;-99.00;0.00;0.00
2023/07/08 02:00:00;17.29;0.00;0.00;0.00;23.16;0.00;-99.00;0.13;-99.00;34.11;0.52;0.00;22.66;5.96;56.50;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;14.30;56.48;-99.00;0.00;33.66;-99.00;0.00;13.60;-0.73;32.90;-99.00;-99.00;4.00;20.30;0.00;-99.00;0.00;0.00
2023/07/08 02:15:00;17.29;0.00;0.00;0.00;22.62;0.00;-99.00;0.12;-99.00;34.11;0.52;0.00;22.69;5.97;56.50;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;14.30;56.48;-99.00;0.00;33.60;-99.00;0.00;13.60;-0.60;32.90;-99.00;-99.00;4.00;20.10;0.00;-99.00;0.00;0.00
2023/07/08 02:30:00;17.27;0.00;0.00;0.00;22.31;0.00;-99.00;0.12;-99.00;34.10;0.52;0.00;22.73;5.99;56.50;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;14.30;56.47;-99.00;0.00;33.60;-99.00;0.00;13.65;-0.57;32.88;-99.00;-99.00;4.00;20.05;0.00;-99.00;0.00;0.00
2023/07/08 02:45:00;17.27;0.00;0.00;0.00;22.37;0.00;-99.00;0.12;-99.00;34.10;0.52;0.00;22.76;5.98;56.47;0.00;-99.00;238.10;0.00;-99.00;0.00;-99.00;14.31;56.47;-99.00;0.00;33.60;-99.00;0.00;13.70;-0.80;32.80;-99.00;-99.00;4.00;19.70;0.00;-99.00;0.00;0.00
2023/07/08 03:00:00;17.27;0.00;0.00;0.00;22.00;0.00;-99.00;0.12;-99.00;34.10;0.52;0.00;22.81;5.99;56.47;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;14.38;56.40;-99.00;0.00;33.56;-99.00;0.00;13.70;-0.67;32.80;-99.00;-99.00;4.00;19.45;0.00;-99.00;0.00;0.00
2023/07/08 03:15:00;17.27;0.00;0.00;0.00;21.52;0.00;-99.00;0.12;-99.00;34.09;0.52;0.00;22.84;6.00;56.46;0.00;-99.00;238.40;0.00;-99.00;0.00;-99.00;14.39;56.38;-99.00;0.00;33.54;-99.00;0.00;13.70;-0.80;32.80;-99.00;-99.00;4.00;19.30;0.00;-99.00;0.00;0.00
2023/07/08 03:30:00;17.25;0.00;0.00;0.00;21.14;0.00;-99.00;0.12;-99.00;34.07;0.52;0.00;22.85;6.01;56.44;0.00;-99.00;238.50;0.00;-99.00;0.00;-99.00;14.36;56.39;-99.00;0.00;33.50;-99.00;0.00;13.70;-0.80;32.80;-99.00;-99.00;4.00;19.40;0.00;-99.00;0.00;0.00
