;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/12 00:00:00;14.75;0.00;188.17;0.00;23.02;0.00;-99.00;0.15;-99.00;33.38;0.64;0.00;22.67;7.35;56.72;0.00;-99.00;238.23;0.00;-99.00;0.00;-99.00;13.24;56.64;-99.00;0.00;33.29;-99.00;0.00;12.54;-0.70;32.41;24.06;31.25;4.00;20.50;0.00;-99.00;0.00;0.00
2023/07/12 00:15:00;14.76;0.00;4.00;0.00;21.66;0.00;-99.00;0.14;-99.00;32.90;0.57;0.00;22.67;7.76;56.70;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;13.27;56.64;-99.00;0.00;32.64;-99.00;0.00;12.60;-0.73;31.84;-99.00;-99.00;4.00;20.60;0.00;-99.00;0.00;0.00
2023/07/12 00:30:00;14.76;0.00;0.13;0.00;21.37;0.00;-99.00;0.13;-99.00;32.90;0.59;0.00;22.71;6.56;56.69;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;13.29;56.65;-99.00;0.00;32.52;-99.00;0.00;12.60;-0.93;31.71;-99.00;-99.00;4.00;20.30;0.00;-99.00;0.00;0.00
2023/07/12 00:45:00;14.80;0.00;0.00;0.00;21.01;0.00;-99.00;0.13;-99.00;32.90;0.57;0.00;22.75;6.08;56.66;0.00;-99.00;238.60;0.00;-99.00;0.00;-99.00;13.31;56.64;-99.00;0.00;32.50;-99.00;0.00;12.60;-0.90;31.70;-99.00;-99.00;4.00;20.30;0.00;-99.00;0.00;0.00
2023/07/12 01:00:00;14.80;0.00;0.00;0.00;20.57;0.00;-99.00;0.13;-99.00;32.90;0.57;0.00;22.80;6.07;56.66;0.00;-99.00;238.40;0.00;-99.00;0.00;-99.00;13.30;56.61;-99.00;0.00;32.50;-99.00;0.00;12.69;-1.27;31.70;-99.00;-99.00;4.00;20.40;0.00;-99.00;0.00;0.00
2023/07/12 01:15:00;14.80;0.00;0.00;0.00;20.36;0.00;-99.00;0.13;-99.00;32.90;0.56;0.00;22.83;6.01;56.63;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;13.40;56.55;-99.00;0.00;32.44;-99.00;0.00;12.70;-0.97;31.70;-99.00;-99.00;4.00;20.20;0.00;-99.00;0.00;0.00
2023/07/12 01:30:00;14.80;0.00;0.00;0.00;20.19;0.00;-99.00;0.13;-99.00;32.90;0.56;0.00;22.84;5.99;56.62;0.00;-99.00;238.20;0.00;-99.00;0.00;-99.00;13.40;56.57;-99.00;0.00;32.41;-99.00;0.00;12.70;-0.60;31.63;-99.00;-99.00;4.00;20.10;0.00;-99.00;0.00;0.00
2023/07/12 01:45:00;14.80;0.00;0.00;0.00;20.00;0.00;-99.00;0.13;-99.00;32.90;0.58;0.00;22.87;5.96;56.61;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;13.40;56.56;-99.00;0.00;32.40;-99.00;0.00;12.74;-0.87;31.60;-99.00;-99.00;4.00;20.30;0.00;-99.00;0.00;0.00
2023/07/12 02:00:00;14.83;0.00;0.00;0.00;20.00;0.00;-99.00;0.13;-99.00;32.90;0.57;0.00;22.87;5.95;56.59;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;13.43;56.56;-99.00;0.00;32.40;-99.00;0.00;12.80;-0.40;31.60;-99.00;-99.00;4.00;20.30;0.00;-99.00;0.00;0.00
