;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/06 00:00:00;15.09;0.00;0.00;0.00;22.01;0.00;-99.00;0.12;-99.00;32.90;0.53;0.00;22.99;33.40;56.50;0.00;-99.00;238.23;0.00;-99.00;0.00;-99.00;12.96;56.47;-99.00;0.00;32.41;-99.00;0.00;12.30;-0.77;31.70;-99.00;-99.00;4.00;16.20;0.00;-99.00;0.00;0.00
2023/07/06 00:15:00;15.13;0.00;0.00;0.00;21.50;0.00;-99.00;0.13;-99.00;32.91;0.51;0.00;22.87;14.39;56.49;0.00;-99.00;238.30;0.00;-99.00;0.00;-99.00;12.96;56.47;-99.00;0.00;32.40;-99.00;0.00;12.36;-0.77;31.70;-99.00;-99.00;4.00;16.20;0.00;-99.00;0.00;0.00
2023/07/06 00:30:00;15.19;0.00;0.00;0.00;21.08;0.00;-99.00;0.12;-99.00;32.90;0.51;0.00;22.77;7.57;56.47;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;13.00;56.47;-99.00;0.00;32.40;-99.00;0.00;12.40;-0.63;31.69;-99.00;-99.00;4.00;15.95;0.00;-99.00;0.00;0.00
2023/07/06 00:45:00;15.21;0.00;0.00;0.00;20.74;0.00;-99.00;0.12;-99.00;32.90;0.52;0.00;22.69;6.29;56.47;0.00;-99.00;238.13;0.00;-99.00;0.00;-99.00;13.01;56.42;-99.00;0.00;32.40;-99.00;0.00;12.40;-0.73;31.60;-99.00;-99.00;4.00;15.90;0.00;-99.00;0.00;0.00
2023/07/06 01:00:00;15.29;0.00;0.00;0.00;20.35;0.00;-99.00;0.12;-99.00;32.90;0.52;0.00;22.62;6.09;56.47;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;13.00;56.38;-99.00;0.00;32.40;-99.00;0.00;12.40;-0.67;31.60;-99.00;-99.00;4.00;15.70;0.00;-99.00;0.00;0.00
2023/07/06 01:15:00;15.30;0.00;0.00;0.00;19.92;0.00;-99.00;0.12;-99.00;32.90;0.52;0.00;22.56;6.02;56.47;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;13.07;56.38;-99.00;0.00;32.34;-99.00;0.00;12.43;-0.80;31.60;-99.00;-99.00;4.00;15.70;0.00;-99.00;0.00;0.00
2023/07/06 01:30:00;15.32;0.00;0.00;0.00;19.43;0.00;-99.00;0.12;-99.00;32.90;0.52;0.00;22.48;6.00;56.47;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;13.09;56.39;-99.00;0.00;32.31;-99.00;0.00;12.50;-0.77;31.60;-99.00;-99.00;4.00;15.80;0.00;-99.00;0.00;0.00
2023/07/06 01:45:00;15.39;0.00;0.00;0.00;19.04;0.00;-99.00;0.12;-99.00;32.83;0.51;0.00;22.40;6.02;56.46;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;13.10;56.38;-99.00;0.00;32.30;-99.00;0.00;12.50;-0.67;31.54;-99.00;-99.00;4.00;15.80;0.00;-99.00;0.00;0.00
2023/07/06 02:00:00;15.41;0.00;0.00;0.00;18.83;0.00;-99.00;0.12;-99.00;32.81;0.52;0.00;22.33;6.03;56.44;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;13.11;56.38;-99.00;0.00;32.29;-99.00;0.00;12.50;-0.53;31.50;-99.00;-99.00;4.00;15.45;0.00;-99.00;0.00;0.00
