;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/15 00:00:00;18.29;0.00;0.00;0.00;23.20;0.00;-99.00;0.13;-99.00;35.50;0.54;0.00;23.23;5.90;56.64;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;15.97;56.55;-99.00;0.00;34.95;-99.00;88.75;15.30;-0.80;34.10;-99.00;-99.00;4.00;20.25;0.00;-99.00;0.00;0.00
2023/07/15 00:15:00;18.33;0.00;0.00;0.00;23.04;0.00;-99.00;0.12;-99.00;35.50;0.52;0.00;23.29;5.91;56.62;0.00;-99.00;238.07;0.00;-99.00;0.00;-99.00;16.00;56.56;-99.00;0.00;34.91;-99.00;0.00;15.31;-0.83;34.10;-99.00;-99.00;4.00;20.20;0.00;-99.00;0.00;0.00
2023/07/15 00:30:00;18.38;0.00;0.00;0.00;22.81;0.00;-99.00;0.13;-99.00;35.46;0.57;0.00;23.35;5.91;56.62;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;16.04;56.55;-99.00;0.00;34.89;-99.00;0.00;15.40;-0.77;34.10;-99.00;-99.00;4.00;20.60;0.00;-99.00;0.00;0.00
2023/07/15 00:45:00;18.39;0.00;0.00;0.00;22.66;0.00;-99.00;0.13;-99.00;35.44;0.55;0.00;23.39;5.92;56.62;0.00;-99.00;238.39;0.00;-99.00;0.00;-99.00;16.03;56.55;-99.00;0.00;34.89;-99.00;0.00;15.40;-0.71;34.10;-99.00;-99.00;4.00;20.30;0.00;-99.00;0.00;0.00
2023/07/15 01:00:00;18.64;0.00;0.00;0.00;22.48;0.00;-99.00;0.13;-99.00;35.36;0.58;0.00;23.42;5.92;56.60;0.00;22.17;238.07;0.00;-99.00;0.00;-99.00;16.12;56.55;16.03;0.00;34.81;-99.00;0.00;15.53;12.26;34.08;-99.00;-99.00;4.00;19.80;0.00;-99.00;0.00;0.00
2023/07/15 01:15:00;19.60;0.00;0.00;0.00;22.36;0.00;-99.00;0.14;-99.00;35.34;0.59;0.00;23.37;5.92;56.59;0.00;20.45;238.00;0.00;-99.00;0.00;-99.00;16.41;56.55;15.90;0.00;34.80;-99.00;0.00;15.79;78.20;34.00;-99.00;-99.00;4.00;19.60;0.00;-99.00;0.00;0.00
2023/07/15 01:30:00;19.71;0.00;0.00;0.00;22.22;0.00;-99.00;0.13;-99.00;35.31;0.56;0.00;23.23;5.93;56.59;0.00;-99.00;237.93;0.00;-99.00;0.00;-99.00;16.49;56.56;-99.00;0.00;34.79;-99.00;0.00;15.90;-0.53;34.00;-99.00;-99.00;4.00;19.45;0.00;-99.00;0.00;0.00
2023/07/15 01:45:00;19.70;0.00;0.00;0.00;22.06;0.00;-99.00;0.12;-99.00;35.30;0.53;0.00;23.15;5.93;56.59;0.00;-99.00;238.03;0.00;-99.00;0.00;-99.00;16.50;56.55;-99.00;0.00;34.73;-99.00;0.00;15.90;-0.67;33.93;-99.00;-99.00;4.00;19.10;0.00;-99.00;0.00;0.00
2023/07/15 02:00:00;19.73;0.00;0.00;0.00;21.77;0.00;-99.00;0.12;-99.00;35.30;0.53;0.00;23.12;5.94;56.59;0.00;-99.00;238.17;0.00;-99.00;0.00;-99.00;16.50;56.55;-99.00;0.00;34.70;-99.00;0.00;15.90;-0.37;33.90;-99.00;-99.00;4.00;19.85;0.00;-99.00;0.00;0.00
2023/07/15 02:15:00;19.70;0.00;0.00;0.00;21.53;0.00;-99.00;0.13;-99.00;35.30;0.59;0.00;23.11;5.95;56.56;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;16.50;56.55;-99.00;0.00;34.70;-99.00;0.00;15.90;-0.67;33.90;-99.00;-99.00;4.00;20.50;0.00;-99.00;0.00;0.00
