;T_4_exp15;HM10_VF_exp15;HM1_VF_exp15;COP_exp15;T_amb_exp15;P_Inv_loading_exp15;HM10_RET_exp15;P_Inv_out_exp15;WP_senke_ein_exp15;T_3_exp15;Inv_Cur_Out;Inv_Cur_In;Zone_exp15;U_PV_exp15;SCC_vol_out_exp15;Pel_exp15;HM4_RET_exp15;U_grid_exp15;PV_Pel_exp15;WP_Quelle_ein_exp15;P_PV_exp15;HM10_SUP_exp15;T_1_exp15;U_bat_exp15;HM4_SUP_exp15;PV_Cur_exp15;T_2_exp15;WP_Quelle_aus_exp15;Pyra2_exp15;Cold_Tank_exp15;HM4_VF_exp15;Hot_Tank_exp15;HM1_SUP_exp15;HM1_RET_exp15;Inv_Volt_In_exp15;wetterstation_exp15;HP_Pel_exp15;WP_senke_aus_exp15;Pyra1_exp15;SCC_Cur_in_exp15
Displayname;Kalt_oben------;GEN.H--MTR.H-W.H-RET-MEA.VF-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;GEN.HC-HP--R410a--CALC.COP.virt-;ODC---AIR.OD--CALC.T-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.H-HP--W.H-RET-MEA.T-;Warm_oben------;STO.EL-INV---OUT-MEA.CUR-;STO.EL-INV---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.EL-PV----MEA.VOLT-;STO.EL-SCC----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;STO.EL-INV---OUT-MEA.VOLT-;GEN.EL-PV----CALC.POW.EL-;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC----CALC.POW.EL-;GEN.H--MTR.H-W.H-RET-MEA.T-;Kalt_unten------;STO.EL-INV----MEA.VOLT-;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;GEN.EL-PV----MEA.CUR-;Warm_unten------;GEN.C-HP--BRINE-RET-CALC.T-;ODC----HOR-MEA.GLIR-CALC;STO.C---W.C-BOT-MEA.T-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;STO.EL-INV---IN-MEA.VOLT-;WS.DWD-----MEA.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.H-HP--W.H-SUP-MEA.T-;ODC----VER-MEA.GLIR-CALC;STO.EL-SCC---IN-MEA.CUR-
2023/07/22 00:00:00;16.21;0.00;0.00;0.00;16.44;0.00;-99.00;0.12;-99.00;32.90;0.50;0.00;21.29;5.98;56.00;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;13.36;55.96;-99.00;0.00;32.27;-99.00;82.25;12.73;-0.60;31.50;-99.00;-99.00;4.00;14.40;0.00;-99.00;0.00;0.00
2023/07/22 00:15:00;16.20;0.00;0.00;0.00;16.26;0.00;-99.00;0.12;-99.00;32.89;0.51;0.00;21.18;5.98;55.99;0.00;-99.00;238.17;0.00;-99.00;0.00;-99.00;13.40;55.95;-99.00;0.00;32.23;-99.00;0.00;12.80;-0.73;31.50;-99.00;-99.00;4.00;14.10;0.00;-99.00;0.00;0.00
2023/07/22 00:30:00;16.20;0.00;0.00;0.00;16.06;0.00;-99.00;0.12;-99.00;32.80;0.51;0.00;21.07;5.99;55.97;0.00;-99.00;238.43;0.00;-99.00;0.00;-99.00;13.39;55.95;-99.00;0.00;32.20;-99.00;0.00;12.80;-0.80;31.40;-99.00;-99.00;4.00;14.05;0.00;-99.00;0.00;0.00
2023/07/22 00:45:00;16.21;0.00;0.00;0.00;15.88;0.00;-99.00;0.12;-99.00;32.80;0.50;0.00;20.97;5.99;55.97;0.00;-99.00;238.36;0.00;-99.00;0.00;-99.00;13.39;55.95;-99.00;0.00;32.19;-99.00;0.00;12.80;-0.71;31.40;-99.00;-99.00;4.00;13.80;0.00;-99.00;0.00;0.00
2023/07/22 01:00:00;16.24;0.00;0.00;0.00;15.74;0.00;-99.00;0.12;-99.00;32.80;0.50;0.00;20.85;5.99;55.97;0.00;-99.00;238.59;0.00;-99.00;0.00;-99.00;13.39;55.95;-99.00;0.00;32.16;-99.00;0.00;12.80;-0.44;31.39;-99.00;-99.00;4.00;13.85;0.00;-99.00;0.00;0.00
2023/07/22 01:15:00;16.23;0.00;0.00;0.00;15.64;0.00;-99.00;0.12;-99.00;32.76;0.51;0.00;20.75;5.99;55.97;0.00;-99.00;238.27;0.00;-99.00;0.00;-99.00;13.40;55.95;-99.00;0.00;32.07;-99.00;0.00;12.80;-0.63;31.30;-99.00;-99.00;4.00;13.80;0.00;-99.00;0.00;0.00
2023/07/22 01:30:00;16.24;0.00;0.00;0.00;15.47;0.00;-99.00;0.12;-99.00;32.70;0.51;0.00;20.65;5.99;55.97;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;13.40;55.95;-99.00;0.00;32.04;-99.00;81.75;12.80;-0.60;31.30;-99.00;-99.00;3.88;13.55;0.00;-99.00;0.00;0.00
2023/07/22 01:45:00;16.24;0.00;0.00;0.00;15.34;0.00;-99.00;0.12;-99.00;32.71;0.51;0.00;20.54;5.99;55.97;0.00;-99.00;238.00;0.00;-99.00;0.00;-99.00;13.40;55.95;-99.00;0.00;32.00;-99.00;0.00;12.80;-0.73;31.28;-99.00;-99.00;3.86;13.40;0.00;-99.00;0.00;0.00
2023/07/22 02:00:00;16.30;0.00;0.00;0.00;15.19;0.00;-99.00;0.12;-99.00;32.70;0.50;0.00;20.43;5.99;55.96;0.00;-99.00;237.97;0.00;-99.00;0.00;-99.00;13.43;55.94;-99.00;0.00;32.00;-99.00;0.00;12.90;-0.80;31.20;-99.00;-99.00;3.88;13.15;0.00;-99.00;0.00;0.00
2023/07/22 02:15:00;16.30;0.00;0.00;0.00;15.05;0.00;-99.00;0.12;-99.00;32.70;0.51;0.00;20.32;5.99;55.94;0.00;-99.00;238.37;0.00;-99.00;0.00;-99.00;13.40;55.86;-99.00;0.00;32.00;-99.00;0.00;12.90;-0.90;31.20;-99.00;-99.00;3.86;13.00;0.00;-99.00;0.00;0.00
2023/07/22 02:30:00;16.30;0.00;0.00;0.00;14.91;0.00;-99.00;0.12;-99.00;32.70;0.51;0.00;20.21;5.99;55.94;0.00;-99.00;238.50;0.00;-99.00;0.00;-99.00;13.46;55.88;-99.00;0.00;31.90;-99.00;0.00;12.90;-0.67;31.12;-99.00;-99.00;4.00;12.90;0.00;-99.00;0.00;0.00
2023/07/22 02:45:00;16.30;0.00;0.00;0.00;14.74;0.00;-99.00;0.12;-99.00;32.61;0.50;0.00;20.11;5.99;55.94;0.00;-99.00;238.57;0.00;-99.00;0.00;-99.00;13.50;55.86;-99.00;0.00;31.90;-99.00;0.00;12.90;-0.73;31.10;-99.00;-99.00;4.00;12.90;0.00;-99.00;0.00;0.00
2023/07/22 03:00:00;16.32;0.00;0.00;0.00;14.61;0.00;-99.00;0.12;-99.00;32.56;0.50;0.00;20.00;6.00;55.94;0.00;-99.00;238.47;0.00;-99.00;0.00;-99.00;13.50;55.87;-99.00;0.00;31.88;-99.00;0.00;12.90;-0.83;31.07;-99.00;-99.00;4.00;12.75;0.00;-99.00;0.00;0.00
