#2022.01.07 00:00:00 1641600  0:Ubat(Vdc) 1:Ibat_w(A) 2:Ibat(A) 3:Phase(-) 4:U_in(Vac) 5:I_in(A) 6:P_in(kVA) 7:U_out(Vac) 8:I_out(A) 9:P_out(kVA) 10:F_out(Hz) 11:Mode(-) 12:XT_state(-) 13:Ubat_v(Vdc) 14:Ibat_v(A) 15:U_pv(V) 16:I_pv(A) 17:P_pv(kW) 18:Ed(kWh) 19:MWhT(MWh) 20:Mode_v(-) 21:Sd(h) 22:Phas(-) 23:VT_state(-) 24:T_1(C) 25:T_2(C) 26:T_3(C) 27:T_4(C) 28:Pyra1(%) 29:Pyra2(%) 30:TempSpeicherHeizen 31:TempSpeicherKuehlung 32:TempWTKuehlung 33:TempWTRueck_Kuehl 34:TempQuelleAustritt 35:TempAussenfuehler 36:Temp24Stundenwert 37:Temp1Stundenwert 38:TempBrauchwasser 39:Reserve_1 40:Reserve2 41:Reserve3 42:TempWP1Quelleaus 43:TempWP1Quelleein 44:TempWP1Vorlauf 45:TempWP1Ruecklauf 46:TempWP1PTherm 47:TempWP1PElek 48:TempWP1COP 49:WP1VerfluessigerTemperatur 50:WP1VerfluessigerDruck 51:WP1VerdampferTemperatur 52:WP1VerdampferDruck 53:WP1Sauggastemperatur 54:TempWP2Quelleaus 55:TempWP2Quelleein 56:TempWP2Vorlauf 57:TempWP2Ruecklauf 58:TempWP2PTherm 59:TempWP2PElek 60:TempWP2COP 61:WP2VerfluessigerTemperatur 62:WP2VerfluessigerDruck 63:WP2VerdampferTemperatur 64:WP2VerdampferDruck 65:WP2Sauggastemperatur 66:SollwertMischkreis1 67:TemperaturMischkreis1 68:StellwertMischkreis1 69:SollwertMischkreis2 70:TemperaturMischkreis2 71:StellwertMischkreis2 72:SollwertMischkreis3 73:TemperaturMischkreis3 74:StellwertMischkreis3 75:Reserve1 76:Reserve4 77:Reserve5 78:Reserve6 79:Reserve7 80:Reserve8 81:Reserve9 82:Reserve11 83:Reserve12 84:AlarmWP1 85:AusgangsstatusWP1 86:B_ZeitWP1Kompressor1 87:B_ZeitWP1Kompressor2 88:BetriebsmodusWP1 89:IntegerreserveWP1 90:AlarmWP2 91:AusgangsstatusWP2 92:B_ZeitWP2Kompressor1 93:B_ZeitWP2Kompressor2 94:BetriebsmodusWP2Working 95:IntegerreserveWP2 96:1_T_VL(C) 97:1_T_RL(C) 98:1_Vdot(lh) 99:1_Qdot(kW) 100:1_Q(kWh) 101:4_T_VL(C) 102:4_T_RL(C) 103:4_Vdot(lh) 104:4_Qdot(kW) 105:4_Q(kWh) 106:10_T_VL(C) 107:10_T_RL(C) 108:10_Vdot(lh) 109:10_Qdot(kW) 110:10_Q(kWh) 111:SMPumpeSoleWP1 112:SMPumpeHeizungWP1 113:SMPumpeKuehlungEM 114:SMPumpeRueckkuehlungEM 115:SMPumpeSoleWP2 116:SMPumpeHeizungWP2 117:SMPumpeBrauchwasserEM 118:RunErrorWP1Solepumpe 119:RunErrorWp1Heizungspumpe 120:RunErrorPumpeKuehlung 121:RunErrorRueckkuehlung 122:RunErrorWP2Solepumpe 123:RunErrorWP2Heizungspumpe 124:RunErrorPumpeBrauchwasser 125:RunErrrorV1_1 126:RunErrorV1_2 127:RunErrorV2_1 128:RunErrorV2_2 129:RunErrorV3_1 130:RunErrorV3_2 131:RunErrorVBWW 132:ErrorT1SpeicherHeizen 133:ErrorT2SpeicherKuehlen 134:ErrorT3Kuehlung 135:ErrorT4Rueckkuehlung 136:ErrorT5Quellenaustitt 137:ErrorT_Brauchwasser 138:ErrorT_Aussenfuehler 139:SMSchaltschrank 140:SMPhaseDrehfeld 141:SMWP1 142:SMWP2 143:SMSammelstoerung 144:SMReserve4 145:SMReserve5 146:SMReserve6 147:BMPumpeSoleWP1 148:BMPumpeHeizungWP1 149:BMPumpeKuehlung 150:BMPumpeRueckkuehlung 151:BMPumpeSoleWP2 152:BMPumpeHeizungWP2 153:BMPumpeBrauchwasserBMPump 154:RMV1_1offen 155:RMV1_2offen 156:RMV2_1offen 157:RMV2_2offen 158:RMV3_1offen 159:RMV3_2offen 160:RMVBWWoffen 161:BMResettaster 162:BMWPBetrieb 163:BMReserve2 164:BMReserve3 165:BMReserve4 166:BMReserve5 167:BMReserve6 168:BMReserve7 169:BMReserve8 170:BMReserve9 171:T_innen(C)
2022.01.07 00:00:00 1641600  54.312 30.000 -53.000 4.000 3.000 0.000 0.000 240.000 11.016 2.640 50.000 1.000 1.000 54.344 0.000 4.863 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.900 25.000 30.600 11.900 0.000 0.000 23.900 10.200 5553.700 5553.700 6551.800 1.300 4.800 1.600 0.000 0.000 0.000 0.000 6548.400 6551.700 30.600 25.600 2.500 0.500 5.100 6545.300 5.100 28.300 17.200 6548.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.700 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.400 0.000 28.700 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.500 1506.200 604.000 1.600 1858.000 30.300 27.000 403.000 1.600 2751.000 25.500 30.500 756.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.270
2022.01.07 00:00:30 1641630  54.312 30.000 -53.000 4.000 3.000 0.000 0.000 239.000 11.016 2.640 50.000 1.000 1.000 54.312 0.000 4.863 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.900 25.200 30.600 12.000 0.000 0.000 24.000 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.600 0.000 0.000 0.000 0.000 6548.400 6551.800 30.600 25.600 2.500 0.500 5.000 6545.100 5.000 28.500 17.300 6547.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.400 0.000 28.800 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.500 1506.200 598.000 1.600 1858.000 30.400 27.000 402.000 1.500 2751.000 25.500 30.500 753.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.300
2022.01.07 00:01:00 1641660  54.312 30.000 -53.000 4.000 3.000 0.000 0.000 239.000 11.016 2.631 50.000 1.000 1.000 54.344 0.000 4.859 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.800 25.400 30.700 11.900 0.000 0.000 24.100 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.600 0.000 0.000 0.000 0.000 6548.400 6551.800 30.700 25.700 2.500 0.500 5.000 6545.000 5.000 28.500 17.300 6548.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.200 0.000 28.800 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.500 1506.200 603.000 1.700 1858.000 30.300 27.000 402.000 1.500 2751.000 25.500 30.500 753.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.310
2022.01.07 00:01:30 1641690  54.312 30.000 -53.000 4.000 3.000 0.000 0.000 239.000 11.016 2.631 50.000 1.000 1.000 54.344 0.000 4.859 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.800 25.500 30.700 12.000 0.000 0.000 24.200 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.600 0.000 0.000 0.000 0.000 6548.400 6551.800 30.700 25.700 2.500 0.500 5.000 6545.100 5.000 28.500 17.300 6550.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.200 0.000 28.800 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.600 1506.200 603.000 1.600 1858.000 30.300 27.000 402.000 1.500 2751.000 25.500 30.500 756.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.300
2022.01.07 00:02:00 1641720  54.234 30.000 -54.000 4.000 3.000 0.000 0.000 239.000 11.188 2.670 50.000 1.000 1.000 54.312 0.000 4.844 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.800 25.600 30.700 12.000 0.000 0.000 24.400 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.600 0.000 0.000 0.000 0.000 6548.400 6551.800 30.700 25.700 2.500 0.500 5.100 6545.400 5.100 28.500 17.300 6550.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.200 0.000 28.800 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.600 1506.100 606.000 1.600 1858.000 30.400 27.100 398.000 1.500 2751.000 25.500 30.500 755.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.280
2022.01.07 00:02:30 1641750  54.234 30.000 -54.000 4.000 3.000 0.000 0.000 239.000 11.188 2.670 50.000 1.000 1.000 54.312 0.000 4.855 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.800 25.900 30.800 11.900 0.000 0.000 24.500 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.600 0.000 0.000 0.000 0.000 6548.500 6551.800 30.700 25.700 2.600 0.500 5.100 6545.700 5.200 28.500 17.300 6550.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.200 0.000 28.800 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.600 1506.100 598.000 1.600 1858.000 30.400 27.000 398.000 1.500 2751.000 25.600 30.500 753.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.310
2022.01.07 00:03:00 1641780  54.234 30.000 -54.000 4.000 4.000 0.000 0.000 239.000 11.188 2.670 50.000 1.000 1.000 54.281 0.000 4.855 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.900 26.000 30.700 11.900 0.000 0.000 24.700 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.600 0.000 0.000 0.000 0.000 6548.500 6551.800 30.700 25.700 2.500 0.500 5.100 6545.500 5.100 28.500 17.300 6548.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.200 0.000 28.800 2.600 5.300 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.600 1506.100 608.000 1.600 1858.000 30.400 27.100 399.000 1.500 2751.000 25.600 30.500 753.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.310
2022.01.07 00:03:30 1641810  -99.990000 30.000 -54.000 4.000 3.000 0.000 0.000 239.000 11.188 2.670 50.000 1.000 1.000 54.312 0.000 4.863 0.000 0.000 1.351 2.463 0.000 8.648 3.000 1.000 10.800 26.300 30.800 11.900 0.000 0.000 24.900 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.500 0.000 0.000 0.000 0.000 6548.500 6551.800 30.700 25.700 2.500 0.500 5.000 6545.200 5.100 28.500 17.300 6547.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.200 0.000 28.800 2.500 5.200 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.600 1506.100 599.000 1.500 1858.000 30.500 27.100 397.000 1.500 2751.000 25.600 30.600 754.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.310
2022.01.07 00:04:00 1641840  54.234 30.000 -54.000 4.000 3.000 0.000 0.000 239.000 11.016 2.670 50.000 1.000 1.000 54.281 0.000 4.863 0.000 0.000 0.000 2.463 0.000 0.000 3.000 1.000 10.800 26.400 30.700 12.000 0.000 0.000 25.100 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.500 0.000 0.000 0.000 0.000 6548.400 6551.800 30.700 25.800 2.500 0.500 5.000 6545.000 5.000 28.500 17.300 6548.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 65.000 0.000 28.800 2.500 5.200 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.700 1506.200 607.000 1.600 1858.000 30.500 27.200 397.000 1.500 2751.000 25.600 30.600 756.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.300
2022.01.07 00:04:30 1641870  54.312 30.000 -54.000 4.000 4.000 0.000 0.000 239.000 11.188 2.670 50.000 1.000 1.000 54.281 0.000 4.863 0.000 0.000 0.000 2.463 0.000 0.000 3.000 1.000 10.900 26.600 30.800 11.900 0.000 0.000 25.300 10.200 5553.700 5553.700 6551.800 1.200 4.800 1.500 0.000 0.000 0.000 0.000 6548.400 6551.800 30.800 25.800 2.500 0.500 5.000 6545.000 5.000 28.500 17.300 6549.300 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 64.800 0.000 28.800 2.500 5.200 4.900 4.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.700 1506.300 602.000 1.600 1858.000 30.500 27.200 396.000 1.500 2751.000 25.600 30.600 746.000 -3.900 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.310
