#2022.01.16 00:00:00 2419200  0:Ubat(Vdc) 1:Ibat_w(A) 2:Ibat(A) 3:Phase(-) 4:U_in(Vac) 5:I_in(A) 6:P_in(kVA) 7:U_out(Vac) 8:I_out(A) 9:P_out(kVA) 10:F_out(Hz) 11:Mode(-) 12:XT_state(-) 13:Ubat_v(Vdc) 14:Ibat_v(A) 15:U_pv(V) 16:I_pv(A) 17:P_pv(kW) 18:Ed(kWh) 19:MWhT(MWh) 20:Mode_v(-) 21:Sd(h) 22:Phas(-) 23:VT_state(-) 24:T_1(C) 25:T_2(C) 26:T_3(C) 27:T_4(C) 28:Pyra1(%) 29:Pyra2(%) 30:TempSpeicherHeizen 31:TempSpeicherKuehlung 32:TempWTKuehlung 33:TempWTRueck_Kuehl 34:TempQuelleAustritt 35:TempAussenfuehler 36:Temp24Stundenwert 37:Temp1Stundenwert 38:TempBrauchwasser 39:Reserve_1 40:Reserve2 41:Reserve3 42:TempWP1Quelleaus 43:TempWP1Quelleein 44:TempWP1Vorlauf 45:TempWP1Ruecklauf 46:TempWP1PTherm 47:TempWP1PElek 48:TempWP1COP 49:WP1VerfluessigerTemperatur 50:WP1VerfluessigerDruck 51:WP1VerdampferTemperatur 52:WP1VerdampferDruck 53:WP1Sauggastemperatur 54:TempWP2Quelleaus 55:TempWP2Quelleein 56:TempWP2Vorlauf 57:TempWP2Ruecklauf 58:TempWP2PTherm 59:TempWP2PElek 60:TempWP2COP 61:WP2VerfluessigerTemperatur 62:WP2VerfluessigerDruck 63:WP2VerdampferTemperatur 64:WP2VerdampferDruck 65:WP2Sauggastemperatur 66:SollwertMischkreis1 67:TemperaturMischkreis1 68:StellwertMischkreis1 69:SollwertMischkreis2 70:TemperaturMischkreis2 71:StellwertMischkreis2 72:SollwertMischkreis3 73:TemperaturMischkreis3 74:StellwertMischkreis3 75:Reserve1 76:Reserve4 77:Reserve5 78:Reserve6 79:Reserve7 80:Reserve8 81:Reserve9 82:Reserve11 83:Reserve12 84:AlarmWP1 85:AusgangsstatusWP1 86:B_ZeitWP1Kompressor1 87:B_ZeitWP1Kompressor2 88:BetriebsmodusWP1 89:IntegerreserveWP1 90:AlarmWP2 91:AusgangsstatusWP2 92:B_ZeitWP2Kompressor1 93:B_ZeitWP2Kompressor2 94:BetriebsmodusWP2Working 95:IntegerreserveWP2 96:1_T_VL(C) 97:1_T_RL(C) 98:1_Vdot(lh) 99:1_Qdot(kW) 100:1_Q(kWh) 101:4_T_VL(C) 102:4_T_RL(C) 103:4_Vdot(lh) 104:4_Qdot(kW) 105:4_Q(kWh) 106:10_T_VL(C) 107:10_T_RL(C) 108:10_Vdot(lh) 109:10_Qdot(kW) 110:10_Q(kWh) 111:SMPumpeSoleWP1 112:SMPumpeHeizungWP1 113:SMPumpeKuehlungEM 114:SMPumpeRueckkuehlungEM 115:SMPumpeSoleWP2 116:SMPumpeHeizungWP2 117:SMPumpeBrauchwasserEM 118:RunErrorWP1Solepumpe 119:RunErrorWp1Heizungspumpe 120:RunErrorPumpeKuehlung 121:RunErrorRueckkuehlung 122:RunErrorWP2Solepumpe 123:RunErrorWP2Heizungspumpe 124:RunErrorPumpeBrauchwasser 125:RunErrrorV1_1 126:RunErrorV1_2 127:RunErrorV2_1 128:RunErrorV2_2 129:RunErrorV3_1 130:RunErrorV3_2 131:RunErrorVBWW 132:ErrorT1SpeicherHeizen 133:ErrorT2SpeicherKuehlen 134:ErrorT3Kuehlung 135:ErrorT4Rueckkuehlung 136:ErrorT5Quellenaustitt 137:ErrorT_Brauchwasser 138:ErrorT_Aussenfuehler 139:SMSchaltschrank 140:SMPhaseDrehfeld 141:SMWP1 142:SMWP2 143:SMSammelstoerung 144:SMReserve4 145:SMReserve5 146:SMReserve6 147:BMPumpeSoleWP1 148:BMPumpeHeizungWP1 149:BMPumpeKuehlung 150:BMPumpeRueckkuehlung 151:BMPumpeSoleWP2 152:BMPumpeHeizungWP2 153:BMPumpeBrauchwasserBMPump 154:RMV1_1offen 155:RMV1_2offen 156:RMV2_1offen 157:RMV2_2offen 158:RMV3_1offen 159:RMV3_2offen 160:RMVBWWoffen 161:BMResettaster 162:BMWPBetrieb 163:BMReserve2 164:BMReserve3 165:BMReserve4 166:BMReserve5 167:BMReserve6 168:BMReserve7 169:BMReserve8 170:BMReserve9 171:T_innen(C)
2022.01.16 00:00:00 2419200  56.812 30.000 30.000 4.000 212.000 19.562 4.146 212.000 10.531 2.230 50.000 2.000 1.000 56.844 0.000 5.660 0.000 4.146 0.481 2.475 0.000 8.680 3.000 1.000 11.800 26.500 30.900 13.400 0.000 0.000 25.300 11.400 5553.700 5553.700 6548.900 6553.400 0.700 0.600 0.000 0.000 0.000 0.000 6546.700 6549.100 30.600 25.800 2.300 0.500 4.600 6542.000 4.400 28.500 17.300 6544.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 60.300 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.400 1508.700 578.000 1.300 1962.000 30.500 27.200 389.000 1.500 2962.000 25.700 30.600 698.000 -3.600 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.190
2022.01.16 00:00:30 2419230  56.891 30.000 30.000 4.000 212.000 19.562 4.146 212.000 10.531 2.230 50.000 2.000 1.000 56.938 0.000 5.664 0.000 4.146 0.481 2.475 0.000 8.680 3.000 1.000 12.000 26.700 30.900 13.300 0.000 0.000 25.400 11.400 5553.700 5553.700 6548.900 6553.400 0.700 0.600 0.000 0.000 0.000 0.000 6546.600 6549.100 30.500 25.900 2.300 0.500 4.600 6541.900 4.400 28.600 17.300 6545.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 58.500 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.500 1508.900 577.000 1.400 1962.000 30.500 27.200 384.000 1.500 2962.000 25.800 30.300 687.000 -3.300 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.200
2022.01.16 00:01:00 2419260  56.984 30.000 30.000 4.000 212.000 19.562 4.146 212.000 10.531 2.230 50.000 2.000 1.000 57.000 0.000 5.664 0.000 4.146 0.481 2.475 0.000 8.680 3.000 1.000 11.800 26.900 30.900 13.400 0.000 0.000 25.600 11.400 5553.700 5553.700 6548.800 6553.400 0.700 0.600 0.000 0.000 0.000 0.000 6546.600 6549.100 30.600 25.900 2.300 0.500 4.600 6542.000 4.400 28.800 17.400 6547.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 56.500 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.500 1508.900 574.000 1.400 1962.000 30.500 27.200 388.000 1.500 2963.000 25.800 30.400 651.000 -3.100 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.200
2022.01.16 00:01:30 2419290  57.062 30.000 30.000 4.000 211.000 19.734 4.164 211.000 10.531 2.221 50.000 2.000 1.000 57.062 0.000 5.676 0.000 4.164 0.481 2.475 0.000 8.680 3.000 1.000 11.900 27.000 30.900 13.400 0.000 0.000 25.800 11.400 5553.700 5553.700 6548.700 6553.400 0.700 0.600 0.000 0.000 0.000 0.000 6546.600 6549.000 30.700 26.000 2.300 0.500 4.600 6542.300 4.500 28.800 17.400 6548.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 54.900 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.500 1508.800 575.000 1.400 1962.000 30.500 27.200 386.000 1.500 2963.000 25.900 30.600 632.000 -3.100 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.210
2022.01.16 00:02:00 2419320  57.062 30.000 30.000 4.000 210.000 19.734 4.164 211.000 10.531 2.221 50.000 2.000 1.000 57.094 0.000 5.676 0.000 4.164 0.481 2.475 0.000 8.680 3.000 1.000 12.000 27.200 30.900 13.300 0.000 0.000 26.000 11.400 5553.700 5553.700 6548.600 6553.400 0.700 0.600 0.000 0.000 0.000 0.000 6546.700 6549.000 30.900 26.100 2.300 0.500 4.600 6542.600 4.500 28.900 17.500 6548.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 53.800 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.600 1508.800 570.000 1.300 1962.000 30.600 27.200 386.000 1.500 2963.000 25.900 30.600 618.000 -3.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.200
2022.01.16 00:02:30 2419350  57.156 30.000 30.000 4.000 211.000 19.734 4.164 211.000 10.531 2.221 50.000 2.000 1.000 57.156 0.000 5.680 0.000 4.164 0.481 2.475 0.000 8.680 3.000 1.000 12.000 27.400 30.900 13.300 0.000 0.000 26.100 11.400 5553.700 5553.700 6548.600 6553.400 0.700 0.600 0.000 0.000 0.000 0.000 6546.700 6549.000 31.100 26.100 2.300 0.500 4.600 6542.500 4.500 29.100 17.600 6546.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 53.600 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.600 1508.700 578.000 1.300 1962.000 30.600 27.300 386.000 1.500 2963.000 26.000 31.000 609.000 -3.200 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.210
2022.01.16 00:03:00 2419380  -99.990000 30.000 30.000 4.000 211.000 19.734 4.164 210.000 10.531 2.221 49.969 2.000 1.000 57.188 0.000 5.684 0.000 4.164 0.481 2.475 0.000 8.680 3.000 1.000 12.000 27.500 30.900 13.300 0.000 0.000 26.300 11.400 5553.700 5553.700 6548.600 6553.400 0.700 0.400 0.000 0.000 0.000 0.000 6546.700 6549.000 31.300 26.200 2.300 0.500 4.600 6542.200 4.500 29.100 17.600 6545.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 54.000 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.600 1508.700 577.000 1.300 1962.000 30.600 27.300 386.000 1.500 2963.000 26.000 31.200 611.000 -3.300 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.200
2022.01.16 00:03:30 2419410  57.234 30.000 30.000 4.000 211.000 19.734 4.164 211.000 10.531 2.221 49.969 2.000 1.000 57.219 0.000 5.668 0.000 4.164 0.481 2.475 0.000 8.680 3.000 1.000 12.000 27.600 30.900 13.300 0.000 0.000 26.400 11.400 5553.700 5553.700 6548.600 6553.400 0.700 0.400 0.000 0.000 0.000 0.000 6546.600 6549.000 31.400 26.200 2.300 0.500 4.500 6542.000 4.400 29.100 17.600 6544.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 54.700 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.600 1508.800 568.000 1.300 1962.000 30.700 27.300 385.000 1.500 2963.000 26.000 31.300 615.000 -3.400 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.230
2022.01.16 00:04:00 2419440  57.234 30.000 30.000 4.000 211.000 19.734 4.164 211.000 10.531 2.212 49.984 2.000 1.000 57.250 0.000 5.668 0.000 4.164 0.000 2.475 0.000 0.000 3.000 1.000 11.800 27.700 31.100 13.400 0.000 0.000 26.500 11.400 5553.700 5553.700 6548.700 6553.400 0.700 0.400 0.000 0.000 0.000 0.000 6546.500 6549.000 31.400 26.200 2.300 0.500 4.500 6541.700 4.400 29.100 17.600 6545.300 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 55.800 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.600 1508.900 569.000 1.400 1962.000 30.700 27.300 381.000 1.500 2963.000 26.000 31.300 626.000 -3.400 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.240
2022.01.16 00:04:30 2419470  57.234 30.000 30.000 4.000 211.000 19.734 4.164 211.000 10.531 2.221 49.984 2.000 1.000 57.281 0.000 5.645 0.000 4.164 0.000 2.475 0.000 0.000 3.000 1.000 11.800 27.800 31.100 13.400 0.000 0.000 26.700 11.400 5553.700 5553.700 6548.700 6553.400 0.700 0.400 0.000 0.000 0.000 0.000 6546.500 6549.000 31.300 26.200 2.300 0.500 4.500 6541.800 4.400 29.100 17.600 6546.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 25.000 28.800 10.000 24.500 0.000 10.000 24.500 0.000 10.000 56.400 0.000 28.800 1.200 1.100 1.100 1.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1506.600 1509.000 570.000 1.400 1962.000 30.700 27.300 381.000 1.500 2963.000 26.100 31.100 638.000 -3.400 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.240
