#2022.01.27 00:00:00 3369600  0:Ubat(Vdc) 1:Ibat_w(A) 2:Ibat(A) 3:Phase(-) 4:U_in(Vac) 5:I_in(A) 6:P_in(kVA) 7:U_out(Vac) 8:I_out(A) 9:P_out(kVA) 10:F_out(Hz) 11:Mode(-) 12:XT_state(-) 13:Ubat_v(Vdc) 14:Ibat_v(A) 15:U_pv(V) 16:I_pv(A) 17:P_pv(kW) 18:Ed(kWh) 19:MWhT(MWh) 20:Mode_v(-) 21:Sd(h) 22:Phas(-) 23:VT_state(-) 24:T_1(C) 25:T_2(C) 26:T_3(C) 27:T_4(C) 28:Pyra1(%) 29:Pyra2(%) 30:TempSpeicherHeizen 31:TempSpeicherKuehlung 32:TempWTKuehlung 33:TempWTRueck_Kuehl 34:TempQuelleAustritt 35:TempAussenfuehler 36:Temp24Stundenwert 37:Temp1Stundenwert 38:TempBrauchwasser 39:Reserve_1 40:Reserve2 41:Reserve3 42:TempWP1Quelleaus 43:TempWP1Quelleein 44:TempWP1Vorlauf 45:TempWP1Ruecklauf 46:TempWP1PTherm 47:TempWP1PElek 48:TempWP1COP 49:WP1VerfluessigerTemperatur 50:WP1VerfluessigerDruck 51:WP1VerdampferTemperatur 52:WP1VerdampferDruck 53:WP1Sauggastemperatur 54:TempWP2Quelleaus 55:TempWP2Quelleein 56:TempWP2Vorlauf 57:TempWP2Ruecklauf 58:TempWP2PTherm 59:TempWP2PElek 60:TempWP2COP 61:WP2VerfluessigerTemperatur 62:WP2VerfluessigerDruck 63:WP2VerdampferTemperatur 64:WP2VerdampferDruck 65:WP2Sauggastemperatur 66:SollwertMischkreis1 67:TemperaturMischkreis1 68:StellwertMischkreis1 69:SollwertMischkreis2 70:TemperaturMischkreis2 71:StellwertMischkreis2 72:SollwertMischkreis3 73:TemperaturMischkreis3 74:StellwertMischkreis3 75:Reserve1 76:Reserve4 77:Reserve5 78:Reserve6 79:Reserve7 80:Reserve8 81:Reserve9 82:Reserve11 83:Reserve12 84:AlarmWP1 85:AusgangsstatusWP1 86:B_ZeitWP1Kompressor1 87:B_ZeitWP1Kompressor2 88:BetriebsmodusWP1 89:IntegerreserveWP1 90:AlarmWP2 91:AusgangsstatusWP2 92:B_ZeitWP2Kompressor1 93:B_ZeitWP2Kompressor2 94:BetriebsmodusWP2Working 95:IntegerreserveWP2 96:1_T_VL(C) 97:1_T_RL(C) 98:1_Vdot(lh) 99:1_Qdot(kW) 100:1_Q(kWh) 101:4_T_VL(C) 102:4_T_RL(C) 103:4_Vdot(lh) 104:4_Qdot(kW) 105:4_Q(kWh) 106:10_T_VL(C) 107:10_T_RL(C) 108:10_Vdot(lh) 109:10_Qdot(kW) 110:10_Q(kWh) 111:SMPumpeSoleWP1 112:SMPumpeHeizungWP1 113:SMPumpeKuehlungEM 114:SMPumpeRueckkuehlungEM 115:SMPumpeSoleWP2 116:SMPumpeHeizungWP2 117:SMPumpeBrauchwasserEM 118:RunErrorWP1Solepumpe 119:RunErrorWp1Heizungspumpe 120:RunErrorPumpeKuehlung 121:RunErrorRueckkuehlung 122:RunErrorWP2Solepumpe 123:RunErrorWP2Heizungspumpe 124:RunErrorPumpeBrauchwasser 125:RunErrrorV1_1 126:RunErrorV1_2 127:RunErrorV2_1 128:RunErrorV2_2 129:RunErrorV3_1 130:RunErrorV3_2 131:RunErrorVBWW 132:ErrorT1SpeicherHeizen 133:ErrorT2SpeicherKuehlen 134:ErrorT3Kuehlung 135:ErrorT4Rueckkuehlung 136:ErrorT5Quellenaustitt 137:ErrorT_Brauchwasser 138:ErrorT_Aussenfuehler 139:SMSchaltschrank 140:SMPhaseDrehfeld 141:SMWP1 142:SMWP2 143:SMSammelstoerung 144:SMReserve4 145:SMReserve5 146:SMReserve6 147:BMPumpeSoleWP1 148:BMPumpeHeizungWP1 149:BMPumpeKuehlung 150:BMPumpeRueckkuehlung 151:BMPumpeSoleWP2 152:BMPumpeHeizungWP2 153:BMPumpeBrauchwasserBMPump 154:RMV1_1offen 155:RMV1_2offen 156:RMV2_1offen 157:RMV2_2offen 158:RMV3_1offen 159:RMV3_2offen 160:RMVBWWoffen 161:BMResettaster 162:BMWPBetrieb 163:BMReserve2 164:BMReserve3 165:BMReserve4 166:BMReserve5 167:BMReserve6 168:BMReserve7 169:BMReserve8 170:BMReserve9 171:T_innen(C)
2022.01.27 00:00:00 3369600  -99.990000 30.000 30.000 4.000 225.000 8.875 1.989 225.000 0.656 0.147 50.016 2.000 1.000 57.281 0.000 5.113 0.000 1.989 0.444 2.488 0.000 8.883 3.000 1.000 11.800 28.400 30.900 13.100 0.000 0.000 27.400 11.300 5553.700 5553.700 6550.200 1.400 2.300 1.700 0.000 0.000 0.000 0.000 6547.600 6550.400 31.100 26.200 0.000 0.000 0.000 2.600 7.700 3.500 8.000 6553.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1505.300 1507.300 26.000 0.100 2072.000 30.800 27.300 374.000 1.500 3199.000 26.700 31.300 26.000 -0.100 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.720
2022.01.27 00:00:30 3369630  57.234 30.000 30.000 4.000 225.000 8.875 1.989 225.000 0.656 0.147 50.016 2.000 1.000 57.312 0.000 5.109 0.000 1.989 0.444 2.488 0.000 8.883 3.000 1.000 11.800 28.400 30.900 13.000 0.000 0.000 27.400 11.300 5553.700 5553.700 6550.400 1.400 2.300 1.700 0.000 0.000 0.000 0.000 6547.800 6550.600 31.100 26.200 0.000 0.000 0.000 2.800 7.700 3.500 8.000 1.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1504.900 1506.900 18.000 0.000 2072.000 30.800 27.400 369.000 1.400 3199.000 26.900 31.200 15.000 -0.100 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.750
2022.01.27 00:01:00 3369660  -99.990000 30.000 30.000 4.000 226.000 8.875 1.997 225.000 0.656 0.147 50.000 2.000 1.000 57.312 0.000 5.121 0.000 1.997 0.444 2.488 0.000 8.883 3.000 1.000 11.800 28.400 30.900 13.000 0.000 0.000 27.400 11.300 5553.700 5553.700 6550.600 1.400 2.300 1.700 0.000 0.000 0.000 0.000 6547.900 6550.700 31.000 26.200 0.000 0.000 0.000 2.900 7.700 3.500 8.000 2.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1504.400 1506.500 15.000 0.000 2072.000 30.700 27.400 366.000 1.400 3199.000 26.900 31.100 13.000 -0.100 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.750
2022.01.27 00:01:30 3369690  57.328 30.000 30.000 4.000 225.000 8.875 1.997 225.000 0.656 0.147 50.000 2.000 1.000 57.312 0.000 5.109 0.000 1.997 0.444 2.488 0.000 8.883 3.000 1.000 11.800 28.400 31.100 13.000 0.000 0.000 27.400 11.300 5553.700 5553.700 6550.700 1.400 2.300 1.700 0.000 0.000 0.000 0.000 6548.100 6550.900 31.100 26.200 0.000 0.000 0.000 3.100 7.800 3.800 8.100 3.300 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1504.400 1506.500 12.000 0.000 2072.000 30.700 27.400 370.000 1.400 3199.000 26.900 31.000 11.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.790
2022.01.27 00:02:00 3369720  57.328 30.000 30.000 4.000 225.000 8.875 1.997 225.000 0.656 0.147 49.984 2.000 1.000 57.344 0.000 5.098 0.000 1.997 0.444 2.488 0.000 8.883 3.000 1.000 11.700 28.200 31.100 13.100 0.000 0.000 27.300 11.300 5553.700 5553.700 6550.800 1.400 2.300 1.600 0.000 0.000 0.000 0.000 6548.200 6551.000 30.900 26.200 0.000 0.000 0.000 2.900 7.800 4.100 8.200 3.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.400 1505.600 10.000 0.000 2072.000 30.700 27.400 370.000 1.400 3199.000 26.900 30.600 9.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.780
2022.01.27 00:02:30 3369750  57.328 30.000 31.000 4.000 225.000 8.875 1.997 225.000 0.656 0.149 49.984 2.000 1.000 57.344 0.000 5.098 0.000 1.997 0.444 2.488 0.000 8.883 3.000 1.000 11.800 28.200 31.000 13.000 0.000 0.000 27.200 11.300 5553.700 5553.700 6551.100 1.400 2.300 1.600 0.000 0.000 0.000 0.000 6548.400 6551.100 30.200 26.300 0.000 0.000 0.000 2.800 7.700 4.300 8.300 4.300 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1503.000 1505.200 8.000 0.000 2072.000 30.700 27.400 368.000 1.400 3199.000 27.000 30.500 8.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.780
2022.01.27 00:03:00 3369780  57.328 30.000 30.000 4.000 226.000 8.719 2.005 226.000 0.656 0.149 49.969 2.000 1.000 57.344 0.000 5.105 0.000 2.005 0.444 2.488 0.000 8.883 3.000 1.000 11.800 28.000 30.900 13.000 0.000 0.000 27.100 11.300 5553.700 5553.700 6551.200 1.400 2.300 1.600 0.000 0.000 0.000 0.000 6548.500 6551.300 29.300 26.300 0.000 0.000 0.000 2.800 7.700 4.600 8.300 4.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1502.500 1504.800 8.000 0.000 2072.000 30.700 27.400 369.000 1.400 3199.000 27.000 30.500 7.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.790
2022.01.27 00:03:30 3369810  57.328 30.000 30.000 4.000 225.000 8.875 1.989 224.000 0.656 0.147 49.969 2.000 1.000 57.375 0.000 5.121 0.000 1.989 0.444 2.488 0.000 8.883 3.000 1.000 11.700 27.900 31.100 13.100 0.000 0.000 26.900 11.300 5553.700 5553.700 6551.300 1.400 2.300 1.600 0.000 0.000 0.000 0.000 6548.600 6551.400 28.300 26.400 0.000 0.000 0.000 2.800 7.700 4.900 8.400 5.300 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1502.500 1504.800 7.000 0.000 2072.000 30.700 27.400 367.000 1.400 3199.000 27.000 30.400 6.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.820
2022.01.27 00:04:00 3369840  57.328 30.000 30.000 4.000 224.000 8.875 1.997 224.000 0.656 0.147 49.969 2.000 1.000 57.375 0.000 5.129 0.000 1.997 0.000 2.488 0.000 0.000 3.000 1.000 11.800 27.700 30.900 13.000 0.000 0.000 26.800 11.300 5553.700 5553.700 6551.400 1.300 2.300 1.500 0.000 0.000 0.000 0.000 6548.800 6551.500 27.500 26.400 0.000 0.000 0.000 2.900 7.800 4.900 8.400 5.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1501.700 1504.000 6.000 0.000 2072.000 30.700 27.400 369.000 1.400 3199.000 27.000 30.100 6.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.820
2022.01.27 00:04:30 3369870  57.406 30.000 30.000 4.000 224.000 8.875 1.981 222.000 0.656 0.147 49.969 2.000 1.000 57.406 0.000 5.141 0.000 1.981 0.000 2.488 0.000 0.000 3.000 1.000 11.900 27.500 30.900 13.000 0.000 0.000 26.600 11.300 5553.700 5553.700 6551.500 1.300 2.300 1.500 0.000 0.000 0.000 0.000 6549.000 6551.600 26.900 26.400 0.000 0.000 0.000 3.000 7.800 5.100 8.500 6.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 28.800 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 28.800 2.000 2.300 2.400 2.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1501.700 1504.000 6.000 0.000 2072.000 30.700 27.500 367.000 1.400 3199.000 27.000 29.500 5.000 0.000 43.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 17.830
