Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2022-04-29 00:00:00,9.35,0.82,22.36,2.94,377.1,40.94,41.43,0.0,421.2,0.0,21.78,237.87,35.01,55.8,0.0,0.54,22.64,12.13,46.53,3.46,0.0,18.4,21.63,4.68,7.11,3.0,2.94,21.7,664.87,4.05,0.0,46.41,1.59,0.0,0.0,42.85,0.7,45.29,41.28
2022-04-29 00:15:00,9.2,0.85,22.31,2.9,378.17,42.61,43.17,0.0,383.23,0.0,21.74,237.87,29.73,55.7,0.0,0.05,22.31,11.51,48.53,3.62,0.0,22.48,21.63,4.16,5.47,3.0,2.3,21.7,660.17,3.84,0.0,48.17,1.06,0.0,0.0,,0.76,47.02,43.01
2022-04-29 00:30:00,9.05,0.86,22.33,2.89,380.47,43.79,44.59,0.0,372.33,0.0,21.7,238.0,40.01,55.59,0.0,0.09,22.01,10.89,50.1,3.63,0.0,22.43,21.64,4.18,4.48,3.0,2.33,21.7,660.5,3.72,0.0,49.57,1.16,0.0,-66.66,,0.8,48.75,44.46
2022-04-29 00:45:00,8.8,0.89,22.33,2.83,384.17,45.25,45.85,0.0,365.07,0.0,21.63,237.9,29.56,55.49,0.0,-0.39,21.76,10.4,51.4,3.72,0.0,22.39,21.6,3.67,4.42,3.0,1.71,21.7,655.13,3.58,0.0,50.85,0.61,0.0,0.0,,0.8,49.88,45.81
2022-04-29 01:00:00,8.5,0.9,22.26,2.8,385.8,46.95,47.22,0.0,375.7,0.0,21.59,237.93,29.5,55.42,0.0,-0.43,21.55,9.98,52.77,3.78,0.0,22.38,21.59,3.52,4.42,3.0,1.58,21.68,654.8,3.47,0.0,52.22,0.56,0.0,0.0,48.36,0.8,51.07,47.52
2022-04-29 01:15:00,8.3,0.92,22.23,2.8,387.77,48.34,48.73,0.0,372.73,0.0,21.51,237.97,34.63,55.36,0.0,-0.28,21.36,9.87,54.37,3.88,0.0,22.33,21.54,3.61,4.42,3.0,1.67,21.6,655.9,3.38,0.0,53.73,0.72,0.0,0.0,,0.8,52.58,49.11
2022-04-29 01:30:00,8.25,0.94,22.12,2.86,389.83,49.5,49.99,0.0,374.17,0.0,21.46,238.0,44.92,55.3,0.0,0.34,21.19,9.74,55.72,3.95,0.0,22.3,21.5,4.15,4.49,3.0,2.33,21.56,661.1,3.32,0.0,54.98,1.39,0.0,0.0,,0.88,54.14,50.51
2022-04-29 01:45:00,8.0,0.94,22.1,2.83,390.83,50.89,51.32,0.0,366.0,0.0,21.39,237.97,39.74,55.26,0.0,0.66,21.04,9.64,57.04,3.95,0.0,22.22,21.46,4.36,4.48,3.0,2.53,21.5,662.63,3.28,0.0,56.32,1.71,0.0,0.0,,0.86,55.47,51.82
2022-04-29 02:00:00,7.85,0.94,22.08,2.73,392.0,52.26,52.64,0.0,351.87,0.0,21.35,237.83,39.68,55.23,0.0,0.86,20.93,9.7,58.38,3.95,0.0,22.14,21.4,4.44,4.46,3.0,2.59,21.44,663.1,3.2,0.0,57.64,1.92,0.0,0.0,54.43,0.9,56.72,53.23
2022-04-29 02:15:00,8.0,0.96,22.01,2.71,393.6,53.44,53.85,0.0,350.7,0.0,21.3,237.97,39.64,55.17,0.0,0.86,20.83,9.58,59.67,4.03,0.0,22.14,21.37,4.4,4.46,3.0,2.52,21.4,662.47,3.12,0.0,58.86,1.93,0.0,0.0,,0.9,58.05,54.56
