Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2022-12-28 00:00:00,0.75,0.65,13.79,2.78,103.8,23.82,21.91,0.0,425.13,0.0,20.63,238.03,55.56,55.62,0.0,-3.41,13.86,3.16,13.28,2.72,0.0,14.4,24.74,0.84,6.0,3.47,-0.62,13.3,635.6,5.67,0.0,26.91,-0.86,0.0,0.0,26.28,0.5,26.17,21.87
2022-12-28 00:15:00,0.8,2.63,13.8,2.71,60.53,24.18,24.43,0.0,768.17,0.0,20.36,239.97,53.75,53.82,0.0,-4.15,13.94,2.92,13.13,11.0,0.0,14.4,26.1,0.09,5.97,3.37,-1.3,13.3,629.17,5.49,0.0,29.68,-1.57,0.0,0.0,,0.5,28.56,24.38
2022-12-28 00:30:00,1.1,0.37,13.8,0.27,9.67,26.19,24.38,0.0,104.43,0.0,,238.93,55.44,55.54,0.0,-1.4,14.05,2.74,13.02,1.56,0.0,14.4,,1.36,6.0,3.0,1.39,13.3,94.07,0.54,0.0,29.68,0.27,0.0,0.0,,0.05,29.9,24.68
2022-12-28 00:45:00,0.7,0.12,13.78,0.0,9.17,26.36,,0.0,3.07,0.0,,238.97,55.82,55.87,0.0,,14.09,2.74,,0.52,0.0,14.4,,,6.03,3.17,,13.3,3.07,0.0,0.0,,,0.0,0.0,,0.0,29.91,
2022-12-28 01:00:00,0.65,0.12,13.78,0.0,44.58,26.06,,0.0,0.0,0.0,17.23,238.92,55.86,55.9,0.0,,14.01,2.9,,0.5,0.0,14.4,27.02,,6.04,3.5,,13.3,0.0,0.0,0.0,,,0.0,0.0,25.37,0.0,29.8,
2022-12-28 01:15:00,0.6,0.12,13.77,0.0,71.07,25.4,,0.0,1.07,0.0,17.5,238.87,55.86,55.9,0.0,,13.92,2.94,,0.51,0.0,14.4,27.48,,6.03,3.67,,13.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,29.62,
2022-12-28 01:30:00,0.8,0.12,13.77,0.0,96.43,24.21,,0.0,7.03,0.0,19.87,238.9,55.86,55.9,0.0,,13.92,3.1,,0.5,0.0,14.4,27.53,,6.05,3.73,,13.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,29.36,
2022-12-28 01:45:00,0.9,0.12,13.78,0.0,69.6,22.01,,0.0,117.77,0.0,20.98,238.97,55.86,55.9,0.0,,14.04,3.24,14.51,0.53,0.0,14.4,27.41,,6.05,3.77,,13.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,29.04,18.12
2022-12-28 02:00:00,0.9,0.52,13.79,2.44,23.0,24.15,22.47,0.0,394.0,0.0,19.93,238.0,55.39,55.43,0.0,-0.11,14.2,3.39,13.19,2.24,0.0,14.4,26.51,3.67,6.06,3.4,2.34,13.3,560.3,4.88,0.0,26.31,1.77,0.0,0.0,26.15,0.43,27.49,22.39
2022-12-28 02:15:00,1.4,0.57,13.78,2.52,-0.57,25.09,25.96,0.0,412.33,0.0,,238.0,55.2,55.25,0.0,-3.56,14.22,3.36,12.94,2.4,0.0,14.4,,0.61,6.03,3.47,-0.79,13.3,615.77,4.82,0.0,30.91,-0.94,0.0,0.0,,0.47,29.55,25.91
2022-12-28 02:30:00,2.0,0.12,13.77,0.0,2.4,25.2,,0.0,6.7,0.0,,238.93,55.7,55.75,0.0,,14.1,3.32,,0.52,0.0,14.4,,,6.08,3.97,,13.3,6.9,0.0,0.0,,,0.0,0.0,,0.0,31.01,
2022-12-28 02:45:00,2.2,0.12,13.76,0.0,63.6,25.2,,0.0,2.4,0.0,17.49,238.93,55.78,55.81,0.0,,13.92,3.58,,0.51,0.0,14.39,24.09,,6.11,3.73,,13.3,2.53,0.0,0.0,,,0.0,0.0,,0.0,30.9,
2022-12-28 03:00:00,1.9,0.12,13.73,0.0,96.6,25.06,,0.0,0.0,0.0,17.78,239.0,55.78,55.82,0.0,,13.85,3.88,,0.51,0.0,14.39,28.58,,6.11,3.57,,13.3,0.0,0.0,0.0,,,0.0,0.0,24.71,0.0,30.58,
2022-12-28 03:15:00,2.3,0.12,13.75,0.0,83.4,23.75,,0.0,0.0,0.0,21.38,238.8,55.78,55.84,0.0,,13.97,4.05,,0.5,0.0,14.38,28.5,,6.09,3.77,,13.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,29.97,
2022-12-28 03:30:00,2.8,0.12,13.77,0.0,34.27,21.54,,0.0,117.8,0.0,21.09,238.93,55.78,55.83,0.0,,14.22,4.17,14.14,0.52,0.0,14.39,27.89,,6.11,3.83,,13.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,29.29,18.87
2022-12-28 03:45:00,3.0,0.48,13.78,2.24,-0.9,24.33,23.19,0.0,369.53,0.0,,238.13,55.3,55.35,0.0,0.12,14.42,4.3,13.02,2.0,0.0,14.39,,3.93,6.12,3.43,2.67,13.3,528.1,4.43,0.0,27.08,1.97,0.0,0.0,,0.38,27.51,23.12
2022-12-28 04:00:00,2.65,0.12,13.76,0.0,-0.93,25.0,,0.0,5.33,0.0,,238.83,55.67,55.72,0.0,,14.41,4.3,,0.5,0.0,14.4,,,6.07,3.93,,13.3,5.37,0.0,0.0,,,0.0,0.0,26.2,0.0,28.31,
2022-12-28 04:15:00,2.7,0.12,13.75,0.0,-0.97,25.0,,0.0,2.27,0.0,,239.0,55.69,55.77,0.0,,14.27,4.3,,0.5,0.0,14.39,,,6.11,3.9,,13.3,2.27,0.0,0.0,,,0.0,0.0,,0.0,28.29,
2022-12-28 04:30:00,3.2,0.12,13.74,0.0,18.47,25.0,,0.0,0.0,0.0,16.09,239.0,55.69,55.78,0.0,,14.1,4.41,,0.51,0.0,14.39,22.08,,6.12,3.93,,13.26,0.0,0.0,0.0,,,0.0,0.0,,0.0,28.22,
2022-12-28 04:45:00,3.6,0.12,13.73,0.0,77.93,24.97,,0.0,0.0,0.0,16.25,238.87,55.69,55.78,0.0,,13.94,4.5,,0.51,0.0,14.38,26.12,,6.1,3.8,,13.2,0.0,0.0,0.0,,,0.0,0.0,,0.0,27.97,
2022-12-28 05:00:00,3.6,0.12,13.72,0.0,114.4,24.32,,0.0,3.73,0.0,18.72,238.97,55.69,55.78,0.0,,13.89,4.5,,0.51,0.0,14.36,26.21,,6.11,3.77,,13.2,0.0,0.0,0.0,,,0.0,0.0,24.36,0.0,27.44,
2022-12-28 05:15:00,4.3,0.13,13.73,0.0,98.37,21.83,,0.0,110.53,0.0,20.57,238.93,55.69,55.78,0.0,,14.0,4.66,14.68,0.53,0.0,14.38,25.75,,6.12,3.83,,13.2,0.0,0.0,0.0,,,0.0,0.0,,0.0,26.98,17.96
2022-12-28 05:30:00,4.1,0.53,13.75,2.6,45.8,23.25,21.5,0.0,427.67,0.0,20.18,237.2,55.3,55.37,0.0,1.09,14.21,4.94,13.27,2.24,0.65,14.37,24.91,4.91,6.14,25.9,3.74,13.2,572.13,5.22,0.0,25.4,2.66,0.14,0.0,,0.43,26.01,21.39
2022-12-28 05:45:00,3.6,0.62,13.74,2.82,-0.63,23.87,24.58,0.0,448.9,0.0,,221.27,57.5,57.58,0.0,-2.73,14.36,5.07,13.11,2.8,11.48,14.38,,1.58,6.1,221.3,0.14,13.2,646.53,5.44,0.0,29.55,-0.16,2.54,20.86,,0.5,28.22,24.52
2022-12-28 06:00:00,3.45,0.38,13.74,1.48,-0.63,24.6,24.56,0.0,256.0,0.0,,222.27,57.73,57.81,0.0,-2.49,14.49,5.07,13.1,1.72,10.19,14.37,,1.32,6.06,222.33,0.2,13.2,370.17,2.85,0.0,29.4,-0.02,2.26,0.0,26.18,0.27,29.93,24.63
2022-12-28 06:15:00,3.7,0.11,13.74,0.0,-0.8,25.1,,0.0,4.0,0.0,,225.63,57.75,57.86,0.0,,14.55,5.0,,0.52,8.07,14.37,,,6.33,225.7,,13.2,4.0,0.0,0.0,,,1.82,0.0,,0.0,30.04,
2022-12-28 06:30:00,4.2,0.12,13.74,0.0,-0.73,25.1,,0.0,0.8,0.0,,229.57,57.76,57.83,0.0,,14.52,5.1,,0.57,6.93,14.38,,,6.84,229.63,,13.2,0.93,0.0,0.0,,,1.59,0.0,,0.0,30.0,
2022-12-28 06:45:00,4.8,0.12,13.71,0.0,15.03,25.1,,0.0,0.0,0.0,15.67,232.53,57.75,57.84,0.0,,14.43,5.2,,0.51,6.11,14.36,20.76,,6.87,232.6,,13.2,0.0,0.0,0.0,,,1.42,20.69,,0.0,29.98,
2022-12-28 07:00:00,4.5,0.12,13.71,0.0,64.63,24.95,,0.0,0.0,0.0,15.77,233.3,57.76,57.87,0.0,,14.31,5.07,,0.53,5.49,14.35,26.86,,6.89,233.47,,13.2,0.0,0.0,0.0,,,1.28,0.0,24.49,0.0,29.86,
2022-12-28 07:15:00,4.5,0.12,13.7,0.0,86.77,24.39,,0.0,0.0,0.0,17.3,233.93,57.75,57.86,0.0,,14.25,5.0,,0.53,4.78,14.34,27.73,,7.23,234.0,,13.2,0.0,0.0,0.0,,,1.12,0.0,,0.0,29.66,
2022-12-28 07:30:00,4.15,0.12,13.71,0.0,62.8,23.07,,0.0,0.0,0.0,19.92,234.4,57.75,57.82,0.0,,14.34,5.09,,0.52,4.12,14.36,27.71,,10.57,234.47,,13.2,0.0,0.0,0.0,,,0.97,0.0,,0.0,29.41,
2022-12-28 07:45:00,5.6,0.12,13.71,0.0,-0.9,21.58,,0.0,0.0,0.0,,234.73,57.75,57.84,0.0,,14.53,5.44,,0.52,3.76,14.36,,,40.69,234.83,,13.2,0.0,0.0,0.0,,,0.88,0.0,,0.0,29.21,
