Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2022-09-05 00:00:00,16.95,0.12,14.28,0.0,-0.6,31.8,,0.0,0.0,0.0,,237.97,56.08,56.13,0.0,,19.46,19.19,,0.51,0.0,16.13,,,5.21,4.0,,13.67,0.0,0.0,0.0,,,0.0,0.0,32.57,0.0,33.25,
2022-09-05 00:15:00,17.1,0.12,14.31,0.0,0.3,31.73,,0.0,0.0,0.0,,237.9,56.04,56.1,0.0,,19.53,19.01,,0.53,0.0,16.16,,,5.22,4.0,,13.7,0.0,0.0,0.0,,,0.0,0.0,,0.0,33.24,
2022-09-05 00:30:00,17.0,0.14,14.41,0.0,117.77,31.7,,0.0,0.0,0.0,16.89,237.93,56.03,56.06,0.0,,19.57,18.94,,0.57,0.0,16.73,14.26,,5.22,4.0,,13.75,0.0,0.0,0.0,,,0.0,0.0,,0.0,33.24,
2022-09-05 00:45:00,17.1,0.13,14.45,0.0,121.27,31.67,,0.0,0.0,0.0,15.87,238.0,56.03,56.06,0.0,,19.49,18.9,,0.56,0.0,17.09,14.02,,5.22,4.0,,13.87,0.0,0.0,0.0,,,0.0,0.0,,0.0,33.16,
2022-09-05 01:00:00,16.7,0.12,14.5,0.0,-0.58,31.6,,0.0,0.0,0.0,,237.96,55.98,56.03,0.0,,19.35,18.78,,0.51,0.0,17.18,,,5.22,4.0,,13.9,0.0,0.0,0.0,,,0.0,0.0,32.37,0.0,33.12,
2022-09-05 01:15:00,16.4,0.12,14.5,0.0,-0.87,31.6,,0.0,0.0,0.0,,237.97,55.95,56.02,0.0,,19.3,18.62,,0.51,0.0,17.18,,,5.22,4.0,,13.9,0.0,0.0,0.0,,,0.0,22.07,,0.0,33.1,
2022-09-05 01:30:00,16.55,0.12,14.52,0.0,-0.43,31.5,,0.0,0.0,0.0,,237.9,55.96,56.0,0.0,,19.32,18.42,,0.52,0.0,17.18,,,5.24,4.0,,13.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,33.06,
2022-09-05 01:45:00,16.7,0.12,14.56,0.0,-0.57,31.5,,0.0,0.0,0.0,,238.0,55.95,56.0,0.0,,19.37,18.25,,0.51,0.0,17.21,,,5.25,4.0,,13.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,33.01,
2022-09-05 02:00:00,16.55,0.12,14.54,0.0,-0.63,31.44,,0.0,0.0,0.0,,237.93,55.96,55.97,0.0,,19.42,18.13,,0.52,0.0,17.21,,,5.24,4.0,,13.9,0.0,0.0,0.0,,,0.0,0.0,32.22,0.0,33.01,
2022-09-05 02:15:00,16.7,0.12,14.55,0.0,-0.57,31.4,,0.0,0.0,0.0,,237.9,55.95,55.97,0.0,,19.48,18.1,,0.53,0.0,17.17,,,5.25,4.0,,14.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.96,
2022-09-05 02:30:00,16.45,0.14,14.7,0.0,78.67,31.34,,0.0,0.0,0.0,17.59,237.9,55.93,55.95,0.0,,19.51,18.05,,0.57,0.0,17.54,14.61,,5.25,4.0,,14.06,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.96,
2022-09-05 02:45:00,16.4,0.13,14.86,0.0,74.17,31.3,,0.0,0.0,0.0,16.63,237.87,55.86,55.94,0.0,,19.44,18.0,,0.57,0.0,17.74,14.4,,5.26,4.0,,14.23,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.9,
2022-09-05 03:00:00,16.4,0.12,14.94,0.0,-0.7,31.25,,0.0,0.0,0.0,,237.97,55.86,55.94,0.0,,19.32,17.92,,0.52,0.0,17.8,,,5.26,4.0,,14.3,0.0,0.0,0.0,,,0.0,0.0,31.99,0.0,32.88,
2022-09-05 03:15:00,16.0,0.12,14.95,0.0,-1.0,31.19,,0.0,0.0,0.0,,238.0,55.86,55.94,0.0,,19.27,17.75,,0.5,0.0,17.76,,,5.26,4.0,,14.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.86,
2022-09-05 03:30:00,16.05,0.12,14.96,0.0,-0.7,31.1,,0.0,0.0,0.0,,237.87,55.86,55.94,0.0,,19.27,17.58,,0.53,0.0,17.76,,,5.27,4.0,,14.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.8,
2022-09-05 03:45:00,15.9,0.12,14.96,0.0,-0.77,31.09,,0.0,0.0,0.0,,237.97,55.87,55.91,0.0,,19.3,17.37,,0.52,0.0,17.76,,,5.27,4.0,,14.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.75,
2022-09-05 04:00:00,16.4,0.12,14.99,0.0,-0.57,31.0,,0.0,0.0,0.0,,237.9,55.86,55.91,0.0,,19.34,17.27,,0.53,0.0,17.78,,,5.29,4.0,,14.3,0.0,0.0,0.0,,,0.0,0.0,31.83,0.0,32.71,
2022-09-05 04:15:00,16.1,0.12,15.02,0.0,-0.97,30.99,,0.0,0.0,0.0,,237.97,55.87,55.91,0.0,,19.37,17.15,,0.52,0.0,17.78,,,5.29,4.0,,14.37,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.7,
2022-09-05 04:30:00,16.25,0.12,15.04,0.0,-0.6,30.9,,0.0,0.0,0.0,,237.9,55.87,55.9,0.0,,19.4,17.03,,0.54,0.0,17.78,,,5.29,4.0,,14.4,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.7,
2022-09-05 04:45:00,16.0,0.13,15.11,0.0,21.07,30.88,,0.0,0.0,0.0,18.51,237.93,55.86,55.9,0.0,,19.41,17.0,,0.54,0.0,17.91,15.22,,5.3,4.0,,14.46,0.0,0.0,0.0,,,0.0,0.0,,0.0,32.69,
2022-09-05 05:00:00,15.95,0.13,15.29,0.0,94.1,30.8,,0.0,0.0,0.0,17.27,237.93,55.87,55.88,0.0,,19.38,16.94,,0.55,0.0,18.13,14.69,,5.29,4.0,,14.68,0.0,0.0,0.0,,,0.0,0.0,31.63,0.0,32.6,
