Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2022-09-24 00:00:00,12.35,0.12,18.31,0.0,-1.0,21.9,,0.0,0.0,0.0,,238.0,56.55,56.58,0.0,,20.85,13.9,,0.51,0.0,19.05,,,5.29,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,22.67,0.0,22.95,
2022-09-24 00:15:00,12.4,0.12,18.31,0.0,-0.73,21.87,,0.0,0.0,0.0,,237.97,56.55,56.56,0.0,,20.7,13.9,,0.5,0.0,19.02,,,5.27,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.92,
2022-09-24 00:30:00,12.8,0.12,18.3,0.0,0.63,21.8,,0.0,0.0,0.0,,237.9,56.53,56.56,0.0,,20.55,13.95,,0.54,0.0,19.01,,,5.29,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.9,
2022-09-24 00:45:00,12.7,0.13,18.31,0.0,102.57,21.74,,0.0,15.03,0.0,21.19,237.87,56.48,56.56,0.0,,20.41,14.0,24.62,0.56,0.0,19.04,22.01,,5.28,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.9,21.22
2022-09-24 01:00:00,12.5,0.14,18.24,0.0,198.62,21.29,,0.0,23.31,0.0,21.24,237.96,56.47,56.56,0.0,,20.28,14.0,25.06,0.58,0.0,18.92,22.15,,5.3,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,21.91,0.0,22.83,20.78
2022-09-24 01:15:00,12.7,0.14,18.24,0.0,220.8,20.94,,0.0,25.5,0.0,21.39,237.9,56.47,56.55,0.0,,20.23,13.95,24.9,0.58,0.0,18.95,22.1,,5.27,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.77,21.06
2022-09-24 01:30:00,12.7,0.14,18.25,0.0,231.63,20.9,,0.0,27.97,0.0,21.53,238.0,56.47,56.55,0.0,,20.2,13.77,24.87,0.6,0.0,18.94,22.0,,5.26,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.67,21.16
2022-09-24 01:45:00,12.2,0.14,18.25,0.0,274.0,20.9,,0.0,28.17,0.0,21.46,237.97,56.47,56.54,0.0,,20.18,13.54,24.87,0.59,0.0,18.94,21.8,,5.26,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.36,21.12
2022-09-24 02:00:00,12.05,0.14,18.25,0.0,281.6,20.9,,0.0,30.33,0.0,21.25,237.97,56.47,56.54,0.0,,20.13,13.4,24.87,0.6,0.0,18.92,21.51,,5.29,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,21.7,0.0,21.97,20.98
2022-09-24 02:15:00,11.9,0.14,18.26,0.0,275.4,20.87,,0.0,35.07,0.0,21.09,237.93,56.47,56.53,0.0,,20.07,13.31,24.85,0.6,0.0,18.96,21.34,,5.28,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,21.9,20.82
2022-09-24 02:30:00,11.5,0.14,18.25,0.0,309.67,20.75,,0.0,34.57,0.0,20.96,237.83,56.47,56.53,0.0,,20.01,13.24,24.83,0.6,0.0,18.94,21.25,,5.28,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,21.88,20.71
2022-09-24 02:45:00,11.3,0.14,18.25,0.0,331.27,20.65,,0.0,33.4,0.0,20.88,237.97,56.47,56.53,0.0,,19.92,13.2,24.82,0.6,0.0,18.94,21.17,,5.3,4.0,,17.9,0.0,0.0,0.0,,,0.0,0.0,,0.0,21.79,20.64
