Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2023-04-19 00:00:00,7.75,0.59,17.77,3.05,328.17,20.95,22.96,0.0,492.63,0.0,23.67,237.93,55.34,55.39,0.0,-0.35,18.41,9.51,14.45,2.51,0.0,18.99,26.63,4.16,5.94,3.1,2.76,17.3,661.47,6.1,0.0,27.91,0.65,0.0,0.0,23.13,0.5,26.69,22.69
2023-04-19 00:15:00,7.8,0.61,17.75,3.11,296.53,21.14,23.86,0.0,506.67,0.0,25.16,237.9,55.32,55.36,0.0,0.53,18.46,9.43,15.07,2.56,0.0,19.0,28.24,4.94,6.02,3.13,3.73,17.3,669.03,6.12,0.0,28.92,1.45,0.0,0.0,,0.5,28.13,23.6
2023-04-19 00:30:00,7.8,0.61,17.74,3.14,265.93,21.8,23.94,0.0,520.5,0.0,25.89,237.93,55.3,55.34,0.0,0.8,18.68,9.69,15.06,2.56,0.0,18.98,29.02,5.26,6.03,3.1,4.01,17.3,671.37,6.15,0.0,28.97,1.77,0.0,0.0,,0.5,28.97,23.66
2023-04-19 00:45:00,7.7,0.43,17.74,1.97,204.4,24.42,24.41,0.0,341.47,0.0,26.11,238.27,55.42,55.47,0.0,1.02,19.0,9.88,15.19,1.8,0.0,18.98,28.99,5.16,6.0,3.2,4.09,17.3,432.23,3.88,0.0,28.67,2.16,0.0,0.0,,0.32,29.26,24.32
2023-04-19 01:00:00,7.6,0.13,17.75,0.0,174.62,24.47,,0.0,16.12,0.0,25.77,238.96,55.75,55.79,0.0,,19.29,9.92,13.52,0.55,0.0,18.98,28.42,,6.03,3.35,,17.3,4.0,0.0,0.0,,,0.0,0.0,25.17,0.0,29.03,25.18
2023-04-19 01:15:00,7.8,0.12,17.74,0.0,69.3,24.1,,0.0,8.83,0.0,25.25,238.83,55.78,55.82,0.0,,19.49,10.3,,0.51,0.0,18.97,27.8,,6.08,3.77,,17.3,1.2,0.0,0.0,,,0.0,0.0,,0.0,28.86,
2023-04-19 01:30:00,7.9,0.12,17.75,0.0,-1.04,24.1,,0.0,4.0,0.0,,238.73,55.78,55.84,0.0,,19.63,10.79,,0.51,0.0,18.98,,,6.11,3.42,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,28.77,
2023-04-19 01:45:00,8.1,0.12,17.75,0.0,-0.87,24.1,,0.0,0.53,0.0,,238.97,55.78,55.84,0.0,,19.62,11.09,,0.51,0.0,18.99,,,6.11,3.63,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,28.74,
2023-04-19 02:00:00,8.2,0.12,17.72,0.0,-0.87,24.1,,0.0,0.0,0.0,,238.93,55.79,55.84,0.0,,19.54,11.27,,0.51,0.0,18.98,,,6.11,3.7,,17.3,0.0,0.0,0.0,,,0.0,0.0,24.83,0.0,28.73,
2023-04-19 02:15:00,8.4,0.12,17.72,0.0,51.13,24.09,,0.0,0.0,0.0,21.15,238.93,55.78,55.84,0.0,,19.41,11.32,,0.52,0.0,18.99,25.87,,6.12,3.5,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,28.67,
2023-04-19 02:30:00,8.45,0.12,17.7,0.0,112.93,23.93,,0.0,10.23,0.0,22.59,238.77,55.78,55.84,0.0,,19.3,11.4,12.04,0.54,0.0,18.98,27.26,,6.15,3.57,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,28.43,21.68
2023-04-19 02:45:00,8.4,0.12,17.69,0.0,126.1,23.42,,0.0,12.6,0.0,24.14,238.7,55.78,55.83,0.0,,19.31,11.49,10.73,0.53,0.0,18.95,27.11,,6.14,3.43,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,28.03,22.39
2023-04-19 03:00:00,8.2,0.12,17.69,0.0,122.4,22.76,,0.0,14.07,0.0,24.31,238.63,55.79,55.83,0.0,,19.4,11.5,10.54,0.52,0.0,18.96,26.69,,6.12,3.72,,17.3,0.0,0.0,0.0,,,0.0,0.0,23.67,0.0,27.45,22.89
2023-04-19 03:15:00,8.1,0.12,17.7,0.0,72.3,22.7,,0.0,10.33,0.0,23.91,238.83,55.78,55.83,0.0,,19.52,11.5,10.67,0.52,0.0,18.97,26.14,,6.11,3.57,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,26.81,22.59
2023-04-19 03:30:00,8.4,0.12,17.7,0.0,43.93,22.7,,0.0,4.8,0.0,22.9,239.0,55.78,55.82,0.0,,19.58,11.5,,0.52,0.0,18.97,25.77,,6.12,3.83,,17.3,0.0,0.0,0.0,,,0.0,0.0,,0.0,26.37,
