Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2023-04-23 00:00:00,13.85,0.12,18.66,0.0,-0.73,21.2,,0.0,0.0,0.0,,239.0,56.47,56.5,0.0,,20.91,14.27,,0.51,0.0,19.59,,,6.11,3.23,,18.1,0.0,0.0,0.0,,,0.0,0.0,22.2,0.0,22.89,
2023-04-23 00:15:00,14.1,0.12,18.66,0.0,-0.57,21.2,,0.0,0.0,0.0,,238.9,56.47,56.5,0.0,,20.74,14.2,,0.51,0.0,19.59,,,6.09,3.07,,18.1,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.89,
2023-04-23 00:30:00,14.5,0.12,18.65,0.0,-0.73,21.2,,0.0,0.0,0.0,,238.97,56.45,56.5,0.0,,20.58,14.2,,0.51,0.0,19.58,,,6.13,3.07,,18.1,0.0,0.0,0.0,,,0.0,15.27,,0.0,22.89,
2023-04-23 00:45:00,14.2,0.12,18.64,0.0,-0.83,21.2,,0.0,0.0,0.0,,238.97,56.38,56.47,0.0,,20.43,14.12,,0.51,0.0,19.59,,,6.15,3.23,,18.1,0.0,0.0,0.0,,,0.0,15.72,,0.0,22.89,
2023-04-23 01:00:00,13.7,0.12,18.63,0.0,-0.35,21.2,,0.0,0.0,0.0,,238.96,56.38,56.47,0.0,,20.28,13.54,,0.51,0.0,19.6,,,6.15,3.15,,18.1,0.0,0.0,0.0,,,0.0,0.0,22.08,0.0,22.88,
2023-04-23 01:15:00,13.3,0.12,18.63,0.0,15.1,21.2,,0.0,0.0,0.0,20.92,238.97,56.38,56.47,0.0,,20.15,13.1,,0.51,0.0,19.58,21.13,,6.18,3.13,,18.1,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.85,
2023-04-23 01:30:00,12.95,0.12,18.61,0.0,93.1,21.14,,0.0,9.83,0.0,20.59,239.0,56.38,56.47,0.0,,19.97,12.74,,0.53,0.0,19.53,21.88,,6.18,3.07,,18.1,0.0,0.0,0.0,,,0.0,16.21,,0.0,22.78,
2023-04-23 01:45:00,12.6,0.12,18.61,0.0,144.5,20.86,,0.0,18.23,0.0,20.99,238.87,56.38,56.46,0.0,,19.81,12.53,11.47,0.52,0.0,19.51,21.94,,6.13,3.17,,18.1,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.67,20.36
2023-04-23 02:00:00,12.3,0.13,18.59,0.0,192.37,20.55,,0.0,18.0,0.0,21.09,238.67,56.38,56.45,0.0,,19.7,12.5,10.5,0.53,0.0,19.51,21.85,,6.11,3.27,,18.1,0.0,0.0,0.0,,,0.0,15.0,21.54,0.0,22.5,20.67
2023-04-23 02:15:00,12.0,0.13,18.6,0.0,214.27,20.5,,0.0,21.73,0.0,21.07,238.67,56.38,56.44,0.0,,19.62,12.48,10.37,0.54,0.0,19.51,21.68,,6.11,3.23,,18.1,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.36,20.78
2023-04-23 02:30:00,11.75,0.13,18.6,0.0,232.43,20.5,,0.0,23.67,0.0,20.98,238.83,56.38,56.44,0.0,,19.56,12.4,10.4,0.55,0.0,19.52,21.5,,6.11,3.37,,18.1,0.0,0.0,0.0,,,0.0,0.0,,0.0,22.15,20.72
