;wetterstation_exp15;P_Inv_out_exp15;T_1_exp15;HP_Pel_exp15;HM4_VF_exp15;Hot_Tank_exp15;WP_senke_ein_exp15;Pyra1_exp15;HM10_VF_exp15;SCC_Cur_in_exp15;HM4_RET_exp15;U_grid_exp15;U_bat_exp15;SCC_vol_out_exp15;P_PV_exp15;HM1_RET_exp15;Zone_exp15;T_amb_exp15;HM10_RET_exp15;Inv_Cur_Out;PV_Pel_exp15;Inv_Cur_In;T_4_exp15;HM4_SUP_exp15;WP_Quelle_ein_exp15;U_PV_exp15;Inv_Volt_In_exp15;HM1_SUP_exp15;Cold_Tank_exp15;HM1_VF_exp15;COP_exp15;PV_Cur_exp15;WP_senke_aus_exp15;WP_Quelle_aus_exp15;P_Inv_loading_exp15;Pyra2_exp15;T_2_exp15;Pel_exp15;T_3_exp15;HM10_SUP_exp15
2022/11/18 02:15:00;9.10;0.20;15.03;0.30;511.23;22.60;24.53;0.00;106.87;0.00;24.60;238.43;55.74;55.79;0.00;3.54;19.33;9.73;22.51;0.85;0.00;0.00;15.19;25.32;5.99;6.20;4.00;6.33;14.30;97.17;0.61;0.00;25.70;4.04;0.00;0.00;;0.05;24.15;24.38
2022/11/18 02:30:00;9.30;0.15;15.04;0.00;518.43;22.93;-99.00;0.00;47.97;0.00;23.13;238.43;55.86;55.88;0.00;-99.00;19.38;9.70;22.29;0.65;0.00;0.00;15.21;23.62;-99.00;6.23;4.00;-99.00;14.30;3.07;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.89;22.86
2022/11/18 02:45:00;9.50;0.15;15.02;0.00;485.17;22.64;-99.00;0.00;47.23;0.00;22.76;238.57;55.86;55.88;0.00;-99.00;19.40;9.80;22.20;0.66;0.00;0.00;15.20;23.34;-99.00;6.19;4.00;-99.00;14.30;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.80;22.49
2022/11/18 03:00:00;9.80;0.16;15.03;0.00;495.23;22.41;-99.00;0.00;158.73;0.00;22.56;238.57;55.87;55.88;0.00;-99.00;19.40;9.90;22.20;0.67;0.00;0.00;15.21;23.17;-99.00;6.20;4.00;-99.00;14.30;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;23.00;0.00;23.71;22.31
2022/11/18 03:15:00;9.60;0.15;15.05;0.00;482.90;22.22;-99.00;0.00;49.10;0.00;22.38;238.40;55.86;55.88;0.00;-99.00;19.39;9.84;22.20;0.65;0.00;0.00;15.23;22.94;-99.00;6.20;4.00;-99.00;14.30;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.52;22.11
2022/11/18 03:30:00;9.40;0.15;15.04;0.00;521.33;22.01;-99.00;0.00;50.90;0.00;22.17;238.47;55.86;55.88;0.00;-99.00;19.36;9.61;22.21;0.66;0.00;0.00;15.22;22.65;-99.00;6.20;4.00;-99.00;14.30;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.24;21.88
2022/11/18 03:45:00;9.50;0.16;15.07;0.00;535.73;21.79;-99.00;0.00;108.03;0.00;21.96;238.67;55.86;55.87;0.00;-99.00;19.30;9.56;22.19;0.67;0.00;0.00;15.28;22.41;-99.00;6.20;4.00;-99.00;14.33;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.02;21.69
2022/11/18 04:00:00;9.15;0.51;15.06;2.62;558.53;21.61;22.30;0.00;489.40;0.00;22.26;238.03;55.47;55.52;0.00;6.35;19.22;9.49;21.65;2.16;0.00;0.00;15.25;23.66;9.70;6.20;4.00;8.95;14.40;552.33;5.33;0.00;25.84;6.82;0.00;0.00;23.06;0.40;23.27;22.01
2022/11/18 04:15:00;9.00;0.33;15.07;1.19;583.17;21.93;24.49;0.00;234.27;0.00;24.58;238.33;55.58;55.61;0.00;2.37;19.14;9.23;22.29;1.38;0.00;0.00;15.23;25.82;5.84;6.17;4.00;5.28;14.40;285.43;2.48;0.00;27.23;3.24;0.00;0.00;;0.19;23.50;24.35
2022/11/18 04:30:00;8.85;0.16;15.09;0.00;566.47;22.57;-99.00;0.00;52.97;0.00;22.98;238.73;55.78;55.81;0.00;-99.00;19.17;9.10;22.26;0.65;0.00;0.00;15.28;23.37;-99.00;6.19;4.00;-99.00;14.40;4.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.45;22.75
2022/11/18 04:45:00;9.20;0.16;15.07;0.00;540.80;22.39;-99.00;0.00;54.10;0.00;22.50;238.50;55.78;55.82;0.00;-99.00;19.18;9.21;22.17;0.66;0.00;0.00;15.27;23.03;-99.00;6.21;4.00;-99.00;14.40;0.27;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.43;22.22
2022/11/18 05:00:00;9.10;0.31;15.09;1.12;581.70;22.14;22.37;0.00;341.30;0.00;22.32;238.30;55.67;55.70;0.00;9.10;19.15;9.36;21.86;1.29;0.00;0.00;15.28;23.06;11.26;6.23;4.00;12.15;14.40;233.63;1.97;0.00;23.51;10.10;0.00;0.00;23.41;0.16;23.47;22.09
2022/11/18 05:15:00;9.00;0.47;15.09;2.33;584.83;22.09;24.04;0.00;395.60;0.00;24.25;238.13;55.43;55.45;0.00;2.36;19.11;9.40;21.95;1.97;0.00;0.00;15.27;26.32;6.68;6.23;4.00;5.42;14.40;518.73;4.76;0.00;28.27;3.34;0.00;0.00;;0.37;24.20;23.97
2022/11/18 05:30:00;9.05;0.16;15.09;0.00;562.77;22.85;-99.00;0.00;55.03;0.00;23.79;238.60;55.75;55.77;0.00;-99.00;19.17;9.40;22.42;0.67;0.00;0.00;15.30;24.04;-99.00;6.29;4.00;-99.00;14.40;4.30;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.83;23.58
2022/11/18 05:45:00;8.80;0.15;15.09;0.00;562.80;22.80;-99.00;0.00;53.43;0.00;22.94;238.60;55.78;55.81;0.00;-99.00;19.24;9.47;22.20;0.66;0.00;0.00;15.30;23.45;-99.00;6.35;4.00;-99.00;14.40;1.60;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.82;22.66
2022/11/18 06:00:00;8.75;0.15;15.10;0.00;558.57;22.51;-99.00;0.00;53.10;0.00;22.66;238.57;55.78;55.81;0.00;-99.00;19.26;9.40;22.15;0.66;0.00;0.00;15.30;23.26;-99.00;6.33;4.00;-99.00;14.40;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;23.54;0.00;23.74;22.40
2022/11/18 06:15:00;8.60;0.45;15.10;2.18;584.67;22.32;22.81;0.00;501.00;0.00;22.77;238.10;55.52;55.53;0.00;6.73;19.24;9.25;21.76;1.90;0.00;0.00;15.29;24.03;9.91;6.59;4.00;9.72;14.40;436.77;4.17;0.00;25.58;7.44;0.00;0.00;;0.32;23.89;22.51
2022/11/18 06:30:00;8.50;0.35;15.10;1.32;584.30;22.52;24.76;0.00;244.80;0.00;24.94;238.33;55.49;55.53;0.00;2.01;19.20;8.95;22.27;1.44;0.00;0.00;15.31;26.40;5.57;6.97;4.00;4.95;14.40;311.20;2.65;0.00;27.79;2.87;0.00;0.00;;0.22;24.19;24.68
2022/11/18 06:45:00;8.40;0.16;15.11;0.00;540.13;23.09;-99.00;0.00;53.37;0.00;23.52;238.63;55.70;55.76;0.00;-99.00;19.23;8.80;22.24;0.66;0.00;0.00;15.33;23.93;-99.00;7.10;4.00;-99.00;14.40;4.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.99;23.26
2022/11/18 07:00:00;8.20;0.16;15.13;0.00;537.07;22.87;-99.00;0.00;53.27;0.00;22.99;238.60;55.78;55.78;0.00;-99.00;19.26;8.96;22.13;0.66;0.00;0.00;15.38;23.57;-99.00;10.12;4.00;-99.00;14.40;0.40;0.00;0.00;-99.00;-99.00;0.00;0.00;23.41;0.00;24.00;22.73
2022/11/18 07:15:00;8.20;0.16;15.14;0.00;572.10;22.60;-99.00;0.00;189.87;0.00;22.77;238.73;55.77;55.81;0.00;-99.00;19.24;9.09;22.11;0.68;0.00;0.00;15.37;23.39;-99.00;48.82;4.00;-99.00;14.40;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.90;22.51
2022/11/18 07:30:00;8.20;0.16;15.12;0.00;585.37;22.41;-99.00;0.00;54.63;0.00;22.57;238.50;55.78;55.83;0.00;-99.00;19.20;9.19;22.13;0.66;0.00;0.00;15.35;23.12;-99.00;83.52;4.00;-99.00;14.42;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.69;22.28
2022/11/18 07:45:00;8.30;0.16;15.13;0.00;601.53;22.18;-99.00;0.00;57.17;0.00;22.32;238.63;55.78;55.84;0.00;-99.00;19.16;9.37;22.13;0.66;0.00;0.00;15.35;22.85;-99.00;100.14;4.00;-99.00;14.50;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.41;22.05
2022/11/18 08:00:00;8.30;0.16;15.13;0.00;606.50;21.93;-99.00;0.00;57.27;0.00;22.10;238.50;55.78;55.83;0.00;-99.00;19.11;9.40;22.12;0.66;0.00;0.00;15.37;22.58;-99.00;107.12;4.00;-99.00;14.50;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;22.94;0.00;23.13;21.82
2022/11/18 08:15:00;8.40;0.44;15.14;1.99;615.83;21.73;22.15;0.69;453.80;0.01;22.06;235.43;55.80;55.87;0.00;8.41;19.06;9.40;21.73;1.88;0.00;2.12;15.36;23.11;11.37;112.22;56.03;11.30;14.50;416.10;3.97;0.01;24.72;9.11;0.48;1.79;;0.30;23.12;21.84
2022/11/18 08:30:00;8.80;0.41;15.12;1.67;610.17;21.89;24.35;2.41;299.13;0.02;24.46;224.97;57.42;57.51;0.00;2.02;19.03;9.23;22.13;1.81;0.00;10.22;15.32;25.96;5.97;109.57;225.03;5.01;14.50;390.50;3.35;0.02;27.70;2.98;2.30;3.13;;0.27;23.53;24.23
2022/11/18 08:45:00;9.10;0.15;15.15;0.00;606.10;22.59;-99.00;0.34;57.07;0.01;23.18;226.90;57.63;57.71;0.00;-99.00;19.18;9.10;22.26;0.66;0.00;8.84;15.35;23.51;-99.00;116.10;226.93;-99.00;14.50;4.00;0.00;0.00;-99.00;-99.00;2.01;7.31;;0.00;23.46;22.94
2022/11/18 09:00:00;9.05;0.15;15.15;0.00;607.37;22.49;-99.00;19.93;56.80;0.10;22.62;226.90;57.75;57.83;0.01;-99.00;19.33;9.10;22.18;0.67;0.01;8.77;15.38;23.13;-99.00;101.36;226.83;-99.00;14.50;0.93;0.00;0.09;-99.00;-99.00;1.99;37.27;23.30;0.00;23.48;22.34
2022/11/18 09:15:00;9.10;0.19;15.19;0.16;608.13;22.25;22.40;24.80;178.83;0.22;22.42;227.83;57.76;57.87;0.01;10.65;19.43;9.10;22.16;0.83;0.01;8.19;15.39;22.92;12.18;86.66;227.90;14.27;14.50;23.97;0.26;0.17;22.46;11.71;1.87;28.73;;0.02;23.40;22.15
2022/11/18 09:30:00;9.05;0.62;15.18;3.06;608.70;22.11;23.39;71.33;518.60;0.76;23.41;226.20;57.75;57.87;0.04;3.03;19.48;9.10;21.66;2.76;0.04;9.28;15.37;25.29;7.33;83.81;226.37;5.96;14.50;673.90;6.27;0.55;28.04;3.80;2.10;61.33;;0.48;23.94;23.16
2022/11/18 09:45:00;9.20;0.15;15.19;0.00;603.73;22.72;-99.00;55.00;57.70;0.69;24.24;231.13;57.75;57.88;0.04;-99.00;19.56;9.10;22.62;0.67;0.04;6.06;15.41;24.61;-99.00;73.86;231.37;-99.00;14.50;7.90;0.00;0.54;-99.00;-99.00;1.40;58.33;;0.00;23.81;24.00
2022/11/18 10:00:00;9.50;0.15;15.23;0.00;570.87;22.86;-99.00;48.80;53.80;0.64;23.01;231.77;57.75;57.88;0.04;15.68;19.67;9.18;22.25;0.67;0.04;5.30;15.41;23.38;-99.00;74.96;231.97;10.08;14.50;17.33;0.00;0.47;-99.00;-99.00;1.23;52.40;23.38;0.00;23.77;22.73
2022/11/18 10:15:00;9.60;0.15;15.22;0.00;545.73;22.54;-99.00;66.67;52.80;0.84;22.64;233.07;57.76;57.88;0.05;-99.00;19.74;9.35;22.23;0.66;0.05;4.47;15.44;23.16;-99.00;79.21;233.47;-99.00;14.60;4.00;0.00;0.61;-99.00;-99.00;1.04;73.20;;0.00;23.69;22.34
2022/11/18 10:30:00;9.65;0.27;15.25;0.70;543.43;22.34;22.49;78.67;308.80;1.09;22.52;233.33;57.75;57.91;0.06;16.65;19.77;9.55;22.04;1.17;0.06;4.30;15.43;23.06;13.11;107.46;233.47;11.40;14.60;167.07;1.31;0.60;23.00;12.59;1.01;86.40;;0.10;23.58;22.22
2022/11/18 10:45:00;9.70;0.54;15.23;2.73;517.90;22.23;23.62;96.64;449.67;1.36;23.84;232.50;57.75;57.90;0.08;3.33;19.77;9.74;21.85;2.33;0.08;4.95;15.44;26.14;7.74;111.04;232.93;6.42;14.60;585.67;5.58;0.72;28.43;4.25;1.15;116.62;;0.42;25.06;23.42
2022/11/18 11:00:00;9.75;0.16;15.28;0.00;509.77;22.94;-99.00;150.90;48.53;1.43;24.39;236.13;57.75;57.87;0.08;-99.00;19.84;9.89;22.61;0.67;0.08;2.57;15.46;24.64;-99.00;85.56;236.57;-99.00;14.60;4.97;0.00;0.98;-99.00;-99.00;0.61;132.87;23.78;0.00;24.16;24.21
2022/11/18 11:15:00;10.10;0.15;15.30;0.00;459.37;23.07;-99.00;161.86;46.67;1.82;23.21;238.30;57.42;57.52;0.10;-99.00;19.98;10.16;22.30;0.65;0.11;0.67;15.49;23.69;-99.00;75.90;73.87;-99.00;14.60;2.00;0.00;1.39;-99.00;-99.00;0.16;151.45;;0.00;24.00;22.95
2022/11/18 11:30:00;10.25;0.16;15.33;0.00;413.70;22.82;-99.00;159.00;43.63;1.87;22.92;238.80;57.04;57.16;0.11;-99.00;20.09;10.55;22.28;0.64;0.11;0.00;15.48;23.47;-99.00;74.34;4.00;-99.00;14.60;0.00;0.00;1.44;-99.00;-99.00;0.00;153.57;;0.00;23.99;22.64
2022/11/18 11:45:00;10.40;0.15;15.35;0.00;431.03;22.61;-99.00;95.20;181.07;1.34;22.78;238.97;56.90;57.02;0.08;-99.00;20.17;10.95;22.29;0.65;0.08;0.00;15.50;23.34;-99.00;93.97;4.00;-99.00;14.60;0.00;0.00;0.86;-99.00;-99.00;0.00;108.00;;0.00;23.92;22.53
2022/11/18 12:00:00;10.40;0.15;15.38;0.00;410.53;22.47;-99.00;70.62;40.20;1.17;22.67;238.83;56.85;56.97;0.07;-99.00;20.23;11.05;22.31;0.64;0.07;0.00;15.50;23.15;-99.00;109.26;4.00;-99.00;14.60;0.00;0.00;0.61;-99.00;-99.00;0.00;88.28;23.08;0.00;23.79;22.36
2022/11/18 12:15:00;10.20;0.15;15.40;0.00;401.77;22.29;-99.00;52.07;38.90;0.70;22.46;238.87;56.77;56.89;0.04;-99.00;20.26;11.29;22.31;0.65;0.04;0.00;15.52;22.91;-99.00;76.78;4.00;-99.00;14.70;0.00;0.00;0.51;-99.00;-99.00;0.00;60.07;;0.00;23.51;22.13
2022/11/18 12:30:00;9.95;0.16;15.39;0.00;383.53;22.11;-99.00;110.53;164.73;1.24;22.30;238.90;56.76;56.88;0.07;-99.00;20.26;11.28;22.30;0.68;0.07;0.00;15.55;22.69;-99.00;75.87;4.00;-99.00;14.70;0.00;0.00;0.94;-99.00;-99.00;0.00;98.28;;0.00;23.34;21.97
2022/11/18 12:45:00;10.60;0.18;15.41;0.28;379.10;21.96;22.06;48.67;62.53;0.76;22.08;238.73;56.72;56.81;0.04;16.08;20.23;11.13;22.26;0.77;0.04;0.00;15.56;22.49;16.76;89.00;4.00;18.28;14.70;48.17;0.46;0.47;22.24;16.35;0.00;54.80;;0.03;23.13;21.76
2022/11/18 13:00:00;10.20;0.58;15.40;3.34;398.60;21.80;22.69;400.07;545.23;1.16;22.69;237.93;56.30;56.41;0.07;4.92;20.16;10.45;21.78;2.48;0.07;0.00;15.53;24.57;9.30;114.44;4.00;8.12;14.70;697.97;6.88;0.62;27.74;5.61;0.00;226.13;23.33;0.50;24.73;22.37
2022/11/18 13:15:00;10.20;0.16;15.41;0.12;389.20;22.23;24.49;465.53;73.03;2.79;24.92;238.83;56.63;56.75;0.16;7.55;20.15;11.20;22.56;0.68;0.17;0.00;15.55;26.27;10.45;82.69;4.00;10.62;14.70;54.57;0.23;1.98;25.44;8.40;0.00;249.73;;0.02;24.96;24.55
2022/11/18 13:30:00;10.85;0.15;15.46;0.00;378.07;22.84;-99.00;314.00;37.93;2.98;23.46;238.93;56.73;56.84;0.17;-99.00;20.39;12.08;22.38;0.62;0.17;0.00;15.58;23.65;-99.00;72.13;4.00;-99.00;14.70;2.93;0.00;2.46;-99.00;-99.00;0.00;210.07;;0.00;23.73;23.22
2022/11/18 13:45:00;10.80;0.14;15.50;0.00;287.97;22.78;-99.00;82.73;33.87;1.02;22.89;238.87;56.66;56.77;0.06;-99.00;20.67;12.23;22.42;0.61;0.06;0.00;15.59;23.26;-99.00;71.82;4.00;-99.00;14.78;0.00;0.00;0.80;-99.00;-99.00;0.00;75.20;;0.00;23.70;22.66
2022/11/18 14:00:00;10.70;0.15;15.53;0.00;193.90;22.61;-99.00;181.03;153.67;1.75;22.71;238.90;56.68;56.79;0.10;-99.00;20.83;11.57;22.43;0.63;0.10;0.00;15.61;23.14;-99.00;74.02;4.00;-99.00;14.80;0.00;0.00;1.37;-99.00;-99.00;0.00;114.00;23.25;0.00;23.84;22.50
2022/11/18 14:15:00;10.40;0.14;15.52;0.00;166.03;22.48;-99.00;564.27;21.60;4.40;22.61;238.90;56.82;56.96;0.25;-99.00;20.88;11.97;22.42;0.58;0.25;0.00;15.61;23.14;-99.00;65.01;4.00;-99.00;14.80;0.00;0.00;3.83;-99.00;-99.00;0.00;289.53;;0.00;23.87;22.27
2022/11/18 14:30:00;10.60;0.14;15.53;0.00;123.87;22.29;-99.00;476.07;16.43;3.89;22.50;238.67;56.89;57.01;0.22;-99.00;20.96;13.90;22.41;0.60;0.23;0.00;15.62;23.01;-99.00;64.62;4.00;-99.00;14.80;0.00;0.00;3.52;-99.00;-99.00;0.00;247.07;;0.00;23.71;22.09
2022/11/18 14:45:00;11.00;0.14;15.56;0.00;79.23;22.20;-99.00;241.27;13.60;2.01;22.40;238.83;56.85;56.95;0.11;-99.00;21.13;15.06;22.43;0.57;0.12;0.00;15.65;22.89;-99.00;69.96;4.00;-99.00;14.80;0.00;0.00;1.72;-99.00;-99.00;0.00;132.07;;0.00;23.63;21.89
2022/11/18 15:00:00;10.95;0.12;15.58;0.00;-0.13;22.20;-99.00;76.40;4.23;0.80;-99.00;238.87;56.73;56.85;0.05;-99.00;21.32;14.67;-99.00;0.52;0.05;0.00;15.68;-99.00;-99.00;74.77;4.00;-99.00;14.81;0.00;0.00;0.61;-99.00;-99.00;0.00;55.67;23.00;0.00;23.59;-99.00
2022/11/18 15:15:00;10.60;0.12;15.60;0.00;-0.90;22.20;-99.00;70.48;1.47;0.87;-99.00;238.80;56.72;56.82;0.05;-99.00;21.44;13.35;-99.00;0.54;0.05;0.00;15.70;-99.00;-99.00;75.29;4.00;-99.00;14.90;0.00;0.00;0.67;-99.00;-99.00;0.00;67.66;;0.00;23.58;-99.00
2022/11/18 15:30:00;10.35;0.12;15.61;0.00;-0.67;22.20;-99.00;51.80;0.00;0.69;-99.00;238.97;56.70;56.79;0.04;-99.00;21.43;12.54;-99.00;0.52;0.04;0.00;15.71;-99.00;-99.00;72.31;4.00;-99.00;14.90;0.00;0.00;0.55;-99.00;-99.00;0.00;57.53;;0.00;23.59;-99.00
2022/11/18 15:45:00;10.20;0.12;15.60;0.00;-0.37;22.20;-99.00;32.27;0.00;0.42;-99.00;238.90;56.64;56.76;0.02;-99.00;21.30;11.95;-99.00;0.52;0.02;0.00;15.72;-99.00;-99.00;75.76;4.00;-99.00;14.90;0.00;0.00;0.35;-99.00;-99.00;0.00;37.40;;0.00;23.55;-99.00
2022/11/18 16:00:00;10.10;0.13;15.57;0.00;3.93;22.17;-99.00;11.73;0.00;0.11;-99.00;238.77;56.64;56.72;0.01;-99.00;21.09;11.31;-99.00;0.55;0.01;0.00;15.73;-99.00;-99.00;91.32;4.00;-99.00;14.90;0.00;0.00;0.09;-99.00;-99.00;0.00;16.40;22.64;0.00;23.54;-99.00
2022/11/18 16:15:00;9.50;0.14;15.57;0.00;156.57;22.03;-99.00;0.00;16.67;0.02;20.78;238.67;56.59;56.69;0.00;-99.00;20.84;10.95;22.28;0.57;0.00;0.00;15.72;22.59;-99.00;108.62;4.00;-99.00;14.90;0.00;0.00;0.03;-99.00;-99.00;0.00;0.67;;0.00;23.49;21.36
2022/11/18 16:30:00;9.00;0.14;15.56;0.00;252.47;21.55;-99.00;0.00;25.40;0.06;21.79;238.70;56.55;56.66;0.00;-99.00;20.57;10.80;22.30;0.60;0.00;0.00;15.73;22.60;-99.00;107.31;4.00;-99.00;14.90;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.37;21.38
2022/11/18 16:45:00;9.20;0.14;15.56;0.00;276.87;21.40;-99.00;0.00;36.63;0.00;21.84;238.60;56.55;56.65;0.00;-99.00;20.33;10.44;22.21;0.62;0.00;0.00;15.74;22.45;-99.00;95.38;4.00;-99.00;14.90;0.00;0.00;0.00;-99.00;-99.00;0.00;0.00;;0.00;23.15;21.56
2022/11/18 17:00:00;8.50;0.14;15.55;0.00;363.03;21.40;-99.00;0.00;37.07;0.04;21.73;238.60;56.55;56.61;0.00;-99.00;20.14;10.09;22.17;0.61;0.00;0.00;15.76;22.23;-99.00;55.14;4.00;-99.00;14.90;0.00;0.00;0.04;-99.00;-99.00;0.00;0.00;22.14;0.00;22.82;21.49
