Displayname,Kalt Oben,HM10_Vpkt,HM1_Vpkt,WP_COP,AMB_T2,INV_P_IN,HM10_T_SUP,Bat_Pel,WP_sek_T_RET,Warm Oben,INV_I_OUT,INV_I_IN,Zone_T,PVT_U,PVT_U_SCC,WP_Pel,HM4_T_RET,INV_U_OUT,WP_prim_T_SUP,PVT_Pel,HM10_T_RET,Kalt Unten,BAT_U,HM4_T_SUP,PVT_I,Warm Unten,WP_prim_T_RET,Pyr_hor,KS_T,HM4_Vpkt,WS_T,HM1_T_SUP,HM1_T_RET,INV_U_IN,AMB_T,WP_Qpkt,WP_sek_T_SUP,Pyr_ver,Bat_I,HM1_Qpkt,HM4_Qpkt,HM4_B,WS_theta,KS_theta,TABS_theta_in,TABS_theta_out,TABS_Vpkt,TABS_Qpkt,BAT_SOC,s_PVT_Pel,PVT_theta_in,PVT_theta_out,PVT_Qpkt,PVT_theta_cell,s_WP_COP,s_WP_Pel,s_WP_Qdot_prim,s_WP_Qdot_sec,s_WP_prim_theta_in,s_WP_prim_theta_out,s_WP_sek_theta_in,s_WP_sek_theta_out,s_WP_prim_Vpkt,s_WP_sek_Vpkt,sun_h,sun_az,i_dif,i_dir,s_B_theta_m,s_B_theta_s,s_B_theta_air,s_B_theta_operativ
2023-07-17 00:00:00,17.68,0.0,0.0,0.0,19.65,0.0,,0.13,,34.46,0.54,0.0,22.64,5.98,56.34,,,238.07,,0.0,,15.1,56.31,,0.0,33.9,,0.0,14.4,0.0,33.1,,,4.0,17.35,,,0.0,0.0,,,,"[33.9, 34.086666666666666, 34.27333333333333, 34.46]","[15.1, 15.468571428571428, 15.837142857142856, 16.205714285714286, 16.574285714285715, 16.942857142857143, 17.31142857142857, 17.68]",,,0.0,,0.3915255000000001,0.0,20.0,17.664676830577633,-0.0,18.832338415288817,,,,,,,,,,,0.0,303.5214751415318,0.0,0.0,22.64,22.78151821637447,22.968196965288676,22.83752184104873
2023-07-17 00:15:00,17.7,0.0,0.0,0.0,19.6,0.0,,0.13,,34.4,0.51,0.0,22.59,5.98,56.31,,,238.03,,0.0,,15.1,56.3,,0.0,33.84,,0.0,14.4,0.0,33.1,,,4.0,17.7,,,0.0,0.0,,,,"[33.862780760746645, 34.047932696376364, 34.234106055375065, 34.419541909239854]","[15.130312309578771, 15.492896006480107, 15.85979336790089, 16.227127542378426, 16.59446170101168, 16.961794760143164, 17.32905152022722, 17.691013568759214]",,,0.0,,0.38746300000000006,0.0,18.832338415288817,17.83446062779788,-0.0,18.33339952154335,,,,,,,,,,,0.0,303.5214751415318,0.0,0.0,22.600093956773424,22.78726965918363,22.974509329295106,22.84344156021707
2023-07-17 00:30:00,17.7,0.0,0.0,0.0,19.6,0.0,,0.13,,34.41,0.54,0.0,22.55,5.99,56.31,,,238.1,,0.0,,15.1,56.3,,0.0,33.84,,0.0,14.4,0.0,33.09,,,4.0,17.55,,,0.0,0.0,,,,"[33.82554667589265, 34.009198138402574, 34.19487352848313, 34.379089844702875]","[15.16030336975104, 15.51706235880233, 15.882239923140908, 16.248334701295796, 16.614435697195987, 16.980532419690995, 17.346406456094197, 17.701953064058245]",,,0.0,,0.3834005000000001,0.0,18.33339952154335,17.643025539062375,-0.0,17.98821253030286,,,,,,,,,,,0.0,303.5214751415318,0.0,0.0,22.55849917909714,22.745554475682717,22.932617705696924,22.801673444686976
2023-07-17 00:45:00,17.73,0.0,0.0,0.0,19.6,0.0,,0.13,,34.4,0.53,0.0,22.52,5.99,56.3,,,238.14,,0.0,,15.1,56.23,,0.0,33.79,,0.0,14.46,0.0,33.0,,,4.0,17.9,,,0.0,0.0,,,,"[33.78833135770848, 33.97049662006599, 34.15566939937864, 34.33867725554885]","[15.19000994491371, 15.541102118431068, 15.904517405929251, 16.269370112445394, 16.63424190607648, 16.999103408569884, 17.36353156962034, 17.712849244879358]",,,0.0,,0.37933800000000006,0.0,17.98821253030286,17.91047488281243,-0.0,17.949343706557645,,,,,,,,,,,0.0,303.5214751415318,0.0,0.0,22.522911085264084,22.710394655058348,22.898085467391237,22.766701898758214
2023-07-17 01:00:00,17.7,0.0,0.0,0.0,19.6,0.0,,0.13,,34.39,0.53,0.0,22.5,5.98,56.28,,,238.04,,0.0,,15.11,56.21,,0.0,33.72,,0.0,14.5,0.0,33.0,,,4.0,17.8,,,0.0,0.0,,,,"[33.751168305883176, 33.93186165539784, 34.11652720104096, 34.298337479568694]","[15.219468602449417, 15.565046929074265, 15.926660527819308, 16.290268015929296, 16.65391440619961, 17.017540983201258, 17.38046474736513, 17.723732875569887]",,,0.0,,0.3752755000000001,0.0,17.949343706557645,17.81773396386652,-0.0,17.883538835212082,,,,,,,,,,,0.0,56.75269199874461,0.0,0.0,22.48633497530277,22.67374810009801,22.861335683849397,22.730024375223426
2023-07-17 01:15:00,17.77,0.0,0.0,0.0,19.52,0.0,,0.13,,34.37,0.54,0.0,22.48,5.97,56.28,,,238.03,,0.0,,15.13,56.23,,0.0,33.7,,0.0,14.5,0.0,33.0,,,4.0,17.8,,,0.0,0.0,,,,"[33.71405739740281, 33.893292951904385, 34.07744678175703, 34.25807023305277]","[15.248682389078688, 15.588894390544214, 15.948670264021105, 16.311028972358795, 16.673453584426273, 17.035844795446877, 17.397210015773805, 17.734601394011893]",,,0.0,,0.37121300000000007,0.0,17.883538835212082,17.80991990033762,-0.0,17.84672936777485,,,,,,,,,,,0.0,56.75269199874461,0.0,0.0,22.450319907370815,22.63777303414991,22.825419235945272,22.69406689468852
2023-07-17 01:30:00,17.76,0.0,0.0,0.0,19.4,0.0,,0.12,,34.3,0.58,0.0,22.47,5.98,56.25,,,238.07,,0.0,,15.16,56.2,,0.0,33.7,,0.0,14.5,0.0,32.94,,,4.0,17.55,,,0.0,0.0,,,,"[33.6770320195434, 33.85482391281596, 34.03846156067574, 34.21790874422001]","[15.277687589622616, 15.61267628477266, 15.970581100827502, 16.331687112744405, 16.692893388194477, 17.0540481383577, 17.4138047969096, 17.745485669586465]",,,0.0,,0.3674630000000001,0.0,17.84672936777485,17.585235417732346,-0.0,17.715982392753595,,,,,,,,,,,0.0,56.75269199874461,0.0,0.0,22.411022518255276,22.59824161736421,22.78554488006159,22.65443259617342
2023-07-17 01:45:00,17.8,0.0,0.0,0.0,19.4,0.0,,0.13,,34.3,0.53,0.0,22.45,5.99,56.25,,,238.03,,0.0,,15.2,56.2,,0.0,33.7,,0.0,14.5,0.0,32.9,,,4.0,17.7,,,0.0,0.0,,,,"[33.64005842676453, 33.81642044157636, 33.99953770131931, 34.17781910964432]","[15.30645364796873, 15.636356289084206, 15.992360226919185, 16.35220931811589, 16.712200507385248, 17.07211712205481, 17.430219104140757, 17.756349909270902]",,,0.0,,0.36340050000000007,0.0,17.715982392753595,17.70189784479123,-0.0,17.70894011877241,,,,,,,,,,,0.0,56.75269199874461,0.0,0.0,22.374628767373917,22.562054894269874,22.74966153101909,22.61833688529464
2023-07-17 02:00:00,17.88,0.0,0.0,0.0,19.4,0.0,,0.13,,34.22,0.55,0.0,22.43,5.99,56.22,,,238.0,,0.0,,15.21,56.19,,0.0,33.65,,0.0,14.53,0.0,32.9,,,4.0,17.55,,,0.0,0.0,,,,"[33.60313649582408, 33.77808225234049, 33.96067505095698, 34.13780105025209]","[15.334983353454293, 15.659932384896454, 16.014008455028804, 16.372596151203744, 16.731375307927998, 17.090051601695244, 17.446456478482297, 17.767191850937316]",,,0.0,,0.3593380000000001,0.0,17.70894011877241,17.56887349917998,-0.0,17.638906808976195,,,,,,,,,,,0.0,56.75269199874461,0.0,0.0,22.336492406886986,22.523794286689746,22.71121885442961,22.580021657011706
2023-07-17 02:15:00,17.86,0.0,0.0,0.0,19.4,0.0,,0.12,,34.21,0.52,0.0,22.42,5.99,56.21,,,238.07,,0.0,,15.21,56.16,,0.0,33.6,,0.0,14.6,0.0,32.83,,,4.0,17.5,,,0.0,0.0,,,,"[33.56629961379567, 33.73984275491237, 33.921907027771596, 34.097887798862054]","[15.363312743650399, 15.683436717735727, 16.035560119683414, 16.392881742476145, 16.750451719767337, 17.107885060123333, 17.462553879237653, 17.778042651555936]",,,0.0,,0.35558800000000007,0.0,17.638906808976195,17.51649462429973,-0.0,17.577700716637963,,,,,,,,,,,0.0,56.75269199874461,0.0,0.0,22.298174069683697,22.485462974648048,22.672868529339684,22.541684641055536
