Displayname,Kalt Oben,HM10_Vpkt,HM1_Vpkt,WP_COP,AMB_T2,INV_P_IN,HM10_T_SUP,Bat_Pel,WP_sek_T_RET,Warm Oben,INV_I_OUT,INV_I_IN,Zone_T,PVT_U,PVT_U_SCC,WP_Pel,HM4_T_RET,INV_U_OUT,WP_prim_T_SUP,PVT_Pel,HM10_T_RET,Kalt Unten,BAT_U,HM4_T_SUP,PVT_I,Warm Unten,WP_prim_T_RET,Pyr_hor,KS_T,HM4_Vpkt,WS_T,HM1_T_SUP,HM1_T_RET,INV_U_IN,AMB_T,WP_Qpkt,WP_sek_T_SUP,Pyr_ver,Bat_I,HM1_Qpkt,HM4_Qpkt,HM4_B,WS_theta,KS_theta,TABS_theta_in,TABS_theta_out,TABS_Vpkt,TABS_Qpkt,BAT_SOC,s_PVT_Pel,PVT_theta_in,PVT_theta_out,PVT_Qpkt,PVT_theta_cell,s_WP_COP,s_WP_Pel,s_WP_Qdot_prim,s_WP_Qdot_sec,s_WP_prim_theta_in,s_WP_prim_theta_out,s_WP_sek_theta_in,s_WP_sek_theta_out,s_WP_prim_Vpkt,s_WP_sek_Vpkt,sun_h,sun_az,i_dif,i_dir,s_B_theta_m,s_B_theta_s,s_B_theta_air,s_B_theta_operativ
2023-07-21 00:00:00,16.86,0.0,0.0,0.0,19.23,0.0,,0.13,,32.48,0.61,0.0,22.37,5.96,55.72,,,238.03,,0.0,,12.98,55.69,,0.0,32.0,,0.0,12.3,0.0,31.2,,,4.0,17.15,,,0.0,0.0,,,,"[32.0, 32.16, 32.32, 32.48]","[12.98, 13.534285714285714, 14.088571428571429, 14.642857142857142, 15.197142857142858, 15.751428571428571, 16.305714285714284, 16.86]",,,0.0,,0.12194949999999934,0.0,20.0,17.488426025338207,-0.0,18.744213012669103,,,,,,,,,,,0.0,302.36793250986295,0.0,0.0,22.37,22.5126685049363,22.69945943808996,22.568705784882397
2023-07-21 00:15:00,16.86,0.0,0.0,0.0,19.06,0.0,,0.13,,32.46,0.54,0.0,22.3,5.96,55.72,,,238.1,,0.0,,13.0,55.73,,0.0,32.0,,0.0,12.3,0.0,31.2,,,4.0,17.1,,,0.0,0.0,,,,"[31.968078646070765, 32.12678020054081, 32.28635743526849, 32.445302487636376]","[13.019107019350525, 13.564247599373658, 14.116109088506606, 14.66853412609497, 15.220959139992008, 15.773382509848348, 16.325691792811497, 16.870084106800192]",,,0.0,,0.11788699999999934,0.0,18.744213012669103,17.295243675328763,-0.0,18.019728343998935,,,,,,,,,,,0.0,302.36793250986295,0.0,0.0,22.325032077041453,22.511846870249276,22.698557671803325,22.56786011071549
2023-07-21 00:30:00,16.85,0.0,0.0,0.0,19.0,0.0,,0.14,,32.4,0.57,0.0,22.23,5.96,55.72,,,238.03,,0.0,,12.96,55.69,,0.0,31.95,,0.0,12.37,0.0,31.2,,,4.0,17.05,,,0.0,0.0,,,,"[31.936024950784617, 32.09343962850596, 32.25259053807162, 32.41049052430549]","[13.05771766437901, 13.59396385718531, 14.143327537493368, 14.693890022163655, 15.2444605127972, 15.795024613629746, 16.345255744362163, 16.880044926333582]",,,0.0,,0.11351199999999934,0.0,18.019728343998935,17.16515133653241,-0.0,17.592439840265673,,,,,,,,,,,0.0,302.36793250986295,0.0,0.0,22.279986966904765,22.466796256709827,22.653498993696225,22.522807077805744
2023-07-21 00:45:00,16.83,0.0,0.0,0.0,18.92,0.0,,0.13,,32.41,0.54,0.0,22.17,5.96,55.72,,,238.04,,0.0,,13.0,55.7,,0.0,31.91,,0.0,12.4,0.0,31.1,,,4.0,17.0,,,0.0,0.0,,,,"[31.9038729103337, 32.06001232985352, 32.21873334585793, 32.37559796797752]","[13.095870556508368, 13.623464782450672, 14.170262451071238, 14.718959592632022, 15.26768153619991, 15.816388073504365, 16.364446667977074, 16.88991198329955]",,,0.0,,0.10944949999999934,0.0,17.592439840265673,17.070349845751974,-0.0,17.331394843008823,,,,,,,,,,,0.0,302.36793250986295,0.0,0.0,22.23486585356634,22.4216697243855,22.608364520506882,22.477678163221913
2023-07-21 01:00:00,16.86,0.0,0.0,0.0,18.9,0.0,,0.13,,32.4,0.52,0.0,22.11,6.0,55.72,,,238.04,,0.0,,13.0,55.69,,0.0,31.9,,0.0,12.4,0.0,31.1,,,4.0,16.6,,,0.0,0.0,,,,"[31.8716228966727, 32.026498541997064, 32.18478620984684, 32.340625053321716]","[13.133570740255964, 13.652746711409112, 14.196915725596462, 14.743743923543269, 15.290623070892204, 15.837472521279263, 16.38327112835829, 16.899681536395473]",,,0.0,,0.10538699999999934,0.0,17.331394843008823,16.68685019286749,-0.0,17.009122517938156,,,,,,,,,,,0.0,57.94361171139346,0.0,0.0,22.184301242519744,22.370716994987614,22.556843050851874,22.42655481174689
2023-07-21 01:15:00,16.81,0.0,0.0,0.0,18.86,0.0,,0.13,,32.4,0.58,0.0,22.07,5.98,55.72,,,238.07,,0.0,,13.03,55.7,,0.0,31.9,,0.0,12.4,0.0,31.1,,,4.0,16.7,,,0.0,0.0,,,,"[31.839342301011172, 31.992965889683305, 32.15081662192808, 32.30563903563843]","[13.170889771561141, 13.681874292887303, 14.223356297223482, 14.76831124335786, 15.313353099719023, 15.858344841441356, 16.401802553247922, 16.909416661030917]",,,0.0,,0.10132449999999935,0.0,17.009122517938156,16.736707054416968,-0.0,16.87291478617756,,,,,,,,,,,0.0,57.94361171139346,0.0,0.0,22.136046146482265,22.32262656608249,22.508993921609306,22.37853677274053
2023-07-21 01:30:00,16.81,0.0,0.0,0.0,18.68,1.04,,0.14,,32.4,0.61,4.57,22.04,5.98,56.54,,,232.37,,0.0,,13.09,56.51,,0.0,31.83,,0.0,12.41,0.0,31.07,,,145.12,16.55,,,0.0,0.0,,,,"[31.807064779083433, 31.959448074860223, 32.1168582756975, 32.27067343521937]","[13.207865540302258, 13.71087806472122, 14.249619229940134, 14.792695989113964, 15.335905797708891, 15.879038231433178, 16.420080317692904, 16.91914704535417]",,,0.0,,0.12944949999999933,0.0,16.87291478617756,16.588344830740006,-0.0,16.730629808458783,,,,,,,,,,,0.0,57.94361171139346,0.0,0.0,22.086230382362363,22.272699527198547,22.45890382308723,22.32856081596515
2023-07-21 01:45:00,16.86,0.0,0.0,0.0,18.6,1.99,,0.15,,32.39,0.67,8.72,22.03,5.99,57.27,,,227.53,,0.0,,13.09,57.21,,0.0,31.8,,0.0,12.5,0.0,31.0,,,227.86,17.0,,,0.0,0.0,,,,"[31.77485738450651, 31.92601237934027, 32.082978322383426, 32.235795171156575]","[13.244569030680589, 13.73982267792349, 14.275772964777609, 14.816966056295994, 15.358348785241153, 15.899619445662335, 16.438177003875396, 16.928935746506184]",,,0.0,,0.18694949999999935,0.0,16.730629808458783,16.96801337429197,0.0,16.84932159137538,,,,,,,,,,,0.0,57.94361171139346,0.0,0.0,22.044081306988275,22.231097082457076,22.418102399079547,22.28719867744382
2023-07-21 02:00:00,16.89,0.0,0.0,0.0,18.69,1.99,,0.15,,32.35,0.66,8.71,22.07,6.0,57.38,,,227.73,,0.0,,13.09,57.35,,0.0,31.8,,0.0,12.5,0.0,31.0,,,228.0,17.1,,,0.0,0.0,,,,"[31.74288747851847, 31.892826937792954, 32.04934440144275, 32.201171470628275]","[13.281170880357868, 13.768874854036111, 14.301986357331694, 14.841289822988054, 15.380850155276278, 15.92025581403374, 16.45626542782751, 16.9389457317036]",,,0.0,,0.24444949999999935,0.0,16.84932159137538,17.070232948256518,0.0,16.959777269815948,,,,,,,,,,,0.0,57.94361171139346,0.0,0.0,22.004112660473446,22.191283899304103,22.378517028582433,22.2474538380876
2023-07-21 02:15:00,16.84,0.0,0.0,0.0,18.9,1.99,,0.15,,32.33,0.67,8.72,22.14,5.99,57.48,,,227.97,,0.0,,13.14,57.43,,0.0,31.8,,0.0,12.5,0.0,31.0,,,228.0,17.4,,,0.0,0.0,,,,"[31.7112548433515, 31.859991926551075, 32.01605644717125, 32.16690198093827]","[13.31777444681773, 13.798132734133594, 14.328360520990303, 14.865767966946505, 15.403510293098323, 15.941047053678927, 16.474450476223303, 16.949272913358932]",,,0.0,,0.3019494999999993,0.0,16.959777269815948,17.347725323214135,0.0,17.15375129651504,,,,,,,,,,,0.0,57.94361171139346,0.0,0.0,21.96935880305346,22.156901853438804,22.344679827346383,22.213235245611077
