Displayname,Kalt Oben,HM10_Vpkt,HM1_Vpkt,WP_COP,AMB_T2,INV_P_IN,HM10_T_SUP,Bat_Pel,WP_sek_T_RET,Warm Oben,INV_I_OUT,INV_I_IN,Zone_T,PVT_U,PVT_U_SCC,WP_Pel,HM4_T_RET,INV_U_OUT,WP_prim_T_SUP,PVT_Pel,HM10_T_RET,Kalt Unten,BAT_U,HM4_T_SUP,PVT_I,Warm Unten,WP_prim_T_RET,Pyr_hor,KS_T,HM4_Vpkt,WS_T,HM1_T_SUP,HM1_T_RET,INV_U_IN,AMB_T,WP_Qpkt,WP_sek_T_SUP,Pyr_ver,Bat_I,HM1_Qpkt,HM4_Qpkt,HM4_B,WS_theta,KS_theta,TABS_theta_in,TABS_theta_out,TABS_Vpkt,TABS_Qpkt,BAT_SOC,s_PVT_Pel,PVT_theta_in,PVT_theta_out,PVT_Qpkt,PVT_theta_cell,s_WP_COP,s_WP_Pel,s_WP_Qdot_prim,s_WP_Qdot_sec,s_WP_prim_theta_in,s_WP_prim_theta_out,s_WP_sek_theta_in,s_WP_sek_theta_out,s_WP_prim_Vpkt,s_WP_sek_Vpkt,sun_h,sun_az,i_dif,i_dir,s_B_theta_m,s_B_theta_s,s_B_theta_air,s_B_theta_operativ
2023-07-05 00:00:00,19.31,0.0,0.0,0.0,20.24,0.0,,0.12,,33.48,0.51,0.0,22.28,33.31,56.53,,,238.13,,0.0,,16.71,56.49,,0.0,32.9,,0.0,16.1,0.0,32.1,,,4.0,17.3,,,0.0,0.0,,,,"[32.9, 33.093333333333334, 33.28666666666666, 33.48]","[16.71, 17.08142857142857, 17.452857142857145, 17.824285714285715, 18.195714285714285, 18.567142857142855, 18.93857142857143, 19.31]",,,0.0,,0.47010200000000085,0.0,20.0,17.62061412926778,-0.0,18.81030706463389,,,,,,,,,,,0.0,306.010106612358,0.0,0.0,22.28,22.426612351434013,22.613787916265803,22.482765020883548
2023-07-05 00:15:00,19.29,0.0,0.0,0.0,19.7,0.0,,0.12,,33.44,0.53,0.0,22.21,14.24,56.51,,,238.1,,0.0,,16.71,56.48,,0.0,32.89,,0.0,16.17,0.0,32.1,,,4.0,17.5,,,0.0,0.0,,,,"[32.864882737644194, 33.05666599279194, 33.24947588019654, 33.44152821286933]","[16.73372164665171, 17.098968231986188, 17.468808119407356, 17.838989845627122, 18.209171556023616, 18.579352168375596, 18.949456582805407, 19.31427330319014]",,,0.0,,0.4663520000000008,0.0,18.81030706463389,17.65559368837074,-0.0,18.232950376502316,,,,,,,,,,,0.0,306.010106612358,0.0,0.0,22.242548201491957,22.4298988901821,22.61739498141233,22.486147717551166
2023-07-05 00:30:00,19.28,0.0,0.0,0.0,19.26,0.0,,0.12,,33.41,0.51,0.0,22.14,7.46,56.5,,,238.03,,0.0,,16.69,56.48,,0.0,32.83,,0.0,16.2,0.0,32.1,,,4.0,17.4,,,0.0,0.0,,,,"[32.82964292539159, 33.01989003866733, 33.212172222242984, 33.40295544740297]","[16.75704120706947, 17.116274577428378, 17.484475555182666, 17.853409694781906, 18.222348683611013, 18.59128340484528, 18.959995745294474, 19.318395050324813]",,,0.0,,0.46260200000000085,0.0,18.232950376502316,17.49890950358724,-0.0,17.86592994004478,,,,,,,,,,,0.0,306.010106612358,0.0,0.0,22.20413697427663,22.391419256234922,22.578815105716384,22.44763801107936
2023-07-05 00:45:00,19.3,0.0,0.0,0.0,18.95,0.0,,0.12,,33.39,0.52,0.0,22.08,6.21,56.5,,,238.03,,0.0,,16.7,56.47,,0.0,32.8,,0.0,16.2,0.0,32.03,,,4.0,17.9,,,0.0,0.0,,,,"[32.79431453526156, 32.98303946488864, 33.17478970159646, 33.36431550908328]","[16.7799957984849, 17.13337935163044, 17.499894685028146, 17.867579854463486, 18.235280134125002, 18.602970117401966, 18.970227373400025, 19.32239625141198]",,,0.0,,0.4588520000000008,0.0,17.86592994004478,17.895954317553098,0.0,17.88094212879894,,,,,,,,,,,0.0,306.010106612358,0.0,0.0,22.173984452753746,22.361855575822844,22.550114300362008,22.418333193184594
2023-07-05 01:00:00,19.3,0.0,0.0,0.0,18.9,0.0,,0.12,,33.34,0.53,0.0,22.01,6.05,56.5,,,238.0,,0.0,,16.73,56.48,,0.0,32.8,,0.0,16.2,0.0,32.0,,,4.0,17.85,,,0.0,0.0,,,,"[32.758864404519315, 32.94608076358273, 33.13729506940047, 33.325575069858424]","[16.802555681786234, 17.15024621738563, 17.515033428279146, 17.881467670737255, 18.2479331095732, 18.61437868767562, 18.980122488446895, 19.326241266574115]",,,0.0,,0.45510200000000084,0.0,17.88094212879894,17.853674253215768,-0.0,17.867308191007353,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,22.143527490173184,22.331376906764625,22.51960382309982,22.387844981665182
2023-07-05 01:15:00,19.3,0.0,0.0,0.0,18.99,0.0,,0.12,,33.3,0.52,0.0,21.96,6.0,56.5,,,238.1,,0.0,,16.73,56.47,,0.0,32.74,,0.0,16.2,0.0,32.0,,,4.0,17.5,,,0.0,0.0,,,,"[32.723360011789, 32.909081622815094, 33.09975590121776, 33.28680144513785]","[16.824791103160646, 17.166941262220405, 17.529960449187513, 17.895141312061998, 18.260375620160815, 18.625576392843943, 18.989752744156444, 19.329994653368917]",,,0.0,,0.4513520000000008,0.0,17.867308191007353,17.543616368826942,-0.0,17.70546227991715,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,22.10816904751806,22.295668991313256,22.483383797753792,22.351983433245415
2023-07-05 01:30:00,19.3,0.0,0.0,0.0,19.0,0.0,,0.12,,33.3,0.52,0.0,21.95,5.99,56.5,,,238.07,,0.0,,16.76,56.47,,0.0,32.7,,0.0,16.2,0.0,31.93,,,4.0,17.1,,,0.0,0.0,,,,"[32.68793563132701, 32.87217688865416, 33.06230668790517, 33.24812874669521]","[16.846838668959347, 17.183598542195757, 17.54481127512962, 17.908735860636593, 18.272742578372046, 18.63669749301226, 18.999256521083744, 19.333787511850726]",,,0.0,,0.44760200000000083,0.0,17.70546227991715,17.171896208029672,-0.0,17.43867924397341,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,22.067217357261242,22.254318505621242,22.44144892583629,22.310457631685754
2023-07-05 01:45:00,19.3,0.0,0.0,0.0,19.0,0.0,,0.12,,33.29,0.52,0.0,21.93,5.99,56.5,,,238.33,,0.0,,16.79,56.47,,0.0,32.7,,0.0,16.2,0.0,31.9,,,4.0,17.9,,,0.0,0.0,,,,"[32.65255753703595, 32.8353324813745, 33.02491361202469, 33.20952308579166]","[16.868667856635238, 17.200181467931426, 17.559553106475228, 17.922218104579354, 18.285000593322827, 18.647708019563428, 19.008603745774057, 19.337583974229346]",,,0.0,,0.4438520000000008,0.0,17.43867924397341,17.845220017590144,0.0,17.641949630781777,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,22.03916504978163,22.22718591694093,22.415664073238684,22.283729363830254
2023-07-05 02:00:00,19.3,0.0,0.0,0.0,19.0,0.0,,0.12,,33.22,0.52,0.0,21.93,5.99,56.47,,,238.13,,0.0,,16.8,56.47,,0.0,32.66,,0.0,16.2,0.0,31.9,,,4.0,18.2,,,0.0,0.0,,,,"[32.61729264603425, 32.79861551915885, 32.987643682483004, 33.1710512189997]","[16.89034813926285, 17.216755861545515, 17.574253899923455, 17.935655653507357, 18.29721708810567, 18.65867488674556, 19.017865003841813, 19.341448358326023]",,,0.0,,0.4401020000000008,0.0,17.641949630781777,18.133733765476126,0.0,17.887841698128952,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,22.016144746320983,22.20452439256098,22.393528295981824,22.26122556358723
2023-07-05 02:15:00,19.3,0.0,0.0,0.0,18.98,0.0,,0.12,,33.21,0.51,0.0,21.92,6.01,56.47,,,238.1,,0.0,,16.8,56.47,,0.0,32.6,,0.0,16.27,0.0,31.83,,,4.0,18.0,,,0.0,0.0,,,,"[32.58210712044306, 32.761991812064224, 32.95046296868612, 33.132679148619616]","[16.911848723420942, 17.23328525536004, 17.588880641628172, 17.949015185638107, 18.30935854898955, 18.669564135644386, 19.027009806096636, 19.345344876626875]",,,0.0,,0.43635200000000085,0.0,17.887841698128952,17.98668165322425,0.0,17.937261675676602,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,21.99040974607584,22.178595835948823,22.36731610604602,22.23521191697798
2023-07-05 02:30:00,19.3,0.0,0.0,0.0,18.83,0.0,,0.12,,33.21,0.52,0.0,21.91,6.02,56.47,,,238.13,,0.0,,16.8,56.38,,0.0,32.55,,0.0,16.3,0.0,31.8,,,4.0,17.9,,,0.0,0.0,,,,"[32.54700074498739, 32.72546098117452, 32.91337122410494, 33.09440650162065]","[16.933172163268782, 17.249767484163037, 17.603433943300185, 17.962297061589656, 18.321425140804806, 18.680375544641375, 19.036041206119812, 19.3492712651194]",,,0.0,,0.4326020000000008,0.0,17.937261675676602,17.90442467396375,-0.0,17.920843174820178,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,21.963535592809322,22.151640461707075,22.34024171233976,22.208220836896878
2023-07-05 02:45:00,19.3,0.0,0.0,0.0,18.61,0.0,,0.12,,33.13,0.51,0.0,21.88,6.03,56.47,,,238.0,,0.0,,16.8,56.39,,0.0,32.51,,0.0,16.3,0.0,31.8,,,4.0,17.1,,,0.0,0.0,,,,"[32.511906283524304, 32.68895526268305, 32.87630105941289, 33.05616588569148]","[16.954254281304916, 17.26613239783481, 17.617847233178743, 17.975434503740708, 18.333349888027275, 18.69104180599867, 19.044894993941178, 19.353158689883603]",,,0.0,,0.42885200000000084,0.0,17.920843174820178,17.197471822133473,-0.0,17.559157498476825,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,21.92480243937964,22.112061768178354,22.299423982595062,22.168270432503366
2023-07-05 03:00:00,19.3,0.0,0.0,0.0,18.4,0.0,,0.12,,33.11,0.53,0.0,21.85,6.04,56.47,,,238.03,,0.0,,16.81,56.38,,0.0,32.48,,0.0,16.3,0.0,31.72,,,4.0,17.05,,,0.0,0.0,,,,"[32.47682374428937, 32.65247451160304, 32.839252452829065, 33.01795715535886]","[16.975097681858863, 17.282378318577894, 17.632121246262958, 17.988428096548088, 18.345133176535164, 18.70156302332017, 19.053574195874003, 19.357005268167782]",,,0.0,,0.4251020000000008,0.0,17.559157498476825,17.110460402975672,-0.0,17.33480895072625,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,21.88589646345815,22.073143470109564,22.26048762791751,22.129346717451945
2023-07-05 03:15:00,19.3,0.0,0.0,0.0,18.23,0.0,,0.12,,33.1,0.52,0.0,21.81,6.07,56.47,,,238.0,,0.0,,16.84,56.39,,0.0,32.4,,0.0,16.3,0.0,31.7,,,4.0,17.1,,,0.0,0.0,,,,"[32.441719624435294, 32.615984890816186, 32.80219181040687, 32.979746655592244]","[16.995671571100438, 17.2984696198697, 17.64622310923991, 18.001244852912844, 18.356741821456705, 18.711905775444603, 19.0620481510551, 19.360775867433208]",,,0.0,,0.42135200000000084,0.0,17.33480895072625,17.127882617511624,-0.0,17.231345784118936,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,21.848354218923227,22.035698458862086,22.22318510023134,22.091944451272862
2023-07-05 03:30:00,19.3,0.0,0.0,0.0,18.2,0.0,,0.12,,33.1,0.52,0.0,21.76,6.08,56.47,,,237.93,,0.0,,16.82,56.4,,0.0,32.4,,0.0,16.3,0.0,31.7,,,4.0,17.3,,,0.0,0.0,,,,"[32.40656053216482, 32.57945267930136, 32.76508564987249, 32.94150084436371]","[17.015945187676166, 17.314370903837315, 17.66012001782237, 18.013851895270175, 18.368142749373423, 18.722036794965053, 19.0702861984701, 19.364435537138895]",,,0.0,,0.4176020000000008,0.0,17.231345784118936,17.29184758827953,0.0,17.261596686199233,,,,,,,,,,,0.0,54.13782275431798,0.0,0.0,21.814455641882546,22.00205967328203,22.189927007451878,22.058419873532984
