Displayname,Kalt Oben,HM10_Vpkt,HM1_Vpkt,WP_COP,AMB_T2,INV_P_IN,HM10_T_SUP,Bat_Pel,WP_sek_T_RET,Warm Oben,INV_I_OUT,INV_I_IN,Zone_T,PVT_U,PVT_U_SCC,WP_Pel,HM4_T_RET,INV_U_OUT,WP_prim_T_SUP,PVT_Pel,HM10_T_RET,Kalt Unten,BAT_U,HM4_T_SUP,PVT_I,Warm Unten,WP_prim_T_RET,Pyr_hor,KS_T,HM4_Vpkt,WS_T,HM1_T_SUP,HM1_T_RET,INV_U_IN,AMB_T,WP_Qpkt,WP_sek_T_SUP,Pyr_ver,Bat_I,HM1_Qpkt,HM4_Qpkt,HM4_B,WS_theta,KS_theta,TABS_theta_in,TABS_theta_out,TABS_Vpkt,TABS_Qpkt,BAT_SOC,s_PVT_Pel,PVT_theta_in,PVT_theta_out,PVT_Qpkt,PVT_theta_cell,s_WP_COP,s_WP_Pel,s_WP_Qdot_prim,s_WP_Qdot_sec,s_WP_prim_theta_in,s_WP_prim_theta_out,s_WP_sek_theta_in,s_WP_sek_theta_out,s_WP_prim_Vpkt,s_WP_sek_Vpkt,sun_h,sun_az,i_dif,i_dir,s_B_theta_m,s_B_theta_s,s_B_theta_air,s_B_theta_operativ
2023-07-22 00:00:00,16.21,0.0,0.0,0.0,16.44,0.0,,0.12,,32.9,0.5,0.0,21.29,5.98,56.0,,,238.0,,0.0,,13.36,55.96,,0.0,32.27,,0.0,12.73,0.0,31.5,,,4.0,14.4,,,0.0,0.0,,,,"[32.27, 32.480000000000004, 32.69, 32.9]","[13.36, 13.767142857142856, 14.174285714285714, 14.581428571428571, 14.98857142857143, 15.395714285714286, 15.802857142857142, 16.21]",,,0.0,,0.23965799999999876,0.0,20.0,15.064977453296118,-0.0,17.532488726648058,,,,,,,,,,,0.0,302.0563882886065,0.0,0.0,21.29,21.40522590638974,21.58934044411641,21.46046026770774
2023-07-22 00:15:00,16.2,0.0,0.0,0.0,16.26,0.0,,0.12,,32.89,0.51,0.0,21.18,5.98,55.99,,,238.17,,0.0,,13.4,55.95,,0.0,32.23,,0.0,12.8,0.0,31.5,,,4.0,14.1,,,0.0,0.0,,,,"[32.23360313314409, 32.44192897829, 32.651354030416556, 32.859959425198966]","[13.391972010176541, 13.79246775265149, 14.19778314559586, 14.603559268565693, 15.00933537406499, 15.415110267210007, 15.82080102999716, 16.220653633689817]",,,0.0,,0.23590799999999876,0.0,17.532488726648058,14.507594216413224,-0.0,16.02004147153064,,,,,,,,,,,0.0,302.0563882886065,0.0,0.0,21.215581140419072,21.400296098267606,21.583929846396614,21.45538622270631
2023-07-22 00:30:00,16.2,0.0,0.0,0.0,16.06,0.0,,0.12,,32.8,0.51,0.0,21.07,5.99,55.97,,,238.43,,0.0,,13.39,55.95,,0.0,32.2,,0.0,12.8,0.0,31.4,,,4.0,14.05,,,0.0,0.0,,,,"[32.196953509679126, 32.4036195590226, 32.612465565926655, 32.819689501697084]","[13.42337437682279, 13.81739980678103, 14.220839147053347, 14.625246483526547, 15.029660374508659, 15.434069553785724, 15.838233212823406, 16.23101098572822]",,,0.0,,0.23215799999999875,0.0,16.02004147153064,14.283934492968962,-0.0,15.1519879822498,,,,,,,,,,,0.0,302.0563882886065,0.0,0.0,21.14153684244539,21.326278506327668,21.509951388902252,21.381380371100043
2023-07-22 00:45:00,16.21,0.0,0.0,0.0,15.88,0.0,,0.12,,32.8,0.5,0.0,20.97,5.99,55.97,,,238.36,,0.0,,13.39,55.95,,0.0,32.19,,0.0,12.8,0.0,31.4,,,4.0,13.8,,,0.0,0.0,,,,"[32.16008553949619, 32.36510617248438, 32.57336905443127, 32.7792244605799]","[13.45424489217161, 13.84197121582255, 14.243489441453232, 14.64652536797812, 15.049581424096004, 15.452626130027566, 15.855193104156417, 16.241103243810013]",,,0.0,,0.22840799999999875,0.0,15.1519879822498,13.960543129522044,-0.0,14.556265555885922,,,,,,,,,,,0.0,302.0563882886065,0.0,0.0,21.064793554769246,21.2493427821907,21.432733672528002,21.304360049291887
2023-07-22 01:00:00,16.24,0.0,0.0,0.0,15.74,0.0,,0.12,,32.8,0.5,0.0,20.85,5.99,55.97,,,238.59,,0.0,,13.39,55.95,,0.0,32.16,,0.0,12.8,0.0,31.39,,,4.0,13.85,,,0.0,0.0,,,,"[32.12293298576317, 32.32632205208643, 32.533998113308556, 32.73849788752562]","[13.484521159310631, 13.866112047948185, 14.265668866026076, 14.667330254688345, 15.069032681903309, 15.470713249584787, 15.871619093624945, 16.25086162912116]",,,0.0,,0.22465799999999875,0.0,14.556265555885922,13.933866191197106,-0.0,14.245065873541513,,,,,,,,,,,0.0,58.26409133965116,0.0,0.0,20.98999438612053,21.174682228144594,21.358276241329527,21.229760432100072
2023-07-22 01:15:00,16.23,0.0,0.0,0.0,15.64,0.0,,0.12,,32.76,0.51,0.0,20.75,5.99,55.97,,,238.27,,0.0,,13.4,55.95,,0.0,32.07,,0.0,12.8,0.0,31.3,,,4.0,13.8,,,0.0,0.0,,,,"[32.085563873662345, 32.28733543397758, 32.49442086664992, 32.69757763287034]","[13.514274189188555, 13.889888980141585, 14.287446676457277, 14.687729977116904, 15.088082794351386, 15.48839874986102, 15.887583863875122, 16.260351005410335]",,,0.0,,0.22090799999999874,0.0,14.245065873541513,13.852849780560119,-0.0,14.048957827050817,,,,,,,,,,,0.0,58.26409133965116,0.0,0.0,20.915575612651065,21.1002905766393,21.283924333765285,21.155380703777094
2023-07-22 01:30:00,16.24,0.0,0.0,0.0,15.47,0.0,,0.12,,32.7,0.51,0.0,20.65,5.99,55.97,,,238.0,,0.0,,13.4,55.95,,0.0,32.04,,0.0,12.8,0.0,31.3,,,3.88,13.55,,,0.0,0.0,,,,"[32.04797898019778, 32.24814693598618, 32.45463806657755, 32.656464299587]","[13.543508038539725, 13.913300461781404, 14.308824714965146, 14.707726003136584, 15.106733031826991, 15.50568318147645, 15.903092542262243, 16.269569479108583]",,,0.0,,0.21715799999999874,0.0,14.048957827050817,13.60924923305972,-0.0,13.829103530055267,,,,,,,,,,,0.0,58.26409133965116,0.0,0.0,20.838463593569813,21.022986530647685,21.206338895682805,21.07799224015822
2023-07-22 01:45:00,16.24,0.0,0.0,0.0,15.34,0.0,,0.12,,32.71,0.51,0.0,20.54,5.99,55.97,,,238.0,,0.0,,13.4,55.95,,0.0,32.0,,0.0,12.8,0.0,31.28,,,3.86,13.4,,,0.0,0.0,,,,"[32.01014556869279, 32.208723481300126, 32.41461689031737, 32.61512497867603]","[13.572193341861421, 13.936311025670657, 14.329771194447524, 14.727286229254963, 15.124951085120697, 15.522533598070922, 15.918116508188103, 16.278481937551486]",,,0.0,,0.21340799999999877,0.0,13.829103530055267,13.450954316538667,-0.0,13.640028923296967,,,,,,,,,,,0.0,58.26409133965116,0.0,0.0,20.76023354359972,20.944676765698635,21.127912318123684,20.999647431426148
2023-07-22 02:00:00,16.3,0.0,0.0,0.0,15.19,0.0,,0.12,,32.7,0.5,0.0,20.43,5.99,55.96,,,237.97,,0.0,,13.43,55.94,,0.0,32.0,,0.0,12.9,0.0,31.2,,,3.88,13.15,,,0.0,0.0,,,,"[31.97206452142794, 32.16906580032111, 32.374358195391366, 32.57356038222829]","[13.600334070267946, 13.95891951292228, 14.350287945857612, 14.746412230180768, 15.142738317193308, 15.538950801820604, 15.932660648322972, 16.28708680665516]",,,0.0,,0.20965799999999876,0.0,13.640028923296967,13.208188961688474,-0.0,13.42410894249272,,,,,,,,,,,0.0,58.26409133965116,0.0,0.0,20.679368709300483,20.863624072745885,21.046584341153714,20.91851215326823
2023-07-22 02:15:00,16.3,0.0,0.0,0.0,15.05,0.0,,0.12,,32.7,0.51,0.0,20.32,5.99,55.94,,,238.37,,0.0,,13.4,55.86,,0.0,32.0,,0.0,12.9,0.0,31.2,,,3.86,13.0,,,0.0,0.0,,,,"[31.933736717173026, 32.12917462199699, 32.333862835453736, 32.53177122047909]","[13.627934107172345, 13.98112488346762, 14.370376747245773, 14.765105575929367, 15.160096082358251, 15.554935656785837, 15.946729682635043, 16.295382611365376]",,,0.0,,0.20590799999999876,0.0,13.42410894249272,13.050361229374811,-0.0,13.237235085933765,,,,,,,,,,,0.0,58.26409133965116,0.0,0.0,20.59744340865571,20.781623161442,20.964472631621494,20.836478002495845
