Displayname,Kalt Oben,HM10_Vpkt,HM1_Vpkt,WP_COP,AMB_T2,INV_P_IN,HM10_T_SUP,Bat_Pel,WP_sek_T_RET,Warm Oben,INV_I_OUT,INV_I_IN,Zone_T,PVT_U,PVT_U_SCC,WP_Pel,HM4_T_RET,INV_U_OUT,WP_prim_T_SUP,PVT_Pel,HM10_T_RET,Kalt Unten,BAT_U,HM4_T_SUP,PVT_I,Warm Unten,WP_prim_T_RET,Pyr_hor,KS_T,HM4_Vpkt,WS_T,HM1_T_SUP,HM1_T_RET,INV_U_IN,AMB_T,WP_Qpkt,WP_sek_T_SUP,Pyr_ver,Bat_I,HM1_Qpkt,HM4_Qpkt,HM4_B,WS_theta,KS_theta,TABS_theta_in,TABS_theta_out,TABS_Vpkt,TABS_Qpkt,BAT_SOC,s_PVT_Pel,PVT_theta_in,PVT_theta_out,PVT_Qpkt,PVT_theta_cell,s_WP_COP,s_WP_Pel,s_WP_Qdot_prim,s_WP_Qdot_sec,s_WP_prim_theta_in,s_WP_prim_theta_out,s_WP_sek_theta_in,s_WP_sek_theta_out,s_WP_prim_Vpkt,s_WP_sek_Vpkt,sun_h,sun_az,i_dif,i_dir,s_B_theta_m,s_B_theta_s,s_B_theta_air,s_B_theta_operativ
2023-07-18 00:00:00,16.7,0.0,0.0,0.0,19.76,0.0,,0.13,,33.79,0.55,0.0,22.81,5.98,56.66,,,238.1,,0.0,,15.25,56.64,,0.0,33.26,,0.0,14.6,0.0,32.5,,,4.0,17.3,,,0.0,0.0,,,,"[33.26, 33.43666666666667, 33.61333333333333, 33.79]","[15.25, 15.457142857142857, 15.664285714285715, 15.871428571428572, 16.07857142857143, 16.285714285714285, 16.492857142857144, 16.7]",,,0.0,,0.5350095000000009,0.0,20.0,17.62061412926778,-0.0,18.81030706463389,,,,,,,,,,,0.0,303.2473080012554,0.0,0.0,22.81,22.947903023751568,23.134229193627487,23.003800874714344
2023-07-18 00:15:00,16.74,0.0,0.0,0.0,19.33,0.0,,0.13,,33.76,0.55,0.0,22.74,5.98,56.66,,,238.07,,0.0,,15.26,56.6,,0.0,33.21,,0.0,14.6,0.0,32.5,,,4.0,17.1,,,0.0,0.0,,,,"[33.225391600733495, 33.400628054076236, 33.576825589093545, 33.75232625912886]","[15.27796902859201, 15.481983488541493, 15.688027944221108, 15.894475445377592, 16.100922937398973, 16.307369795496903, 16.51377266298308, 16.717122837046126]",,,0.0,,0.530947000000001,0.0,18.81030706463389,17.303092077891897,-0.0,18.056699571262893,,,,,,,,,,,0.0,303.2473080012554,0.0,0.0,22.75828290406549,22.944616485003476,23.13062212848095,23.00041817804672
2023-07-18 00:30:00,16.79,0.0,0.0,0.0,18.91,0.0,,0.13,,33.75,0.55,0.0,22.65,5.99,56.63,,,238.3,,0.0,,15.35,56.55,,0.0,33.24,,0.0,14.6,0.0,32.44,,,4.0,16.95,,,0.0,0.0,,,,"[33.19059236272984, 33.36441108668864, 33.54013575573587, 33.71448142499656]","[15.305499486512227, 15.506461682970953, 15.711394196143907, 15.917142866976134, 16.12289730152319, 16.3286492725425, 16.534272875376296, 16.733943716580022]",,,0.0,,0.5268845000000009,0.0,18.056699571262893,17.081416118296836,-0.0,17.569057844779863,,,,,,,,,,,0.0,303.2473080012554,0.0,0.0,22.705058243767077,22.89128433620654,23.07713246835767,22.94703877585188
2023-07-18 00:45:00,16.77,0.0,0.0,0.0,18.5,0.0,,0.12,,33.71,0.55,0.0,22.56,5.99,56.62,,,238.25,,0.0,,15.31,56.55,,0.0,33.21,,0.0,14.6,0.0,32.4,,,4.0,16.7,,,0.0,0.0,,,,"[33.15560297105199, 33.32801630693302, 33.50326449792865, 33.676466030822134]","[15.332593940548428, 15.53057740459475, 15.734385878598488, 15.939432192850314, 16.144495761784658, 16.349553430330307, 16.55436134427465, 16.75046199956473]",,,0.0,,0.523134500000001,0.0,17.569057844779863,16.803197120069417,-0.0,17.186127482424638,,,,,,,,,,,0.0,303.2473080012554,0.0,0.0,22.648815240729917,22.834826127015138,23.020358900711585,22.89048595912407
2023-07-18 01:00:00,16.78,0.0,0.0,0.0,18.18,0.0,,0.12,,33.72,0.53,0.0,22.45,5.99,56.62,,,238.44,,0.0,,15.26,56.55,,0.0,33.12,,0.0,14.67,0.0,32.4,,,4.0,16.25,,,0.0,0.0,,,,"[33.12035708695458, 33.2913768691308, 33.4661453345027, 33.63821358752514]","[15.35918825651205, 15.554262576639063, 15.756937236020363, 15.961277636275675, 16.16565241182675, 16.370015889331338, 16.5739743905381, 16.766610455464864]",,,0.0,,0.5193845000000009,0.0,17.186127482424638,16.361161369504153,-0.0,16.773644425964395,,,,,,,,,,,0.0,57.036444898466826,0.0,0.0,22.58653238750412,22.772112635838724,22.957014361974682,22.82758315367951
2023-07-18 01:15:00,16.79,0.0,0.0,0.0,18.03,0.0,,0.12,,33.7,0.55,0.0,22.36,6.0,56.61,,,238.43,,0.0,,15.34,56.56,,0.0,33.1,,0.0,14.7,0.0,32.37,,,4.0,16.0,,,0.0,0.0,,,,"[33.08492263413135, 33.254560930455, 33.42884629148979, 33.59979187084667]","[15.385351766011405, 15.57758563943114, 15.779116975275874, 15.982747905646484, 16.18643583771013, 16.390104812574034, 16.593182721278644, 16.782455438643076]",,,0.0,,0.5156345000000009,0.0,16.773644425964395,16.09186716073831,-0.0,16.432755793351355,,,,,,,,,,,0.0,57.036444898466826,0.0,0.0,22.521370135428022,22.706745084230153,22.891345968861206,22.762125349619467
2023-07-18 01:30:00,16.77,0.0,0.0,0.0,17.83,0.0,,0.13,,33.66,0.54,0.0,22.27,5.99,56.59,,,238.27,,0.0,,15.32,56.56,,0.0,33.07,,0.0,14.7,0.0,32.3,,,4.0,15.75,,,0.0,0.0,,,,"[33.04930028852012, 33.21756902987411, 33.39136802343611, 33.56120140932905]","[15.411086902010885, 15.600546718323532, 15.800926430938073, 16.00384433907142, 16.206847253735795, 16.409821037783512, 16.611989577166273, 16.797996490862303]",,,0.0,,0.5115720000000009,0.0,16.432755793351355,15.831074501551061,-0.0,16.13191514745121,,,,,,,,,,,0.0,57.036444898466826,0.0,0.0,22.453372651685505,22.63854545005075,22.82285010779361,22.693836847373607
2023-07-18 01:45:00,16.8,0.0,0.0,0.0,17.61,0.0,,0.13,,33.64,0.54,0.0,22.18,5.99,56.59,,,238.2,,0.0,,15.36,56.55,,0.0,33.06,,0.0,14.7,0.0,32.3,,,4.0,15.5,,,0.0,0.0,,,,"[33.013490723293756, 33.18040170545237, 33.35371118181373, 33.52244273020317]","[15.436396055869407, 15.623145988018214, 15.822366915698378, 16.024568268294015, 16.226887867061652, 16.429165438557174, 16.63039810101461, 16.81323320910559]",,,0.0,,0.507509500000001,0.0,16.13191514745121,15.575037379544888,-0.0,15.853476263498049,,,,,,,,,,,0.0,57.036444898466826,0.0,0.0,22.38258342597871,22.567557174698578,22.75157014938622,22.622761067104868
2023-07-18 02:00:00,16.81,0.0,0.0,0.0,17.36,0.0,,0.12,,33.62,0.54,0.0,22.09,6.0,56.59,,,238.1,,0.0,,15.39,56.55,,0.0,33.02,,0.0,14.7,0.0,32.27,,,4.0,15.2,,,0.0,0.0,,,,"[32.977494608876334, 33.14305949433829, 33.31587641504521, 33.483516359386485]","[15.461281578799358, 15.645383670106217, 15.843439721686122, 16.04492101848777, 16.246558878319732, 16.448138921762798, 16.648411342202994, 16.828165243170076]",,,0.0,,0.5037595000000009,0.0,15.853476263498049,15.277597675266147,-0.0,15.565536969382098,,,,,,,,,,,0.0,57.036444898466826,0.0,0.0,22.308278329445415,22.49300139853581,22.676647032703613,22.548095088786148
2023-07-18 02:15:00,16.8,0.0,0.0,0.0,17.22,0.0,,0.12,,33.6,0.54,0.0,22.0,6.0,56.59,,,238.0,,0.0,,15.37,56.55,,0.0,32.94,,0.0,14.7,0.0,32.2,,,4.0,14.9,,,0.0,0.0,,,,"[32.94131261295898, 33.1055429327534, 33.277864368527965, 33.444422821481126]","[15.485745783263795, 15.667260030724242, 15.864146121707726, 16.06490390808498, 16.26586148217534, 16.466742425089812, 16.666032260885892, 16.842792293368035]",,,0.0,,0.5000095000000009,0.0,15.565536969382098,14.979029835531096,-0.0,15.272283402456598,,,,,,,,,,,0.0,57.036444898466826,0.0,0.0,22.230511292131915,22.414987526775068,22.598271455070094,22.469972705263572
