Displayname,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,ODC----HOR-MEA.GLIR-CALC,STO.H---W.H-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,GEN.HC-HP--R410a--CALC.POW.H-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,STO.EL-SCC----CALC.POW.EL-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,GEN.EL-PV----MEA.VOLT-,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,STO.EL-INV---IN-MEA.CUR-,STO.C---W.C-BOT-MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ODC---AIR.OD--CALC.T-,Kalt_unten------,GEN.H-HP--W.H-RET-MEA.T-,WS.DWD-----MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,Warm_unten------,GEN.H--MTR.H-W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.C-HP--BRINE-SUP-CALC.T-,STO.EL-SCC---IN-MEA.CUR-,ZONE---AIR.ID--MEA.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,GEN.HC-HP--R410a--CALC.COP.virt-,STO.EL-SCC----MEA.VOLT-,GEN.EL-PV----MEA.CUR-,STO.EL-INV----MEA.VOLT-,STO.EL-INV---OUT-MEA.VOLT-,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-INV---IN-MEA.POW.EL-,GEN.H-HP--W.H-SUP-MEA.T-,Warm_oben------,STO.EL-INV---IN-MEA.VOLT-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022-03-14 00:00:00,16.0,28.5,0.0,24.48,,0.0,2.0,0.0,25.83,4.87,0.0,0.0,14.6,0.12,,9.38,15.11,,8.7,,25.67,,0.0,,0.0,20.23,,0.55,0.0,56.48,0.0,56.39,238.1,2.0,0.0,,29.08,3.0,43.2
2022-03-14 00:05:00,16.01,28.21,0.0,24.5,,0.0,0.0,0.0,25.12,4.86,0.0,0.0,14.6,0.15,,9.4,15.12,,,,,,0.0,,0.0,20.28,,0.62,0.0,56.48,0.0,56.4,238.3,0.0,0.0,,29.01,3.0,188.5
2022-03-14 00:10:00,16.01,28.58,0.0,24.53,,0.0,0.0,0.0,25.92,4.84,0.0,0.0,14.6,0.16,,9.49,15.13,,8.5,,,,0.0,,0.0,20.32,,0.64,0.0,56.5,0.0,56.46,238.0,0.0,0.0,,28.94,3.0,310.4
2022-03-14 00:15:00,16.01,,0.0,24.6,,0.0,0.0,0.0,,4.83,0.0,0.0,14.6,0.12,,9.59,15.11,,,,,,0.0,,0.0,20.36,,0.53,0.0,56.5,0.0,56.47,238.3,0.0,0.0,,28.74,3.0,-0.8
2022-03-14 00:20:00,16.05,27.83,0.0,24.61,,0.0,0.0,0.0,24.87,4.82,0.0,0.0,14.6,0.15,,9.71,15.13,,8.8,,,,0.0,,0.0,20.4,,0.62,0.0,56.5,0.0,56.46,238.6,0.0,0.0,,28.68,3.0,200.9
2022-03-14 00:25:00,16.04,28.21,0.0,24.7,,0.0,0.0,0.0,25.67,4.81,0.0,0.0,14.6,0.15,,9.81,15.13,,,,,,0.0,,0.0,20.44,,0.66,0.0,56.5,0.0,56.47,237.9,0.0,0.0,,28.46,3.0,288.1
2022-03-14 00:30:00,16.03,,0.0,24.7,,0.0,0.0,0.0,,4.8,0.0,0.0,14.6,0.12,,9.93,15.12,,8.8,,,,0.0,,0.0,20.47,,0.55,0.0,56.5,0.0,56.47,238.1,0.0,0.0,,28.14,3.0,-0.7
2022-03-14 00:35:00,16.01,27.36,0.0,24.7,,0.0,0.0,0.0,24.67,4.79,0.0,0.0,14.6,0.16,,10.08,15.13,,,,,,0.0,,0.0,20.5,,0.62,0.0,56.5,0.0,56.47,238.0,0.0,0.0,,28.0,3.0,182.0
2022-03-14 00:40:00,16.05,27.52,0.0,24.7,,0.0,0.0,0.0,25.36,4.8,0.0,0.0,14.6,0.15,,10.25,15.13,,8.8,,,,0.0,,0.0,20.51,,0.62,0.0,56.5,0.0,56.47,237.8,0.0,0.0,,27.32,3.0,265.1
2022-03-14 00:45:00,16.02,,0.0,24.7,,0.0,0.0,0.0,,4.81,0.0,0.0,14.6,0.12,,10.41,15.14,,,,,,0.0,,0.0,20.52,,0.55,0.0,56.5,0.0,56.47,237.9,0.0,0.0,,26.72,3.0,-1.2
2022-03-14 00:50:00,16.06,26.55,0.0,24.7,,0.0,0.0,0.0,24.42,4.82,0.0,0.0,14.6,0.15,,10.53,15.11,,8.9,,,,0.0,,0.0,20.54,,0.66,0.0,56.5,0.0,56.47,238.4,0.0,0.0,,26.64,3.0,210.6
2022-03-14 00:55:00,16.09,26.43,0.0,24.68,,0.0,0.0,0.0,24.81,4.84,0.0,0.0,14.6,0.14,,10.67,15.13,,,,,,0.0,,0.0,20.57,,0.64,0.0,56.5,0.0,56.47,238.22,0.0,0.0,,26.29,3.0,282.44
2022-03-14 01:00:00,16.03,,0.0,24.6,,0.0,0.0,0.0,,4.87,0.0,0.0,14.6,0.14,,10.66,15.13,,8.6,,24.98,,0.0,,0.0,20.56,,0.54,0.0,56.5,0.0,56.47,238.0,0.0,0.0,,26.01,3.0,-0.86
2022-03-14 01:05:00,16.06,25.57,0.0,24.59,,0.0,0.0,0.0,23.98,4.89,0.0,0.0,14.6,0.15,,10.48,15.12,,,,,,0.0,,0.0,20.57,,0.64,0.0,56.5,0.0,56.47,237.7,0.0,0.0,,26.0,3.0,184.0
2022-03-14 01:10:00,16.04,25.73,0.0,24.47,,0.0,0.0,0.0,24.23,4.88,0.0,0.0,14.6,0.15,,10.37,15.12,,8.4,,,,0.0,,0.0,20.57,,0.59,0.0,56.5,0.0,56.47,238.3,0.0,0.0,,25.91,3.0,257.6
2022-03-14 01:15:00,16.08,,0.0,24.4,,0.0,0.0,0.0,,4.86,0.0,0.0,14.6,0.13,,10.3,15.13,,,,,,0.0,,0.0,20.57,,0.52,0.0,56.5,0.0,56.47,238.1,0.0,0.0,,25.91,3.0,-0.8
2022-03-14 01:20:00,16.05,25.12,0.0,24.33,,0.0,0.0,0.0,23.59,4.85,0.0,0.0,14.6,0.15,,10.3,15.13,,8.3,,,,0.0,,0.0,20.56,,0.62,0.0,56.5,0.0,56.47,238.0,0.0,0.0,,25.87,3.0,187.0
2022-03-14 01:25:00,16.06,25.45,0.0,24.16,,0.0,0.0,0.0,23.87,4.86,0.0,0.0,14.6,0.13,,10.3,15.12,,,,,,0.0,,0.0,20.53,,0.62,0.0,56.5,0.0,56.47,237.9,0.0,0.0,,25.85,3.0,265.5
2022-03-14 01:30:00,16.06,,0.0,24.01,,0.0,0.0,0.0,,4.86,0.0,0.0,14.6,0.12,,10.23,15.12,,9.2,,,,0.0,,0.0,20.5,,0.56,0.0,56.5,0.0,56.47,237.9,0.0,0.0,,25.83,3.0,-0.4
2022-03-14 01:35:00,16.05,24.91,0.0,23.98,,0.0,0.0,0.0,23.3,4.84,0.0,0.0,14.6,0.15,,10.07,15.13,,,,,,0.0,,0.0,20.48,,0.62,0.0,56.5,0.0,56.47,238.2,0.0,0.0,,25.85,3.0,205.6
2022-03-14 01:40:00,16.03,25.35,0.0,23.76,,0.0,0.0,0.0,23.68,4.82,0.0,0.0,14.6,0.15,,9.93,15.13,,9.3,,,,0.0,,0.0,20.44,,0.62,0.0,56.5,0.0,56.47,238.6,0.0,0.0,,25.78,3.0,291.4
2022-03-14 01:45:00,16.08,,0.0,23.6,,0.0,0.0,0.0,,4.84,0.0,0.0,14.6,0.12,,9.82,15.13,,,,,,0.0,,0.0,20.42,,0.5,0.0,56.5,0.0,56.47,238.1,0.0,0.0,,25.76,3.0,-0.8
2022-03-14 01:50:00,16.06,24.81,0.0,23.58,,0.0,0.0,0.0,23.15,4.87,0.0,0.0,14.6,0.15,,9.8,15.13,,9.1,,,,0.0,,0.0,20.38,,0.64,0.0,56.5,0.0,56.47,238.3,0.0,0.0,,25.75,3.0,188.8
2022-03-14 01:55:00,16.05,25.2,0.0,23.44,,0.0,0.0,0.0,23.61,4.9,0.0,0.0,14.6,0.15,,9.76,15.11,,,,,,0.0,,0.0,20.34,,0.61,0.0,56.5,0.0,56.46,238.2,0.0,0.0,,25.7,3.0,358.5
2022-03-14 02:00:00,16.1,,0.0,23.3,,0.0,0.0,0.0,,4.88,0.0,0.0,14.6,0.12,,9.66,15.12,,9.1,,23.95,,0.0,,0.0,20.31,,0.55,0.0,56.5,0.0,56.47,237.8,0.0,0.0,,25.62,3.0,-0.4
