Displayname,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,ODC----HOR-MEA.GLIR-CALC,STO.H---W.H-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,GEN.HC-HP--R410a--CALC.POW.H-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,STO.EL-SCC----CALC.POW.EL-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,GEN.EL-PV----MEA.VOLT-,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,STO.EL-INV---IN-MEA.CUR-,STO.C---W.C-BOT-MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ODC---AIR.OD--CALC.T-,Kalt_unten------,GEN.H-HP--W.H-RET-MEA.T-,WS.DWD-----MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,Warm_unten------,GEN.H--MTR.H-W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.C-HP--BRINE-SUP-CALC.T-,STO.EL-SCC---IN-MEA.CUR-,ZONE---AIR.ID--MEA.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,GEN.HC-HP--R410a--CALC.COP.virt-,STO.EL-SCC----MEA.VOLT-,GEN.EL-PV----MEA.CUR-,STO.EL-INV----MEA.VOLT-,STO.EL-INV---OUT-MEA.VOLT-,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-INV---IN-MEA.POW.EL-,GEN.H-HP--W.H-SUP-MEA.T-,Warm_oben------,STO.EL-INV---IN-MEA.VOLT-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2023-04-27 00:00:00,19.49,,0.0,22.5,,0.0,0.0,0.0,,6.04,0.0,0.0,17.8,0.12,,11.1,18.21,,8.7,,23.82,,0.0,,0.0,19.55,,0.5,0.0,56.5,0.0,56.46,238.8,7.4,0.0,,27.86,3.4,-0.7
2023-04-27 00:05:00,19.5,26.71,0.0,22.51,,0.0,0.0,0.0,23.93,6.04,0.0,0.0,17.8,0.13,,11.1,18.21,,,,,23.8,0.0,,0.0,19.58,11.25,0.56,0.0,56.48,0.0,56.39,238.6,14.5,0.0,,27.78,3.4,240.0
2023-04-27 00:10:00,19.49,27.16,0.0,22.68,,0.0,0.0,0.0,24.62,6.03,0.0,0.0,17.8,0.12,,11.1,18.24,,8.6,,,23.76,0.0,,0.0,19.62,11.96,0.52,0.0,56.47,0.0,56.38,239.0,38.0,0.0,,27.55,3.8,359.1
2023-04-27 00:15:00,19.5,,0.0,22.8,,0.0,0.0,0.0,,6.04,0.0,0.0,17.8,0.12,,11.1,18.23,,,,,,0.0,,0.0,19.67,,0.5,0.0,56.47,0.0,56.38,239.0,8.0,0.0,,27.2,3.4,-0.9
2023-04-27 00:20:00,19.5,26.22,0.0,22.8,,0.0,0.0,0.0,23.99,6.03,0.0,0.0,17.8,0.13,,11.1,18.23,,8.7,,,23.95,0.0,,0.0,19.72,11.88,0.56,0.0,56.47,0.0,56.38,239.0,10.6,0.0,,27.12,3.6,210.8
2023-04-27 00:25:00,19.51,26.43,0.0,22.94,,0.0,0.0,0.0,24.51,6.04,0.0,0.0,17.8,0.12,,11.04,18.25,,,,,23.61,0.0,,0.0,19.77,12.21,0.52,0.0,56.47,0.0,56.39,239.0,32.8,0.0,,26.65,3.6,266.5
2023-04-27 00:30:00,19.5,,0.0,23.0,,0.0,0.0,0.0,,6.03,0.0,0.0,17.8,0.12,,11.0,18.26,,8.6,,,,0.0,,0.0,19.81,,0.5,0.0,56.47,0.0,56.38,238.8,5.8,0.0,,26.22,3.8,-0.8
2023-04-27 00:35:00,19.52,25.56,0.0,23.0,,0.0,0.0,0.0,23.8,6.04,0.0,0.0,17.8,0.13,,11.0,18.28,,,,,23.53,0.0,,0.0,19.86,12.01,0.56,0.0,56.47,0.0,56.38,239.0,13.0,0.0,,26.11,3.5,208.9
2023-04-27 00:40:00,19.57,25.69,0.0,23.0,,0.0,0.0,0.0,24.21,6.04,0.0,0.0,17.8,0.12,,11.0,18.29,,8.6,,,23.01,0.0,,0.0,19.88,12.13,0.5,0.0,56.47,0.0,56.38,238.8,21.9,0.0,,25.59,3.9,124.5
2023-04-27 00:45:00,19.57,,0.0,23.0,,0.0,0.0,0.0,,6.04,0.0,0.0,17.8,0.12,,11.0,18.28,,,,,,0.0,,0.0,19.9,,0.5,0.0,56.47,0.0,56.39,238.9,4.6,0.0,,25.31,3.7,-0.8
