Displayname,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,ODC----HOR-MEA.GLIR-CALC,STO.H---W.H-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,GEN.HC-HP--R410a--CALC.POW.H-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,STO.EL-SCC----CALC.POW.EL-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,GEN.EL-PV----MEA.VOLT-,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,STO.EL-INV---IN-MEA.CUR-,STO.C---W.C-BOT-MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ODC---AIR.OD--CALC.T-,Kalt_unten------,GEN.H-HP--W.H-RET-MEA.T-,WS.DWD-----MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,Warm_unten------,GEN.H--MTR.H-W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.C-HP--BRINE-SUP-CALC.T-,STO.EL-SCC---IN-MEA.CUR-,ZONE---AIR.ID--MEA.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,GEN.HC-HP--R410a--CALC.COP.virt-,STO.EL-SCC----MEA.VOLT-,GEN.EL-PV----MEA.CUR-,STO.EL-INV----MEA.VOLT-,STO.EL-INV---OUT-MEA.VOLT-,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-INV---IN-MEA.POW.EL-,GEN.H-HP--W.H-SUP-MEA.T-,Warm_oben------,STO.EL-INV---IN-MEA.VOLT-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022-06-19 00:00:00,29.82,27.1,0.0,46.32,,0.0,7.2,0.0,29.33,4.74,0.0,0.0,27.2,0.12,,26.7,27.59,,24.7,,46.53,,0.0,,0.0,31.94,,0.5,0.0,56.57,0.0,56.56,238.0,4.0,0.0,,47.0,4.0,224.1
2022-06-19 00:05:00,30.01,27.14,0.0,46.0,,0.0,4.0,0.0,29.15,4.69,0.0,0.0,27.2,0.12,,26.82,27.62,,,,,,0.0,,0.0,31.82,,0.5,0.0,56.59,0.0,56.55,237.9,4.0,0.0,,46.91,4.0,225.6
2022-06-19 00:10:00,30.0,27.17,0.0,45.96,,0.0,4.0,0.0,29.0,4.67,0.0,0.0,27.2,0.12,,26.96,27.68,,24.5,,,,0.0,,0.0,31.7,,0.52,0.0,56.59,0.0,56.55,237.8,4.0,0.0,,46.85,4.0,227.8
2022-06-19 00:15:00,29.97,27.23,0.0,45.9,,0.0,4.0,0.0,28.93,4.69,0.0,0.0,27.2,0.12,,27.0,27.69,,,,,,0.0,,0.0,31.58,,0.5,0.0,56.59,0.0,56.55,238.0,1.2,0.0,,46.81,4.0,228.3
2022-06-19 00:20:00,29.9,27.3,0.0,45.9,,0.0,2.0,0.0,28.85,4.72,0.0,0.0,27.28,0.12,,27.0,27.74,,24.4,,,,0.0,,0.0,31.47,,0.5,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.81,4.0,229.6
2022-06-19 00:25:00,29.82,27.31,0.0,45.87,,0.0,0.0,0.0,28.8,4.76,0.0,0.0,27.43,0.12,,26.98,27.87,,,,,,0.0,,0.0,31.35,,0.5,0.0,56.59,0.0,56.56,237.8,0.0,0.0,,46.8,4.0,230.9
2022-06-19 00:30:00,29.79,27.39,0.0,45.8,,0.0,0.0,0.0,28.72,4.8,0.0,0.0,27.63,0.12,,26.83,28.04,,23.7,,,,0.0,,0.0,31.23,,0.5,0.0,56.6,0.0,56.55,237.9,0.0,0.0,,46.8,4.0,231.5
2022-06-19 00:35:00,29.74,27.49,0.0,45.8,,0.0,0.0,0.0,28.71,4.84,0.0,0.0,27.92,0.12,,26.64,28.32,,,,,,0.0,,0.0,31.12,,0.52,0.0,56.59,0.0,56.56,238.0,0.0,0.0,,46.8,4.0,231.5
2022-06-19 00:40:00,29.69,27.62,0.0,45.8,,0.0,0.0,0.0,28.7,4.87,0.0,0.0,28.29,0.12,,26.47,28.69,,23.5,,,,0.0,,0.0,31.01,,0.5,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.8,4.0,231.8
2022-06-19 00:45:00,29.63,27.83,0.0,45.8,,0.0,0.0,0.0,28.7,4.89,0.0,0.0,28.66,0.12,,26.29,29.08,,,,,,0.0,,0.0,30.92,,0.5,0.0,56.59,0.0,56.56,238.0,0.0,0.0,,46.79,4.0,231.5
2022-06-19 00:50:00,29.6,28.14,0.0,45.76,,0.0,0.0,0.0,28.77,4.92,0.0,0.0,28.84,0.12,,26.1,29.27,,23.8,,,,0.0,,0.0,30.81,,0.5,0.0,56.59,0.0,56.57,238.0,0.0,0.0,,46.78,4.0,230.1
2022-06-19 00:55:00,29.56,28.52,0.0,45.7,,0.0,0.0,0.0,28.89,4.94,0.0,0.0,28.9,0.12,,25.94,29.39,,,,,,0.0,,0.0,30.71,,0.5,0.0,56.59,0.0,56.55,237.78,0.0,0.0,,46.77,4.0,228.67
2022-06-19 01:00:00,29.53,28.81,0.0,45.7,,0.0,0.0,0.0,29.01,4.95,0.0,0.0,28.9,0.12,,25.79,29.39,,23.4,,46.32,,0.0,,0.0,30.6,,0.5,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.77,4.0,226.29
2022-06-19 01:05:00,29.53,28.94,0.0,45.7,,0.0,0.0,0.0,29.14,4.96,0.0,0.0,28.9,0.12,,25.65,29.4,,,,,,0.0,,0.0,30.54,,0.5,0.0,56.59,0.0,56.55,237.9,0.0,0.0,,46.76,4.0,225.6
2022-06-19 01:10:00,29.53,29.0,0.0,45.7,,0.0,0.0,0.0,29.21,4.97,0.0,0.0,28.9,0.12,,25.48,29.4,,23.0,,,,0.0,,0.0,30.47,,0.5,0.0,56.59,0.0,56.56,238.0,0.0,0.0,,46.75,4.0,224.1
2022-06-19 01:15:00,29.57,29.0,0.0,45.67,,0.0,0.0,0.0,29.29,4.98,0.0,0.0,28.9,0.12,,25.34,29.4,,,,,,0.0,,0.0,30.41,,0.52,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.7,4.0,224.1
2022-06-19 01:20:00,29.61,29.04,0.0,45.6,,0.0,0.0,0.0,29.3,4.98,0.0,0.0,28.9,0.12,,25.23,29.4,,22.9,,,,0.0,,0.0,30.35,,0.5,0.0,56.59,0.0,56.55,237.8,0.0,0.0,,46.7,4.0,223.9
2022-06-19 01:25:00,29.68,29.0,0.0,45.6,,0.0,0.0,0.0,29.3,4.98,0.0,0.0,28.9,0.12,,25.13,29.4,,,,,,0.0,,0.0,30.28,,0.5,0.0,56.59,0.0,56.55,237.9,0.0,0.0,,46.7,4.0,224.3
2022-06-19 01:30:00,29.7,29.02,0.0,45.6,,0.0,0.0,0.0,29.3,4.98,0.0,0.0,28.9,0.12,,25.04,29.41,,22.6,,,,0.0,,0.0,30.23,,0.5,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.7,4.0,224.0
2022-06-19 01:35:00,29.74,29.04,0.0,45.6,,0.0,0.0,0.0,29.33,4.98,0.0,0.0,28.9,0.12,,24.99,29.4,,,,,,0.0,,0.0,30.19,,0.5,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.7,4.0,223.8
2022-06-19 01:40:00,29.76,29.05,93.4,45.6,,0.0,0.0,0.0,29.32,4.98,0.0,0.0,28.9,0.12,,24.89,29.4,,22.4,,,,0.0,,0.0,30.13,,0.5,0.0,56.59,0.0,56.55,238.0,0.0,0.0,,46.7,4.0,223.6
2022-06-19 01:45:00,29.8,29.08,0.0,45.57,,0.0,0.0,0.0,29.3,4.98,0.0,0.0,28.9,0.12,,24.77,29.4,,,,,,0.0,,0.0,30.1,,0.5,0.0,56.59,0.0,56.56,238.0,0.0,0.0,,46.7,4.0,224.6
2022-06-19 01:50:00,29.8,29.06,0.0,45.5,,0.0,0.0,0.0,29.3,4.99,0.0,0.0,28.9,0.12,,24.64,29.41,,22.3,,,,0.0,,0.0,30.05,,0.5,0.0,56.58,0.0,56.55,238.0,0.0,0.0,,46.7,4.0,223.7
2022-06-19 01:55:00,29.8,29.08,0.0,45.5,,0.0,0.0,0.0,29.3,5.01,0.0,0.0,28.91,0.12,,24.5,29.4,,,,,,0.0,,0.0,30.01,,0.52,0.0,56.57,0.0,56.55,237.8,0.0,0.0,,46.7,4.0,223.6
2022-06-19 02:00:00,29.8,29.09,0.0,45.48,,0.0,0.0,0.0,29.3,5.02,0.0,0.0,29.0,0.14,,24.38,29.45,,21.9,,46.53,42.28,0.0,,0.0,29.96,40.5,0.58,0.0,56.56,0.0,56.55,237.8,361.8,0.0,,46.6,4.0,223.9
2022-06-19 02:05:00,29.8,29.06,0.0,45.38,,3.99,0.0,0.0,29.3,5.02,0.71,0.0,29.0,0.83,,24.24,29.44,46.26,,27.45,,45.78,0.0,30.22,0.0,29.93,48.34,3.52,4.79,56.22,0.0,56.2,236.9,611.9,0.0,48.64,46.63,4.5,224.1
2022-06-19 02:10:00,29.7,28.61,0.0,45.3,,4.15,0.0,0.0,29.26,5.04,0.8,0.0,28.55,0.92,,24.09,29.04,46.0,21.4,24.36,,46.08,0.0,27.85,0.0,29.89,51.46,3.9,4.91,56.06,0.0,56.03,237.1,632.6,0.0,51.15,48.15,4.4,224.5
2022-06-19 02:15:00,29.3,27.84,0.0,45.3,,4.17,0.0,0.0,29.04,5.05,0.8,0.0,27.76,0.9,,23.97,28.26,46.08,,23.81,,46.14,0.0,27.24,0.0,29.85,51.32,3.82,4.97,56.03,0.0,56.03,236.9,634.1,0.0,51.08,49.75,4.4,229.0
2022-06-19 02:20:00,28.87,27.17,0.0,45.43,,4.11,0.0,0.0,28.74,5.06,0.8,0.0,27.05,0.91,,23.85,27.58,46.16,21.6,23.31,,46.24,0.0,26.66,0.0,29.8,51.38,3.82,4.94,56.0,0.0,56.01,237.1,638.4,0.0,51.13,50.32,4.3,238.8
2022-06-19 02:25:00,28.38,26.48,112.67,46.37,21.56,4.15,184.5,0.0,28.34,5.06,0.8,0.0,26.4,0.92,30.46,23.71,26.95,46.45,,22.85,,46.54,0.0,26.15,0.0,29.74,51.7,3.85,4.97,55.99,0.0,55.95,237.2,631.6,0.0,51.46,50.64,4.5,257.0
2022-06-19 02:30:00,27.95,25.75,0.0,47.53,28.68,4.11,476.5,0.0,27.89,5.09,0.86,0.0,25.77,0.94,47.92,23.6,26.39,47.41,21.6,22.47,,47.54,0.0,25.65,0.0,29.68,52.64,3.98,4.82,55.96,0.0,55.95,237.2,613.5,0.0,52.39,49.5,4.9,280.3
2022-06-19 02:35:00,27.54,25.21,0.0,46.61,35.34,4.09,476.7,0.0,27.47,5.04,0.83,0.0,25.18,0.94,46.01,23.62,25.91,47.45,,22.12,,47.46,0.0,25.26,0.0,29.6,52.68,3.97,4.85,55.94,0.0,55.95,236.9,632.1,0.0,52.45,48.13,4.9,320.1
2022-06-19 02:40:00,27.23,24.71,0.0,45.97,36.46,4.13,476.8,0.0,26.94,4.91,0.8,0.0,24.74,0.93,45.59,23.79,25.43,46.78,21.3,21.73,,46.77,0.0,24.9,0.0,29.53,51.98,3.94,5.0,55.93,0.0,55.95,236.9,638.4,0.0,51.79,47.92,4.8,367.1
2022-06-19 02:45:00,26.89,24.22,0.0,45.61,36.95,4.14,477.0,0.0,26.39,4.79,0.8,0.0,24.35,0.91,45.42,23.95,25.02,46.42,,21.22,,46.44,0.0,24.5,0.0,29.44,51.58,3.83,5.06,55.91,0.0,55.88,237.2,634.4,0.0,51.41,47.89,4.8,369.7
2022-06-19 02:50:00,26.46,23.78,0.0,45.38,36.7,4.17,477.6,0.0,25.94,4.69,0.8,0.0,23.95,0.9,45.27,24.09,24.57,46.18,21.6,20.68,,46.17,0.0,24.08,0.0,29.33,51.37,3.82,5.13,55.89,0.0,55.86,236.9,640.6,0.0,51.2,47.71,5.0,369.9
2022-06-19 02:55:00,26.01,23.33,0.0,45.16,37.24,4.16,477.4,0.0,25.55,4.63,0.8,0.0,23.55,0.9,45.1,24.23,24.16,45.96,,20.17,,46.04,0.0,23.65,0.0,29.2,51.17,3.78,5.19,55.87,0.0,55.87,237.0,642.9,0.0,50.97,47.6,4.9,368.8
2022-06-19 03:00:00,25.59,22.86,0.0,44.98,37.25,4.16,476.2,0.0,25.12,4.58,0.8,0.0,23.12,0.89,44.98,24.36,23.7,45.78,22.0,19.69,44.81,45.83,0.0,23.21,0.0,29.06,51.01,3.8,5.22,55.84,0.0,55.86,236.9,645.7,0.0,50.79,47.54,5.0,369.2
2022-06-19 03:05:00,25.16,22.41,0.0,44.88,37.05,4.16,476.7,0.0,24.73,4.55,0.8,0.0,22.68,0.88,44.91,24.46,23.29,45.65,,19.27,,45.76,0.0,22.76,0.0,28.91,50.93,3.77,5.25,55.81,0.0,55.8,236.8,648.9,0.0,50.66,47.4,5.0,368.6
2022-06-19 03:10:00,24.76,21.95,0.0,44.78,36.63,4.17,477.9,0.0,24.38,4.54,0.8,0.0,22.25,0.88,44.81,24.56,22.85,45.53,22.2,18.83,,45.59,0.0,22.3,0.0,28.74,50.74,3.7,5.31,55.78,0.0,55.78,237.0,648.2,0.0,50.52,47.28,5.0,368.1
2022-06-19 03:15:00,24.34,21.48,0.0,44.66,36.6,4.17,475.4,0.0,23.97,4.54,0.8,0.0,21.82,0.87,44.63,24.69,22.42,45.38,,18.36,,45.45,0.0,21.85,0.0,28.57,50.67,3.66,5.33,55.76,0.0,55.78,236.9,647.8,0.0,50.41,47.11,4.9,368.3
2022-06-19 03:20:00,23.92,21.06,0.0,44.53,35.89,4.16,474.9,0.0,23.6,4.54,0.8,0.0,21.34,0.86,44.49,24.84,21.98,45.23,22.2,17.93,,45.32,0.0,21.38,0.0,28.38,50.46,3.64,5.36,55.72,0.0,55.7,236.9,646.9,0.0,50.21,46.97,5.0,367.9
2022-06-19 03:25:00,23.54,20.63,0.0,44.37,35.19,4.17,473.8,0.0,23.19,4.56,0.8,0.0,20.88,0.86,44.24,24.94,21.52,45.05,,17.47,,45.16,0.0,20.92,0.0,28.19,50.29,3.62,5.43,55.69,0.0,55.69,236.9,645.7,0.0,50.02,46.72,5.0,367.0
2022-06-19 03:30:00,23.14,20.15,0.0,44.14,34.5,4.2,473.6,0.0,22.8,4.6,0.8,0.0,20.4,0.86,43.92,25.05,21.11,44.82,22.6,17.05,,44.91,0.0,20.46,0.0,28.02,50.09,3.66,5.48,55.67,0.0,55.69,236.8,647.2,0.0,49.86,46.39,5.0,366.4
2022-06-19 03:35:00,22.77,19.73,0.0,43.88,34.44,4.29,473.4,0.0,22.42,4.64,0.8,0.0,19.98,0.9,43.64,25.1,20.74,44.58,,16.53,,44.62,0.0,19.98,0.0,27.83,49.78,3.8,5.41,55.63,0.0,55.61,237.0,659.6,0.0,49.62,46.13,5.0,366.8
2022-06-19 03:40:00,22.37,19.3,0.0,43.63,33.89,4.3,472.3,0.0,22.08,4.67,0.8,0.0,19.57,0.9,43.41,25.17,20.24,44.35,22.0,15.96,,44.38,0.0,19.56,0.0,27.64,49.54,3.78,5.4,55.59,0.0,55.61,237.0,672.5,0.0,49.34,45.92,4.8,366.4
