Displayname,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,ODC----HOR-MEA.GLIR-CALC,STO.H---W.H-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,GEN.HC-HP--R410a--CALC.POW.H-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,STO.EL-SCC----CALC.POW.EL-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,GEN.EL-PV----MEA.VOLT-,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,STO.EL-INV---IN-MEA.CUR-,STO.C---W.C-BOT-MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ODC---AIR.OD--CALC.T-,Kalt_unten------,GEN.H-HP--W.H-RET-MEA.T-,WS.DWD-----MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,Warm_unten------,GEN.H--MTR.H-W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.C-HP--BRINE-SUP-CALC.T-,STO.EL-SCC---IN-MEA.CUR-,ZONE---AIR.ID--MEA.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,GEN.HC-HP--R410a--CALC.COP.virt-,STO.EL-SCC----MEA.VOLT-,GEN.EL-PV----MEA.CUR-,STO.EL-INV----MEA.VOLT-,STO.EL-INV---OUT-MEA.VOLT-,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-INV---IN-MEA.POW.EL-,GEN.H-HP--W.H-SUP-MEA.T-,Warm_oben------,STO.EL-INV---IN-MEA.VOLT-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022-05-09 00:00:00,22.65,,0.0,20.1,,0.0,0.0,0.0,,4.71,0.0,0.0,21.5,0.12,,13.44,22.06,,,,21.07,,0.0,,0.0,22.86,,0.5,0.0,56.65,0.0,56.55,238.0,0.0,0.0,,21.6,3.0,-0.5
2022-05-09 00:05:00,22.66,,0.0,20.1,,0.0,0.0,0.0,,4.71,0.0,0.0,21.5,0.12,,13.28,22.04,,,,,,0.0,,0.0,22.78,,0.5,0.0,56.62,0.0,56.55,238.0,0.0,0.0,,21.6,3.0,-0.7
2022-05-09 00:10:00,22.66,,0.0,20.1,,0.0,0.0,0.0,,4.71,0.0,0.0,21.5,0.12,,13.16,22.03,,,,,,0.0,,0.0,22.69,,0.5,0.0,56.62,0.0,56.55,238.2,0.0,0.0,,21.62,3.0,-0.3
2022-05-09 00:15:00,22.67,,0.0,20.1,,0.0,0.0,0.0,,4.71,0.0,0.0,21.5,0.12,,13.04,22.01,,,,,,0.0,,0.0,22.6,,0.5,0.0,56.62,0.0,56.55,238.1,0.0,0.0,,21.61,3.0,-0.9
2022-05-09 00:20:00,22.64,,0.0,20.1,,0.0,0.0,0.0,,4.72,0.0,0.0,21.5,0.12,,13.0,22.03,,,,,,0.0,,0.0,22.52,,0.5,0.0,56.62,0.0,56.55,237.9,0.0,0.0,,21.6,3.0,-0.7
2022-05-09 00:25:00,22.64,,0.0,20.1,,0.0,0.0,0.0,,4.72,0.0,0.0,21.47,0.12,,12.91,22.01,,,,,,0.0,,0.0,22.44,,0.52,0.0,56.62,0.0,56.55,238.0,0.0,0.0,,21.62,3.0,-0.9
2022-05-09 00:30:00,22.67,,0.0,20.1,,0.0,0.0,0.0,,4.72,0.0,0.0,21.4,0.12,,12.84,22.02,,,,,,0.0,,0.0,22.35,,0.5,0.0,56.62,0.0,56.55,238.0,0.0,0.0,,21.61,3.0,-0.8
2022-05-09 00:35:00,22.68,,0.0,20.1,,0.0,0.0,0.0,,4.72,0.0,0.0,21.4,0.12,,12.79,21.99,,,,,,0.0,,0.0,22.27,,0.52,0.0,56.62,0.0,56.55,238.0,0.0,0.0,,21.6,3.0,-0.7
2022-05-09 00:40:00,22.67,,0.0,20.1,,0.0,0.0,0.0,,4.72,0.0,0.0,21.4,0.12,,12.65,22.02,,,,,,0.0,,0.0,22.19,,0.5,0.0,56.62,0.0,56.55,238.0,0.0,0.0,,21.6,3.0,-1.1
2022-05-09 00:45:00,22.64,,0.0,20.1,,0.0,0.0,0.0,,4.73,0.0,0.0,21.4,0.12,,12.49,22.0,,,,,,0.0,,0.0,22.11,,0.5,0.0,56.62,0.0,56.55,237.9,0.0,0.0,,21.6,3.0,-1.0
2022-05-09 00:50:00,22.67,,0.0,20.1,,0.0,0.0,0.0,,4.73,0.0,0.0,21.4,0.12,,12.34,21.98,,,,,,0.0,,0.0,22.02,,0.5,0.0,56.62,0.0,56.56,238.2,0.0,0.0,,21.62,3.0,-1.0
