,RG,IS,MM,DD,HH,N,WR,WG,t,p,x,RF,W,B,D,IK,A,E,IL,sun_az,sun_h
3555,12.0,1.0,5.0,29.0,4.0,4.0,170.0,2.0,15.3,1003.4,8.7,81.0,-1.0,0.0,0.0,9.0,326.0,-388.0,9.0,0.0,0.0
3556,12.0,1.0,5.0,29.0,5.0,5.0,340.0,2.0,16.0,1003.9,8.8,78.0,-1.0,3.0,25.0,9.0,331.0,-392.0,9.0,60.131577984389665,2.8244157572628286
3557,12.0,1.0,5.0,29.0,6.0,7.0,170.0,1.0,15.5,1004.2,9.2,84.0,17.0,0.0,39.0,9.0,365.0,-392.0,9.0,70.85746664585434,11.862599547705107
3558,12.0,1.0,5.0,29.0,7.0,7.0,180.0,1.0,16.6,1005.8,9.7,84.0,91.0,3.0,47.0,9.0,371.0,-398.0,9.0,81.40028533895749,21.503176779879276
3559,12.0,1.0,5.0,29.0,8.0,7.0,300.0,0.0,17.4,1006.0,10.3,84.0,81.0,3.0,92.0,9.0,376.0,-402.0,9.0,92.38990640944091,31.417249566457556
3560,12.0,1.0,5.0,29.0,9.0,8.0,10.0,1.0,18.1,1005.9,10.9,85.0,25.0,0.0,67.0,9.0,380.0,-406.0,9.0,104.73770364623677,41.23608640483214
3561,12.0,1.0,5.0,29.0,10.0,8.0,190.0,3.0,17.3,1007.0,10.6,87.0,63.0,0.0,64.0,9.0,376.0,-402.0,9.0,119.88677786153497,50.429857495466415
3562,12.0,1.0,5.0,29.0,11.0,8.0,210.0,3.0,17.3,1007.3,11.4,93.0,63.0,3.0,103.0,9.0,391.0,-403.0,9.0,140.0337258029786,58.070759310793996
3563,12.0,1.0,5.0,29.0,12.0,8.0,190.0,3.0,17.4,1007.5,11.3,92.0,63.0,3.0,131.0,9.0,348.0,-400.0,9.0,166.96433766811498,62.55170607420171
3564,12.0,1.0,5.0,29.0,13.0,8.0,190.0,3.0,17.5,1007.5,11.4,92.0,61.0,8.0,272.0,9.0,377.0,-403.0,9.0,197.3070240552187,62.175576789011075
3565,12.0,1.0,5.0,29.0,14.0,8.0,190.0,4.0,18.5,1007.4,11.5,88.0,60.0,6.0,269.0,9.0,357.0,-407.0,9.0,223.28096970735265,57.1162791709295
3566,12.0,1.0,5.0,29.0,15.0,8.0,180.0,4.0,18.9,1007.1,11.9,88.0,60.0,11.0,267.0,9.0,360.0,-409.0,9.0,242.55147230427863,49.16916902028563
3567,12.0,1.0,5.0,29.0,16.0,8.0,310.0,3.0,19.0,1007.1,11.2,83.0,60.0,0.0,94.0,9.0,386.0,-411.0,9.0,257.1775912074459,39.840667748204666
3568,12.0,1.0,5.0,29.0,17.0,8.0,350.0,2.0,18.4,1007.1,10.9,83.0,60.0,0.0,128.0,9.0,382.0,-408.0,9.0,269.2560116918379,29.981022776444707
3569,12.0,1.0,5.0,29.0,18.0,8.0,330.0,1.0,18.8,1006.8,11.1,83.0,21.0,0.0,50.0,9.0,385.0,-410.0,9.0,280.13350081268186,20.085566527178038
3570,12.0,1.0,5.0,29.0,19.0,8.0,310.0,2.0,18.0,1007.0,10.5,83.0,61.0,0.0,8.0,9.0,368.0,-405.0,9.0,290.6683734452667,10.511665308482595
3571,12.0,1.0,5.0,29.0,20.0,8.0,310.0,1.0,16.8,1007.0,10.3,87.0,60.0,0.0,6.0,9.0,373.0,-399.0,9.0,301.46277661085946,1.588553915556162
3572,12.0,1.0,5.0,29.0,21.0,8.0,70.0,1.0,16.4,1007.0,10.1,87.0,21.0,0.0,0.0,9.0,358.0,-396.0,9.0,0.0,0.0
3573,12.0,1.0,5.0,29.0,22.0,8.0,240.0,1.0,16.0,1007.5,10.1,90.0,2.0,0.0,0.0,9.0,368.0,-394.0,9.0,0.0,0.0
3574,12.0,1.0,5.0,29.0,23.0,8.0,150.0,2.0,15.7,1007.6,10.1,92.0,-1.0,0.0,0.0,9.0,354.0,-392.0,9.0,0.0,0.0
3575,12.0,1.0,5.0,29.0,24.0,8.0,220.0,1.0,15.4,1007.2,10.0,93.0,-1.0,0.0,0.0,9.0,352.0,-390.0,9.0,0.0,0.0
3576,12.0,1.0,5.0,30.0,1.0,8.0,150.0,1.0,15.2,1007.0,9.9,93.0,2.0,0.0,0.0,9.0,341.0,-388.0,9.0,0.0,0.0
3577,12.0,1.0,5.0,30.0,2.0,8.0,150.0,1.0,15.0,1006.7,9.7,93.0,-1.0,0.0,0.0,9.0,340.0,-387.0,9.0,0.0,0.0
3578,12.0,1.0,5.0,30.0,3.0,8.0,150.0,1.0,14.8,1006.7,9.7,93.0,-1.0,0.0,0.0,9.0,361.0,-388.0,9.0,0.0,0.0
3579,12.0,1.0,5.0,30.0,4.0,8.0,210.0,1.0,14.6,1006.0,9.7,94.0,-1.0,0.0,0.0,9.0,347.0,-386.0,9.0,0.0,0.0
3580,12.0,1.0,5.0,30.0,5.0,8.0,150.0,0.0,14.6,1005.7,9.6,93.0,60.0,0.0,3.0,9.0,337.0,-385.0,9.0,60.01047938307083,2.9281640109242866
3581,12.0,1.0,5.0,30.0,6.0,8.0,200.0,2.0,14.9,1005.7,9.9,95.0,63.0,0.0,14.0,9.0,343.0,-387.0,9.0,70.72649640288277,11.957304358274483
3582,12.0,1.0,5.0,30.0,7.0,8.0,300.0,1.0,14.8,1005.7,9.7,93.0,63.0,3.0,36.0,9.0,327.0,-385.0,9.0,81.25820426061566,21.592214252426054
3583,12.0,1.0,5.0,30.0,8.0,8.0,310.0,2.0,14.7,1005.6,9.6,93.0,63.0,0.0,69.0,9.0,355.0,-387.0,9.0,92.23386943198912,31.504864445442607
3584,12.0,1.0,5.0,30.0,9.0,8.0,360.0,2.0,15.0,1005.3,9.9,94.0,60.0,6.0,139.0,9.0,344.0,-388.0,9.0,104.56437078731173,41.32787618638938
3585,12.0,1.0,5.0,30.0,10.0,8.0,350.0,2.0,15.7,1005.5,10.1,92.0,61.0,3.0,183.0,9.0,347.0,-391.0,9.0,119.69653175931171,50.53347478187784
3586,12.0,1.0,5.0,30.0,11.0,8.0,320.0,3.0,16.2,1005.3,10.4,91.0,60.0,0.0,194.0,9.0,350.0,-394.0,9.0,139.84571987514693,58.19541748648025
3587,12.0,1.0,5.0,30.0,12.0,8.0,330.0,2.0,16.5,1005.1,10.3,89.0,58.0,6.0,294.0,9.0,344.0,-395.0,9.0,166.8429052996944,62.700951752416415
3588,12.0,1.0,5.0,30.0,13.0,8.0,320.0,3.0,17.2,1004.7,10.2,84.0,58.0,17.0,417.0,9.0,347.0,-399.0,9.0,197.31320040529548,62.33489839444885
3589,12.0,1.0,5.0,30.0,14.0,7.0,320.0,2.0,18.2,1004.5,10.3,80.0,21.0,19.0,439.0,9.0,351.0,-405.0,9.0,223.3722156805311,57.26776316906621
3590,12.0,1.0,5.0,30.0,15.0,7.0,350.0,3.0,18.7,1004.1,9.7,73.0,-1.0,42.0,403.0,9.0,384.0,-410.0,9.0,242.6662819138328,49.309784791315685
3591,12.0,1.0,5.0,30.0,16.0,8.0,350.0,3.0,19.0,1003.8,9.2,68.0,2.0,25.0,339.0,9.0,366.0,-410.0,9.0,257.29024786276557,39.97454759320679
3592,12.0,1.0,5.0,30.0,17.0,7.0,10.0,4.0,18.9,1003.4,9.2,68.0,-1.0,3.0,125.0,9.0,385.0,-411.0,9.0,269.35964125949687,30.112722987046244
3593,12.0,1.0,5.0,30.0,18.0,7.0,10.0,4.0,17.7,1003.2,9.3,74.0,-1.0,6.0,97.0,9.0,378.0,-404.0,9.0,280.22682458942705,20.218668092734184
3594,12.0,1.0,5.0,30.0,19.0,7.0,360.0,4.0,17.5,1003.1,9.2,74.0,2.0,0.0,64.0,9.0,365.0,-402.0,9.0,290.75092717176,10.648801329054201
3595,12.0,1.0,5.0,30.0,20.0,7.0,10.0,3.0,16.6,1003.4,9.0,77.0,-1.0,0.0,6.0,9.0,359.0,-397.0,9.0,301.53322328603645,1.7314982210623564
3596,12.0,1.0,5.0,30.0,21.0,7.0,360.0,4.0,15.6,1003.5,8.8,80.0,-1.0,0.0,0.0,9.0,365.0,-392.0,9.0,0.0,0.0
3597,12.0,1.0,5.0,30.0,22.0,7.0,340.0,3.0,15.0,1003.8,8.7,82.0,-1.0,0.0,0.0,9.0,362.0,-389.0,9.0,0.0,0.0
3598,12.0,1.0,5.0,30.0,23.0,8.0,360.0,3.0,14.4,1003.3,8.3,82.0,-1.0,0.0,0.0,9.0,358.0,-386.0,9.0,0.0,0.0
3599,12.0,1.0,5.0,30.0,24.0,8.0,360.0,3.1,14.2,1003.6,8.3,83.0,0.0,0.0,0.0,9.0,323.0,-382.0,9.0,0.0,0.0
3600,12.0,1.0,5.0,31.0,1.0,8.0,350.0,2.0,14.0,1003.0,8.3,84.0,-1.0,0.0,0.0,9.0,356.0,-384.0,9.0,0.0,0.0
3601,12.0,1.0,5.0,31.0,2.0,7.0,340.0,2.0,14.0,1002.6,8.3,84.0,-1.0,0.0,0.0,9.0,356.0,-384.0,9.0,0.0,0.0
3602,12.0,1.0,5.0,31.0,3.0,8.0,350.0,3.0,13.7,1002.0,8.2,84.0,-1.0,0.0,0.0,9.0,354.0,-382.0,9.0,0.0,0.0
3603,12.0,1.0,5.0,31.0,4.0,7.0,350.0,3.0,13.7,1001.9,8.0,83.0,-1.0,0.0,0.0,9.0,341.0,-381.0,9.0,0.0,0.0
3604,12.0,1.0,5.0,31.0,5.0,8.0,10.0,3.0,13.6,1001.9,8.1,84.0,-1.0,3.0,3.0,9.0,354.0,-381.0,9.0,59.892151923358426,3.026133274542662
3605,12.0,1.0,5.0,31.0,6.0,8.0,350.0,2.0,13.5,1001.9,8.1,84.0,-1.0,0.0,8.0,9.0,353.0,-381.0,9.0,70.59871008900022,12.046401728647146
3606,12.0,1.0,5.0,31.0,7.0,8.0,350.0,2.0,13.5,1001.9,8.3,87.0,60.0,0.0,22.0,9.0,370.0,-382.0,9.0,81.11965602223131,21.67573123300997
3607,12.0,1.0,5.0,31.0,8.0,8.0,360.0,3.0,13.7,1002.1,8.4,86.0,21.0,0.0,33.0,9.0,354.0,-382.0,9.0,92.08165725358135,31.586929785794144
3608,12.0,1.0,5.0,31.0,9.0,8.0,350.0,3.0,13.7,1002.0,8.4,86.0,10.0,0.0,50.0,9.0,354.0,-382.0,9.0,104.39500363103164,41.41393973580007
3609,12.0,1.0,5.0,31.0,10.0,8.0,360.0,4.0,13.8,1002.2,8.1,83.0,21.0,0.0,58.0,9.0,333.0,-381.0,9.0,119.50989068290116,50.631028112526735
3610,12.0,1.0,5.0,31.0,11.0,8.0,360.0,5.0,13.8,1002.3,8.0,82.0,21.0,3.0,108.0,9.0,342.0,-382.0,9.0,139.65958911753125,58.313616167442525
3611,12.0,1.0,5.0,31.0,12.0,8.0,10.0,5.0,14.2,1002.1,7.9,78.0,-1.0,3.0,139.0,9.0,357.0,-385.0,9.0,166.71953303038092,62.84369431383712
3612,12.0,1.0,5.0,31.0,13.0,8.0,360.0,4.0,14.6,1001.8,8.1,78.0,2.0,3.0,161.0,9.0,376.0,-388.0,9.0,197.31366814985043,62.48839609777895
3613,12.0,1.0,5.0,31.0,14.0,8.0,20.0,5.0,14.8,1001.9,8.0,76.0,-1.0,0.0,103.0,9.0,377.0,-389.0,9.0,223.45629430462037,57.41440214883032
3614,12.0,1.0,5.0,31.0,15.0,8.0,360.0,4.0,15.1,1001.7,8.4,79.0,-1.0,0.0,119.0,9.0,379.0,-391.0,9.0,242.77401061747474,49.44632127319295
3615,12.0,1.0,5.0,31.0,16.0,8.0,350.0,5.0,14.7,1001.5,8.1,78.0,-1.0,3.0,69.0,9.0,376.0,-388.0,9.0,257.3963618234229,40.10478406603581
3616,12.0,1.0,5.0,31.0,17.0,8.0,10.0,5.0,14.5,1001.3,8.1,79.0,21.0,3.0,39.0,9.0,375.0,-387.0,9.0,269.4572662446162,30.240938191442144
3617,12.0,1.0,5.0,31.0,18.0,8.0,350.0,4.0,14.5,1001.4,8.0,78.0,63.0,0.0,19.0,9.0,354.0,-386.0,9.0,280.3145806263051,20.348228763087285
3618,12.0,1.0,5.0,31.0,19.0,8.0,350.0,3.0,13.8,1001.4,8.6,88.0,61.0,0.0,11.0,9.0,327.0,-380.0,9.0,290.828266381026,10.782169321840467
3619,12.0,1.0,5.0,31.0,20.0,8.0,350.0,2.8,13.8,1001.6,8.8,91.0,60.0,0.0,0.0,9.0,331.0,-380.0,9.0,301.5987858733048,1.8703052322878255
3620,12.0,1.0,5.0,31.0,21.0,8.0,340.0,2.4,13.6,1001.6,8.8,91.0,60.0,0.0,0.0,9.0,331.0,-380.0,9.0,0.0,0.0
3621,12.0,1.0,5.0,31.0,22.0,8.0,340.0,2.3,13.6,1001.4,8.7,91.0,60.0,0.0,0.0,9.0,370.0,-382.0,9.0,0.0,0.0
3622,12.0,1.0,5.0,31.0,23.0,8.0,350.0,2.4,13.2,1000.9,8.6,89.0,60.0,0.0,0.0,9.0,370.0,-383.0,9.0,0.0,0.0
3623,12.0,1.0,5.0,31.0,24.0,8.0,360.0,2.5,12.6,1000.3,8.5,86.0,50.0,0.0,0.0,9.0,372.0,-384.0,9.0,0.0,0.0
3624,12.0,1.0,6.0,1.0,1.0,8.0,360.0,2.5,11.8,999.6,7.6,94.0,58.0,0.0,0.0,9.0,339.0,-367.0,9.0,0.0,0.0
3625,12.0,1.0,6.0,1.0,2.0,8.0,350.0,2.5,11.2,999.2,7.4,94.0,58.0,0.0,0.0,9.0,337.0,-365.0,9.0,0.0,0.0
3626,12.0,1.0,6.0,1.0,3.0,8.0,360.0,2.4,10.5,999.2,7.4,94.0,58.0,0.0,0.0,9.0,337.0,-365.0,9.0,0.0,0.0
3627,12.0,1.0,6.0,1.0,4.0,8.0,350.0,2.4,10.4,999.6,7.4,94.0,58.0,0.0,0.0,9.0,336.0,-364.0,9.0,0.0,0.0
3628,12.0,1.0,6.0,1.0,5.0,8.0,340.0,2.5,10.4,1000.2,7.3,94.0,21.0,0.0,8.0,9.0,352.0,-365.0,9.0,59.77667708683701,3.1183184706490628
3629,12.0,1.0,6.0,1.0,6.0,8.0,350.0,3.0,10.0,1001.0,7.2,94.0,21.0,0.0,44.0,9.0,351.0,-364.0,9.0,70.47419966242013,12.129895924427231
3630,12.0,1.0,6.0,1.0,7.0,8.0,340.0,3.0,10.4,1002.1,7.3,94.0,10.0,0.0,122.0,9.0,353.0,-366.0,9.0,80.9847475977371,21.75374015119554
3631,12.0,1.0,6.0,1.0,8.0,7.0,350.0,3.0,11.4,1003.6,7.7,92.0,21.0,22.0,250.0,9.0,341.0,-370.0,9.0,91.93339961914796,31.66346409275159
3632,12.0,1.0,6.0,1.0,9.0,7.0,340.0,3.0,12.9,1004.6,7.9,85.0,-1.0,94.0,333.0,9.0,350.0,-378.0,9.0,104.22976756103152,41.494297571523994
3633,12.0,1.0,6.0,1.0,10.0,7.0,350.0,3.0,13.9,1005.6,7.5,77.0,2.0,61.0,281.0,9.0,356.0,-383.0,9.0,119.32707260041332,50.72253143356213
3634,12.0,1.0,6.0,1.0,11.0,7.0,350.0,2.0,13.9,1006.5,7.2,74.0,-1.0,6.0,258.0,9.0,356.0,-383.0,9.0,139.47559880896563,58.4253462471095
3635,12.0,1.0,6.0,1.0,12.0,7.0,330.0,2.0,14.2,1007.3,7.3,73.0,-1.0,19.0,336.0,9.0,357.0,-385.0,9.0,166.5944204260462,62.97988723983355
3636,12.0,1.0,6.0,1.0,13.0,7.0,360.0,2.0,15.3,1007.9,7.1,66.0,2.0,8.0,303.0,9.0,364.0,-391.0,9.0,197.3084393743376,62.636005171425765
3637,12.0,1.0,6.0,1.0,14.0,7.0,10.0,2.0,15.0,1008.7,7.0,66.0,-1.0,6.0,292.0,9.0,362.0,-389.0,9.0,223.53313380461626,57.55613554288521
3638,12.0,1.0,6.0,1.0,15.0,7.0,310.0,2.0,16.3,1009.1,6.6,58.0,-1.0,117.0,436.0,9.0,370.0,-396.0,9.0,242.87459157139463,49.57872014029236
3639,12.0,1.0,6.0,1.0,16.0,6.0,220.0,2.0,17.3,1009.1,6.5,54.0,-1.0,328.0,233.0,9.0,354.0,-400.0,9.0,257.49588628052925,40.23131594006608
3640,12.0,1.0,6.0,1.0,17.0,4.0,230.0,2.0,17.9,1009.5,6.6,53.0,-1.0,178.0,161.0,9.0,346.0,-403.0,9.0,269.5488574466964,30.365602174825558
3641,12.0,1.0,6.0,1.0,18.0,3.0,210.0,2.0,16.7,1009.5,7.3,62.0,-1.0,139.0,119.0,9.0,333.0,-396.0,9.0,280.3967545749767,20.474177183378455
3642,12.0,1.0,6.0,1.0,19.0,5.0,190.0,3.0,16.2,1009.9,7.3,64.0,-1.0,50.0,72.0,9.0,330.0,-393.0,9.0,290.9003905565465,10.911693716255243
3643,12.0,1.0,6.0,1.0,20.0,5.0,190.0,2.0,14.6,1010.5,7.2,70.0,-1.0,3.0,19.0,9.0,320.0,-384.0,9.0,301.65947793944156,2.0048969455985826
3644,12.0,1.0,6.0,1.0,21.0,3.0,160.0,3.0,12.5,1010.8,7.1,79.0,-1.0,0.0,0.0,9.0,306.0,-373.0,9.0,0.0,0.0
3645,12.0,1.0,6.0,1.0,22.0,3.0,140.0,2.0,11.1,1011.2,6.8,84.0,-1.0,0.0,0.0,9.0,297.0,-365.0,9.0,0.0,0.0
3646,12.0,1.0,6.0,1.0,23.0,1.0,110.0,1.0,10.1,1011.3,6.7,89.0,-1.0,0.0,0.0,9.0,290.0,-360.0,9.0,0.0,0.0
3647,12.0,1.0,6.0,1.0,24.0,5.0,110.0,1.0,9.5,1011.4,6.5,89.0,-1.0,0.0,0.0,9.0,292.0,-357.0,9.0,0.0,0.0
3648,12.0,1.0,6.0,2.0,1.0,2.0,250.0,1.0,9.0,1011.4,6.3,90.0,-1.0,0.0,0.0,9.0,284.0,-354.0,9.0,0.0,0.0
3649,12.0,1.0,6.0,2.0,2.0,4.0,110.0,1.0,8.7,1011.1,6.2,90.0,-1.0,0.0,0.0,9.0,285.0,-353.0,9.0,0.0,0.0
3650,12.0,1.0,6.0,2.0,3.0,2.0,230.0,1.0,8.0,1011.2,5.9,90.0,-1.0,0.0,0.0,9.0,278.0,-349.0,9.0,0.0,0.0
3651,12.0,1.0,6.0,2.0,4.0,6.0,150.0,1.0,8.5,1010.8,6.4,93.0,-1.0,0.0,0.0,9.0,311.0,-354.0,9.0,0.0,0.0
3652,12.0,1.0,6.0,2.0,5.0,7.0,210.0,1.0,8.9,1010.8,6.6,93.0,-1.0,0.0,25.0,9.0,315.0,-356.0,9.0,59.664135906933225,3.204716794632915
3653,12.0,1.0,6.0,2.0,6.0,6.0,210.0,2.0,10.5,1011.3,7.3,94.0,-1.0,8.0,92.0,9.0,322.0,-364.0,9.0,70.35305621246617,12.207793469118407
3654,12.0,1.0,6.0,2.0,7.0,6.0,170.0,2.0,12.4,1011.6,7.6,86.0,-1.0,25.0,150.0,9.0,312.0,-372.0,9.0,80.85358461886702,21.826255690981927
3655,12.0,1.0,6.0,2.0,8.0,4.0,180.0,3.0,13.7,1011.8,7.8,82.0,-1.0,303.0,150.0,9.0,316.0,-379.0,9.0,91.7892244149653,31.73448818078541
3656,12.0,1.0,6.0,2.0,9.0,5.0,180.0,3.0,16.1,1011.7,8.2,73.0,-1.0,442.0,197.0,9.0,330.0,-392.0,9.0,104.0688256761443,41.56897270647991
3657,12.0,1.0,6.0,2.0,10.0,5.0,180.0,3.0,17.5,1012.0,8.3,68.0,-1.0,561.0,172.0,9.0,341.0,-400.0,9.0,119.14829355526862,50.80800157887937
3658,12.0,1.0,6.0,2.0,11.0,4.0,160.0,3.0,18.9,1011.6,8.2,61.0,-1.0,631.0,214.0,9.0,349.0,-408.0,9.0,139.29401565928828,58.53060193939099
3659,12.0,1.0,6.0,2.0,12.0,6.0,200.0,4.0,20.5,1011.1,8.5,57.0,-1.0,347.0,369.0,9.0,362.0,-417.0,9.0,166.46777539241234,63.10948679956722
3660,12.0,1.0,6.0,2.0,13.0,5.0,190.0,4.0,22.0,1010.8,9.1,56.0,-1.0,583.0,242.0,9.0,375.0,-426.0,9.0,197.29753595100587,62.777662026669645
3661,12.0,1.0,6.0,2.0,14.0,7.0,200.0,4.0,21.8,1010.4,8.2,51.0,-1.0,253.0,344.0,9.0,378.0,-426.0,9.0,223.60266955686515,57.69290285269221
3662,12.0,1.0,6.0,2.0,15.0,6.0,180.0,5.0,23.5,1010.1,9.3,52.0,-1.0,228.0,281.0,9.0,384.0,-435.0,9.0,242.96796304316715,49.70692281463342
3663,12.0,1.0,6.0,2.0,16.0,4.0,180.0,5.0,22.5,1010.0,9.2,55.0,-1.0,397.0,200.0,9.0,379.0,-429.0,9.0,257.588778281647,40.3540818049561
3664,12.0,1.0,6.0,2.0,17.0,4.0,180.0,3.0,23.1,1009.6,9.0,52.0,-1.0,83.0,156.0,9.0,380.0,-433.0,9.0,269.63438875962277,30.486648782535845
3665,12.0,1.0,6.0,2.0,18.0,5.0,200.0,3.0,21.7,1009.1,8.7,55.0,-1.0,8.0,133.0,9.0,373.0,-425.0,9.0,280.47333467917224,20.59644238305313
3666,12.0,1.0,6.0,2.0,19.0,3.0,180.0,3.0,21.2,1009.0,9.5,61.0,-1.0,58.0,108.0,9.0,366.0,-422.0,9.0,290.96730138297903,11.037299687668874
3667,12.0,1.0,6.0,2.0,20.0,2.0,170.0,3.0,20.8,1009.0,10.0,66.0,-1.0,11.0,25.0,9.0,364.0,-419.0,9.0,301.71531487973834,2.1351964727052546
3668,12.0,1.0,6.0,2.0,21.0,3.0,160.0,2.0,18.0,1009.3,9.8,77.0,-1.0,0.0,0.0,9.0,347.0,-403.0,9.0,0.0,0.0
3669,12.0,1.0,6.0,2.0,22.0,4.0,170.0,1.0,16.3,1009.7,9.2,81.0,-1.0,0.0,0.0,9.0,340.0,-394.0,9.0,0.0,0.0
3670,12.0,1.0,6.0,2.0,23.0,1.0,160.0,2.0,15.0,1009.6,8.8,84.0,-1.0,0.0,0.0,9.0,322.0,-386.0,9.0,0.0,0.0
3671,12.0,1.0,6.0,2.0,24.0,1.0,150.0,2.0,14.4,1009.5,8.9,88.0,-1.0,0.0,0.0,9.0,318.0,-383.0,9.0,0.0,0.0
3672,12.0,1.0,6.0,3.0,1.0,1.0,130.0,2.0,13.1,1009.1,8.1,87.0,-1.0,0.0,0.0,9.0,309.0,-376.0,9.0,0.0,0.0
3673,12.0,1.0,6.0,3.0,2.0,0.0,150.0,1.0,12.3,1008.8,8.0,91.0,-1.0,0.0,0.0,9.0,304.0,-371.0,9.0,0.0,0.0
3674,12.0,1.0,6.0,3.0,3.0,1.0,210.0,1.0,11.4,1008.4,7.4,89.0,-1.0,0.0,0.0,9.0,298.0,-367.0,9.0,0.0,0.0
3675,12.0,1.0,6.0,3.0,4.0,1.0,250.0,2.0,10.7,1008.7,7.3,92.0,11.0,0.0,0.0,9.0,294.0,-363.0,9.0,0.0,0.0
3676,12.0,1.0,6.0,3.0,5.0,4.0,100.0,1.0,10.0,1008.7,7.0,92.0,11.0,17.0,25.0,9.0,292.0,-359.0,9.0,59.55460886310118,3.2853277052622913
3677,12.0,1.0,6.0,3.0,6.0,5.0,150.0,2.0,11.7,1008.8,7.9,94.0,-1.0,94.0,64.0,9.0,304.0,-368.0,9.0,70.23536983281012,12.280103117817244
3678,12.0,1.0,6.0,3.0,7.0,4.0,140.0,1.0,15.6,1008.6,9.8,90.0,-1.0,186.0,97.0,9.0,326.0,-389.0,9.0,80.72627121743874,21.893294746271707
3679,12.0,1.0,6.0,3.0,8.0,4.0,200.0,2.0,17.8,1009.0,10.0,79.0,-1.0,306.0,117.0,9.0,340.0,-402.0,9.0,91.64925745883816,31.800025110058854
3680,12.0,1.0,6.0,3.0,9.0,4.0,140.0,3.0,20.5,1009.0,10.8,73.0,-1.0,419.0,178.0,9.0,359.0,-417.0,9.0,103.9123384829051,41.637990567696214
3681,12.0,1.0,6.0,3.0,10.0,5.0,160.0,3.0,22.7,1008.4,10.8,64.0,-1.0,622.0,144.0,9.0,373.0,-430.0,9.0,118.97376717284774,50.887458187678575
3682,12.0,1.0,6.0,3.0,11.0,4.0,190.0,3.0,23.7,1008.3,11.3,63.0,-1.0,717.0,128.0,9.0,384.0,-436.0,9.0,139.11510708501834,58.62938074496273
3683,12.0,1.0,6.0,3.0,12.0,3.0,210.0,3.0,25.2,1008.0,10.4,53.0,-1.0,756.0,131.0,9.0,396.0,-446.0,9.0,166.3398137152803,63.23245212126974
3684,12.0,1.0,6.0,3.0,13.0,3.0,210.0,3.0,26.9,1007.4,10.9,50.0,-1.0,800.0,128.0,9.0,410.0,-456.0,9.0,197.2809897778415,62.91330429953532
3685,12.0,1.0,6.0,3.0,14.0,4.0,180.0,3.0,27.5,1006.8,9.9,44.0,-1.0,686.0,144.0,9.0,414.0,-460.0,9.0,223.66484442423192,57.82464369433631
3686,12.0,1.0,6.0,3.0,15.0,4.0,190.0,4.0,28.2,1006.6,6.9,29.0,-1.0,583.0,175.0,9.0,420.0,-464.0,9.0,243.05406862631676,49.830870503823604
3687,12.0,1.0,6.0,3.0,16.0,6.0,210.0,3.0,28.3,1006.4,7.5,32.0,-1.0,14.0,231.0,9.0,421.0,-465.0,9.0,257.67499885960274,40.47302011258202
3688,12.0,1.0,6.0,3.0,17.0,5.0,190.0,3.0,26.9,1006.2,9.7,45.0,-1.0,219.0,153.0,9.0,409.0,-456.0,9.0,269.71383724975897,30.604011975824278
3689,12.0,1.0,6.0,3.0,18.0,4.0,150.0,2.0,26.8,1005.9,11.9,55.0,-1.0,106.0,133.0,9.0,410.0,-456.0,9.0,280.5443118192388,20.71495383935116
3690,12.0,1.0,6.0,3.0,19.0,6.0,150.0,2.0,26.3,1005.8,13.3,63.0,-1.0,3.0,81.0,9.0,403.0,-452.0,9.0,291.02900276554715,11.158913225380655
3691,12.0,1.0,6.0,3.0,20.0,7.0,200.0,2.0,24.8,1006.1,11.9,62.0,-1.0,0.0,28.0,9.0,396.0,-443.0,9.0,301.76631391746656,2.2611281093939395
3692,12.0,1.0,6.0,3.0,21.0,6.0,110.0,1.0,22.7,1006.2,11.0,65.0,-1.0,0.0,0.0,9.0,390.0,-431.0,9.0,0.0,0.0
3693,12.0,1.0,6.0,3.0,22.0,5.0,170.0,2.0,21.4,1006.3,11.4,73.0,-1.0,0.0,0.0,9.0,381.0,-424.0,9.0,0.0,0.0
3694,12.0,1.0,6.0,3.0,23.0,2.0,170.0,1.0,20.1,1006.4,11.0,76.0,-1.0,0.0,0.0,9.0,359.0,-415.0,9.0,0.0,0.0
3695,12.0,1.0,6.0,3.0,24.0,1.0,210.0,1.0,18.6,1006.7,10.4,79.0,-1.0,0.0,0.0,9.0,347.0,-406.0,9.0,0.0,0.0
3696,12.0,1.0,6.0,4.0,1.0,2.0,100.0,1.0,17.1,1006.5,9.9,83.0,-1.0,0.0,0.0,9.0,337.0,-398.0,9.0,0.0,0.0
3697,12.0,1.0,6.0,4.0,2.0,0.0,150.0,2.0,15.9,1006.3,9.6,86.0,-1.0,0.0,0.0,9.0,327.0,-391.0,9.0,0.0,0.0
3698,12.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,15.6,1006.4,9.5,87.0,-1.0,0.0,0.0,9.0,325.0,-389.0,9.0,0.0,0.0
3699,12.0,1.0,6.0,4.0,4.0,0.0,140.0,1.0,14.5,1006.2,8.8,86.0,-1.0,0.0,0.0,9.0,318.0,-383.0,9.0,0.0,0.0
3700,12.0,1.0,6.0,4.0,5.0,1.0,140.0,1.0,14.0,1006.4,8.8,89.0,-1.0,8.0,25.0,9.0,315.0,-381.0,9.0,59.44817577808041,3.3601529150879683
