,RG,IS,MM,DD,HH,N,WR,WG,t,p,x,RF,W,B,D,IK,A,E,IL,sun_az,sun_h
0,12.0,1.0,1.0,1.0,1.0,8.0,230.0,4.5,6.5,993.6,4.3,84.0,2.0,0.0,0.0,9.0,320.0,-334.0,9.0,0.0,0.0
1,12.0,1.0,1.0,1.0,2.0,7.0,210.0,4.3,5.2,988.0,4.5,85.0,-1.0,0.0,0.0,9.0,303.0,-334.0,9.0,0.0,0.0
2,12.0,1.0,1.0,1.0,3.0,7.0,190.0,4.1,4.4,984.1,4.5,87.0,-1.0,0.0,0.0,9.0,287.0,-332.0,9.0,0.0,0.0
3,12.0,1.0,1.0,1.0,4.0,7.0,200.0,4.4,4.4,984.1,4.6,86.0,-1.0,0.0,0.0,9.0,304.0,-335.0,9.0,0.0,0.0
4,12.0,1.0,1.0,1.0,5.0,7.0,260.0,4.4,4.4,984.4,4.7,86.0,80.0,0.0,0.0,9.0,324.0,-337.0,9.0,0.0,0.0
5,12.0,1.0,1.0,1.0,6.0,8.0,300.0,4.0,4.1,984.7,4.6,88.0,25.0,0.0,0.0,9.0,320.0,-334.0,9.0,0.0,0.0
6,12.0,1.0,1.0,1.0,7.0,3.0,320.0,4.0,3.9,985.9,4.4,85.0,1.0,0.0,0.0,9.0,255.0,-329.0,9.0,0.0,0.0
7,12.0,1.0,1.0,1.0,8.0,6.0,310.0,4.0,3.1,987.2,4.0,84.0,-1.0,0.0,0.0,9.0,261.0,-325.0,9.0,0.0,0.0
8,12.0,1.0,1.0,1.0,9.0,5.0,280.0,3.0,2.8,988.3,3.9,82.0,-1.0,3.0,28.0,9.0,254.0,-324.0,9.0,132.63841362273462,4.317194863093897
9,12.0,1.0,1.0,1.0,10.0,6.0,300.0,4.0,3.5,989.5,3.8,78.0,-1.0,0.0,39.0,9.0,259.0,-327.0,9.0,144.894337741634,10.870926511839626
10,12.0,1.0,1.0,1.0,11.0,7.0,260.0,2.0,3.8,990.7,3.9,77.0,25.0,0.0,58.0,9.0,300.0,-331.0,9.0,158.21162806536205,15.610281290213528
11,12.0,1.0,1.0,1.0,12.0,6.0,240.0,3.0,4.2,991.0,3.9,76.0,15.0,8.0,108.0,9.0,276.0,-331.0,9.0,172.39011547929468,18.136317426475365
12,12.0,1.0,1.0,1.0,13.0,7.0,270.0,4.0,4.1,991.1,4.0,78.0,80.0,0.0,64.0,9.0,302.0,-333.0,9.0,186.91453971227733,18.196739515824234
13,12.0,1.0,1.0,1.0,14.0,7.0,310.0,5.0,4.2,991.2,4.0,77.0,87.0,17.0,75.0,9.0,302.0,-333.0,9.0,201.12358766738535,15.785120926646888
14,12.0,1.0,1.0,1.0,15.0,7.0,290.0,0.0,2.3,991.4,3.9,87.0,27.0,0.0,47.0,9.0,252.0,-321.0,9.0,214.48955519447992,11.143701127753609
15,12.0,1.0,1.0,1.0,16.0,4.0,280.0,4.0,3.3,991.7,3.8,79.0,25.0,8.0,28.0,9.0,256.0,-326.0,9.0,226.7962539168804,4.667217191077931
16,12.0,1.0,1.0,1.0,17.0,3.0,260.0,4.0,3.1,992.2,3.3,70.0,-1.0,0.0,0.0,9.0,252.0,-325.0,9.0,0.0,0.0
17,12.0,1.0,1.0,1.0,18.0,6.0,260.0,4.0,2.9,992.7,3.1,67.0,26.0,0.0,0.0,9.0,260.0,-324.0,9.0,0.0,0.0
18,12.0,1.0,1.0,1.0,19.0,5.0,260.0,5.0,2.1,993.5,3.1,70.0,1.0,0.0,0.0,9.0,248.0,-320.0,9.0,0.0,0.0
19,12.0,1.0,1.0,1.0,20.0,5.0,260.0,3.0,1.7,993.9,3.0,68.0,-1.0,0.0,0.0,9.0,245.0,-318.0,9.0,0.0,0.0
20,12.0,1.0,1.0,1.0,21.0,5.0,250.0,7.0,1.5,994.0,2.8,65.0,-1.0,0.0,0.0,9.0,243.0,-317.0,9.0,0.0,0.0
21,12.0,1.0,1.0,1.0,22.0,4.0,260.0,7.0,1.3,994.1,2.7,64.0,-1.0,0.0,0.0,9.0,242.0,-316.0,9.0,0.0,0.0
22,12.0,1.0,1.0,1.0,23.0,5.0,260.0,5.0,1.2,994.6,2.7,65.0,-1.0,0.0,0.0,9.0,251.0,-316.0,9.0,0.0,0.0
23,12.0,1.0,1.0,1.0,24.0,3.0,240.0,5.0,0.7,994.6,2.9,71.0,-1.0,0.0,0.0,9.0,243.0,-314.0,9.0,0.0,0.0
24,12.0,1.0,1.0,2.0,1.0,8.0,240.0,4.0,0.6,994.6,2.9,72.0,-1.0,0.0,0.0,9.0,253.0,-314.0,9.0,0.0,0.0
25,12.0,1.0,1.0,2.0,2.0,8.0,240.0,5.0,1.2,994.5,2.8,67.0,-1.0,0.0,0.0,9.0,255.0,-317.0,9.0,0.0,0.0
26,12.0,1.0,1.0,2.0,3.0,8.0,230.0,4.0,1.0,995.0,2.9,71.0,-1.0,0.0,0.0,9.0,271.0,-317.0,9.0,0.0,0.0
27,12.0,1.0,1.0,2.0,4.0,5.0,250.0,4.0,0.8,995.0,2.9,72.0,-1.0,0.0,0.0,9.0,244.0,-314.0,9.0,0.0,0.0
28,12.0,1.0,1.0,2.0,5.0,4.0,230.0,3.0,0.3,995.0,2.9,75.0,-1.0,0.0,0.0,9.0,239.0,-312.0,9.0,0.0,0.0
29,12.0,1.0,1.0,2.0,6.0,6.0,240.0,2.0,0.2,995.3,3.0,76.0,-1.0,0.0,0.0,9.0,255.0,-312.0,9.0,0.0,0.0
30,12.0,1.0,1.0,2.0,7.0,6.0,250.0,2.0,0.3,995.7,3.0,77.0,-1.0,0.0,0.0,9.0,267.0,-314.0,9.0,0.0,0.0
31,12.0,1.0,1.0,2.0,8.0,6.0,260.0,4.0,1.0,996.2,2.9,72.0,-1.0,0.0,0.0,9.0,259.0,-316.0,9.0,0.0,0.0
32,12.0,1.0,1.0,2.0,9.0,4.0,250.0,3.0,0.4,996.6,3.0,76.0,-1.0,6.0,42.0,9.0,238.0,-312.0,9.0,132.50584678991996,4.328942827155895
33,12.0,1.0,1.0,2.0,10.0,7.0,240.0,5.0,2.0,997.4,3.0,67.0,-1.0,0.0,42.0,9.0,276.0,-322.0,9.0,144.7624500011592,10.899876006872859
34,12.0,1.0,1.0,2.0,11.0,7.0,250.0,6.0,2.0,998.0,3.0,68.0,-1.0,0.0,58.0,9.0,291.0,-323.0,9.0,158.08346143570157,15.659051512459955
35,12.0,1.0,1.0,2.0,12.0,8.0,250.0,6.0,2.2,998.1,3.0,68.0,22.0,0.0,17.0,9.0,277.0,-323.0,9.0,172.27114386007608,18.20584750606511
36,12.0,1.0,1.0,2.0,13.0,8.0,250.0,7.0,2.1,998.3,3.1,70.0,22.0,0.0,28.0,9.0,277.0,-322.0,9.0,186.81077757698068,18.285624010999864
37,12.0,1.0,1.0,2.0,14.0,8.0,260.0,5.0,2.2,998.7,3.3,73.0,71.0,0.0,14.0,9.0,292.0,-324.0,9.0,201.03889849812592,15.889878058985802
38,12.0,1.0,1.0,2.0,15.0,8.0,270.0,3.0,2.2,999.1,3.5,78.0,78.0,0.0,11.0,9.0,292.0,-324.0,9.0,214.42429634704996,11.259951401052149
39,12.0,1.0,1.0,2.0,16.0,8.0,300.0,5.0,2.3,999.6,3.7,82.0,71.0,0.0,8.0,9.0,293.0,-324.0,9.0,226.74802495172923,4.7909180370681
40,12.0,1.0,1.0,2.0,17.0,8.0,290.0,5.0,1.7,1000.5,3.8,88.0,68.0,0.0,0.0,9.0,308.0,-323.0,9.0,0.0,0.0
41,12.0,1.0,1.0,2.0,18.0,8.0,320.0,3.0,1.9,1001.6,3.7,85.0,23.0,0.0,0.0,9.0,309.0,-324.0,9.0,0.0,0.0
42,12.0,1.0,1.0,2.0,19.0,7.0,320.0,5.0,2.1,1003.0,3.6,82.0,2.0,0.0,0.0,9.0,292.0,-323.0,9.0,0.0,0.0
43,12.0,1.0,1.0,2.0,20.0,7.0,320.0,4.0,2.0,1004.5,3.5,79.0,-1.0,0.0,0.0,9.0,291.0,-323.0,9.0,0.0,0.0
44,12.0,1.0,1.0,2.0,21.0,4.0,330.0,4.0,1.4,1005.7,3.5,84.0,25.0,0.0,0.0,9.0,252.0,-317.0,9.0,0.0,0.0
45,12.0,1.0,1.0,2.0,22.0,1.0,320.0,3.0,1.2,1006.7,3.2,78.0,1.0,0.0,0.0,9.0,240.0,-316.0,9.0,0.0,0.0
46,12.0,1.0,1.0,2.0,23.0,6.0,310.0,3.0,0.8,1007.9,3.2,81.0,-1.0,0.0,0.0,9.0,270.0,-316.0,9.0,0.0,0.0
47,12.0,1.0,1.0,2.0,24.0,7.0,350.0,2.0,0.6,1009.2,3.1,80.0,22.0,0.0,0.0,9.0,284.0,-316.0,9.0,0.0,0.0
48,12.0,1.0,1.0,3.0,1.0,7.0,340.0,3.0,0.6,1009.9,3.2,80.0,2.0,0.0,0.0,9.0,284.0,-316.0,9.0,0.0,0.0
49,12.0,1.0,1.0,3.0,2.0,1.0,350.0,3.0,0.6,1010.5,2.9,73.0,-1.0,0.0,0.0,9.0,237.0,-313.0,9.0,0.0,0.0
50,12.0,1.0,1.0,3.0,3.0,5.0,20.0,3.0,0.2,1011.6,2.9,77.0,-1.0,0.0,0.0,9.0,255.0,-312.0,9.0,0.0,0.0
51,12.0,1.0,1.0,3.0,4.0,6.0,350.0,3.0,0.3,1012.5,2.9,75.0,-1.0,0.0,0.0,9.0,267.0,-314.0,9.0,0.0,0.0
52,12.0,1.0,1.0,3.0,5.0,5.0,310.0,2.0,-0.1,1013.3,2.8,76.0,-1.0,0.0,0.0,9.0,253.0,-311.0,9.0,0.0,0.0
53,12.0,1.0,1.0,3.0,6.0,7.0,320.0,2.0,-0.1,1013.8,2.9,77.0,-1.0,0.0,0.0,9.0,281.0,-313.0,9.0,0.0,0.0
54,12.0,1.0,1.0,3.0,7.0,8.0,340.0,1.0,0.0,1014.6,2.9,78.0,78.0,0.0,0.0,9.0,281.0,-313.0,9.0,0.0,0.0
55,12.0,1.0,1.0,3.0,8.0,7.0,320.0,2.0,-0.2,1015.5,3.0,80.0,22.0,0.0,0.0,9.0,280.0,-312.0,9.0,0.0,0.0
56,12.0,1.0,1.0,3.0,9.0,7.0,360.0,1.0,-0.3,1016.3,2.9,78.0,78.0,3.0,22.0,9.0,280.0,-312.0,9.0,132.3700931727443,4.347574723583307
57,12.0,1.0,1.0,3.0,10.0,7.0,350.0,2.0,0.1,1017.0,3.0,79.0,22.0,3.0,78.0,9.0,282.0,-314.0,9.0,144.62825011751005,10.936031224274144
58,12.0,1.0,1.0,3.0,11.0,7.0,30.0,1.0,0.6,1017.8,3.0,76.0,-1.0,0.0,122.0,9.0,284.0,-316.0,9.0,157.9541031322465,15.715270072654596
59,12.0,1.0,1.0,3.0,12.0,7.0,360.0,2.0,1.4,1017.9,3.0,72.0,-1.0,6.0,156.0,9.0,288.0,-320.0,9.0,172.15232863646781,18.28290165802171
60,12.0,1.0,1.0,3.0,13.0,7.0,360.0,3.0,2.0,1017.8,3.0,69.0,70.0,3.0,153.0,9.0,291.0,-323.0,9.0,186.70860980802584,18.38188032974387
61,12.0,1.0,1.0,3.0,14.0,7.0,10.0,2.0,2.1,1017.8,3.0,69.0,15.0,0.0,67.0,9.0,292.0,-323.0,9.0,200.9571281988072,16.001632318322404
62,12.0,1.0,1.0,3.0,15.0,7.0,360.0,3.0,1.8,1017.9,3.1,73.0,87.0,8.0,83.0,9.0,290.0,-322.0,9.0,214.36302450838468,11.382675413144538
63,12.0,1.0,1.0,3.0,16.0,5.0,40.0,1.0,0.4,1018.3,3.2,83.0,78.0,3.0,22.0,9.0,241.0,-312.0,9.0,226.7045818149392,4.920521109863317
64,12.0,1.0,1.0,3.0,17.0,3.0,20.0,1.0,-0.3,1018.6,3.0,83.0,22.0,0.0,0.0,9.0,234.0,-309.0,9.0,0.0,0.0
65,12.0,1.0,1.0,3.0,18.0,3.0,360.0,2.0,-1.2,1019.0,2.9,86.0,-1.0,0.0,0.0,9.0,229.0,-304.0,9.0,0.0,0.0
66,12.0,1.0,1.0,3.0,19.0,7.0,340.0,1.0,-1.6,1019.1,2.9,89.0,2.0,0.0,0.0,9.0,273.0,-306.0,9.0,0.0,0.0
67,12.0,1.0,1.0,3.0,20.0,7.0,20.0,1.0,-1.2,1019.6,3.0,87.0,-1.0,0.0,0.0,9.0,275.0,-308.0,9.0,0.0,0.0
68,12.0,1.0,1.0,3.0,21.0,6.0,340.0,1.0,-0.8,1019.8,3.0,85.0,-1.0,0.0,0.0,9.0,262.0,-308.0,9.0,0.0,0.0
69,12.0,1.0,1.0,3.0,22.0,1.0,20.0,2.0,-1.3,1019.6,2.9,87.0,-1.0,0.0,0.0,9.0,227.0,-304.0,9.0,0.0,0.0
70,12.0,1.0,1.0,3.0,23.0,0.0,10.0,1.0,-1.5,1019.7,2.9,87.0,-1.0,0.0,0.0,9.0,226.0,-303.0,9.0,0.0,0.0
71,12.0,1.0,1.0,3.0,24.0,0.0,350.0,1.0,-2.8,1020.0,2.7,89.0,-1.0,0.0,0.0,9.0,219.0,-297.0,9.0,0.0,0.0
72,12.0,1.0,1.0,4.0,1.0,0.0,30.0,2.0,-3.1,1020.4,2.6,89.0,-1.0,0.0,0.0,9.0,218.0,-296.0,9.0,0.0,0.0
73,12.0,1.0,1.0,4.0,2.0,0.0,10.0,1.0,-3.6,1020.6,2.4,84.0,-1.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
74,12.0,1.0,1.0,4.0,3.0,0.0,20.0,2.0,-3.7,1020.8,2.3,82.0,-1.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
75,12.0,1.0,1.0,4.0,4.0,0.0,30.0,2.0,-4.2,1020.5,2.3,83.0,-1.0,0.0,0.0,9.0,212.0,-291.0,9.0,0.0,0.0
76,12.0,1.0,1.0,4.0,5.0,0.0,40.0,2.0,-4.8,1020.4,2.2,85.0,-1.0,0.0,0.0,9.0,210.0,-288.0,9.0,0.0,0.0
77,12.0,1.0,1.0,4.0,6.0,0.0,30.0,2.0,-5.2,1020.4,2.1,84.0,-1.0,0.0,0.0,9.0,208.0,-286.0,9.0,0.0,0.0
78,12.0,1.0,1.0,4.0,7.0,0.0,40.0,1.0,-5.6,1020.6,2.1,84.0,-1.0,0.0,0.0,9.0,206.0,-285.0,9.0,0.0,0.0
79,12.0,1.0,1.0,4.0,8.0,1.0,340.0,1.0,-6.1,1020.7,2.1,88.0,-1.0,0.0,0.0,9.0,204.0,-283.0,9.0,0.0,0.0
80,12.0,1.0,1.0,4.0,9.0,1.0,50.0,2.0,-6.1,1021.0,2.1,87.0,-1.0,17.0,25.0,9.0,204.0,-283.0,9.0,132.23124429485983,4.373104582590228
81,12.0,1.0,1.0,4.0,10.0,1.0,40.0,3.0,-4.5,1021.4,2.2,83.0,-1.0,94.0,47.0,9.0,211.0,-290.0,9.0,144.49182562346596,10.979392270966866
82,12.0,1.0,1.0,4.0,11.0,1.0,30.0,2.0,-3.2,1021.4,2.2,76.0,-1.0,169.0,61.0,9.0,218.0,-295.0,9.0,157.8236372720077,15.77892293003298
83,12.0,1.0,1.0,4.0,12.0,1.0,30.0,2.0,-2.0,1021.0,2.2,69.0,-1.0,211.0,64.0,9.0,223.0,-301.0,9.0,172.0337513659676,18.36745172424508
84,12.0,1.0,1.0,4.0,13.0,1.0,40.0,2.0,-1.1,1020.4,2.3,67.0,-1.0,211.0,67.0,9.0,228.0,-305.0,9.0,186.60811569148328,18.485466294185155
85,12.0,1.0,1.0,4.0,14.0,1.0,360.0,3.0,-0.4,1019.9,2.3,63.0,-1.0,144.0,78.0,9.0,232.0,-308.0,9.0,200.87835209562422,16.1203279806182
86,12.0,1.0,1.0,4.0,15.0,2.0,340.0,2.0,-0.5,1019.7,2.3,64.0,-1.0,58.0,67.0,9.0,231.0,-308.0,9.0,214.30580773738802,11.511805329743739
87,12.0,1.0,1.0,4.0,16.0,3.0,20.0,2.0,-0.9,1019.7,2.2,64.0,-1.0,3.0,33.0,9.0,229.0,-306.0,9.0,226.66598229277747,5.055948899733995
88,12.0,1.0,1.0,4.0,17.0,3.0,60.0,3.0,-1.5,1019.7,2.2,66.0,-1.0,0.0,0.0,9.0,226.0,-303.0,9.0,0.0,0.0
89,12.0,1.0,1.0,4.0,18.0,2.0,60.0,2.0,-2.9,1020.0,2.3,76.0,-1.0,0.0,0.0,9.0,219.0,-297.0,9.0,0.0,0.0
90,12.0,1.0,1.0,4.0,19.0,1.0,50.0,2.0,-3.4,1020.1,2.1,73.0,-1.0,0.0,0.0,9.0,217.0,-294.0,9.0,0.0,0.0
91,12.0,1.0,1.0,4.0,20.0,0.0,10.0,1.0,-4.1,1020.3,2.1,75.0,-1.0,0.0,0.0,9.0,213.0,-291.0,9.0,0.0,0.0
92,12.0,1.0,1.0,4.0,21.0,0.0,20.0,2.0,-4.7,1020.6,2.0,76.0,-1.0,0.0,0.0,9.0,210.0,-289.0,9.0,0.0,0.0
93,12.0,1.0,1.0,4.0,22.0,0.0,20.0,2.0,-5.4,1020.5,2.0,79.0,-1.0,0.0,0.0,9.0,207.0,-286.0,9.0,0.0,0.0
94,12.0,1.0,1.0,4.0,23.0,0.0,360.0,2.0,-5.9,1020.5,2.0,81.0,-1.0,0.0,0.0,9.0,205.0,-283.0,9.0,0.0,0.0
95,12.0,1.0,1.0,4.0,24.0,0.0,10.0,2.0,-5.9,1020.2,1.9,81.0,-1.0,0.0,0.0,9.0,205.0,-283.0,9.0,0.0,0.0
96,12.0,1.0,1.0,5.0,1.0,0.0,20.0,3.0,-6.1,1019.8,1.9,81.0,-1.0,0.0,0.0,9.0,204.0,-282.0,9.0,0.0,0.0
97,12.0,1.0,1.0,5.0,2.0,0.0,10.0,1.0,-6.2,1019.8,1.9,80.0,-1.0,0.0,0.0,9.0,203.0,-282.0,9.0,0.0,0.0
98,12.0,1.0,1.0,5.0,3.0,0.0,90.0,3.0,-6.4,1020.2,1.8,80.0,-1.0,0.0,0.0,9.0,202.0,-281.0,9.0,0.0,0.0
99,12.0,1.0,1.0,5.0,4.0,0.0,40.0,2.0,-6.2,1020.1,1.8,77.0,-1.0,0.0,0.0,9.0,203.0,-282.0,9.0,0.0,0.0
100,12.0,1.0,1.0,5.0,5.0,0.0,40.0,2.0,-6.7,1019.9,1.8,79.0,-1.0,0.0,0.0,9.0,201.0,-280.0,9.0,0.0,0.0
101,12.0,1.0,1.0,5.0,6.0,0.0,40.0,2.0,-6.5,1019.6,1.8,76.0,-1.0,0.0,0.0,9.0,202.0,-281.0,9.0,0.0,0.0
102,12.0,1.0,1.0,5.0,7.0,0.0,20.0,2.0,-7.0,1019.2,1.7,79.0,-1.0,0.0,0.0,9.0,200.0,-279.0,9.0,0.0,0.0
103,12.0,1.0,1.0,5.0,8.0,1.0,60.0,4.0,-6.9,1019.0,1.7,77.0,-1.0,0.0,0.0,9.0,200.0,-279.0,9.0,0.0,0.0
104,12.0,1.0,1.0,5.0,9.0,1.0,60.0,3.0,-7.0,1019.1,1.7,76.0,-1.0,14.0,25.0,9.0,200.0,-279.0,9.0,132.08939268627338,4.405543291000139
105,12.0,1.0,1.0,5.0,10.0,0.0,80.0,3.0,-6.2,1018.8,1.8,75.0,-1.0,86.0,50.0,9.0,203.0,-282.0,9.0,144.35326450228823,11.02995606173984
106,12.0,1.0,1.0,5.0,11.0,0.0,100.0,4.0,-4.3,1018.3,1.9,70.0,-1.0,161.0,61.0,9.0,212.0,-290.0,9.0,157.69214803273104,15.849992860922436
107,12.0,1.0,1.0,5.0,12.0,0.0,100.0,3.0,-2.9,1017.3,2.0,65.0,-1.0,194.0,69.0,9.0,219.0,-297.0,9.0,171.9154934344598,18.45946640431978
108,12.0,1.0,1.0,5.0,13.0,0.0,70.0,1.0,-2.9,1016.5,1.7,57.0,-1.0,197.0,69.0,9.0,219.0,-297.0,9.0,186.50937414765278,18.596336635359684
109,12.0,1.0,1.0,5.0,14.0,0.0,90.0,3.0,-1.8,1015.5,1.9,58.0,-1.0,153.0,67.0,9.0,224.0,-302.0,9.0,200.80264481976303,16.24590631621117
110,12.0,1.0,1.0,5.0,15.0,0.0,40.0,2.0,-2.9,1015.1,1.7,57.0,-1.0,81.0,53.0,9.0,219.0,-297.0,9.0,214.25271286780176,11.647270486776707
111,12.0,1.0,1.0,5.0,16.0,0.0,360.0,1.0,-2.9,1014.8,1.8,58.0,-1.0,14.0,28.0,9.0,219.0,-297.0,9.0,226.63228228756918,5.197121366903044
112,12.0,1.0,1.0,5.0,17.0,0.0,160.0,2.0,-3.8,1014.7,1.9,67.0,-1.0,0.0,0.0,9.0,214.0,-293.0,9.0,0.0,0.0
113,12.0,1.0,1.0,5.0,18.0,1.0,120.0,3.0,-4.9,1014.6,1.9,71.0,-1.0,0.0,0.0,9.0,210.0,-288.0,9.0,0.0,0.0
114,12.0,1.0,1.0,5.0,19.0,0.0,110.0,2.0,-6.0,1014.5,1.8,77.0,-1.0,0.0,0.0,9.0,204.0,-283.0,9.0,0.0,0.0
115,12.0,1.0,1.0,5.0,20.0,0.0,90.0,2.0,-6.9,1014.5,1.7,78.0,-1.0,0.0,0.0,9.0,200.0,-279.0,9.0,0.0,0.0
116,12.0,1.0,1.0,5.0,21.0,0.0,120.0,3.0,-6.8,1014.0,1.8,79.0,-1.0,0.0,0.0,9.0,200.0,-279.0,9.0,0.0,0.0
117,12.0,1.0,1.0,5.0,22.0,0.0,130.0,4.0,-6.5,1013.0,1.8,77.0,-1.0,0.0,0.0,9.0,202.0,-281.0,9.0,0.0,0.0
118,12.0,1.0,1.0,5.0,23.0,0.0,150.0,2.0,-7.1,1012.4,1.7,78.0,-1.0,0.0,0.0,9.0,199.0,-278.0,9.0,0.0,0.0
119,12.0,1.0,1.0,5.0,24.0,0.0,120.0,2.0,-7.2,1011.6,1.8,80.0,-1.0,0.0,0.0,9.0,199.0,-278.0,9.0,0.0,0.0
120,12.0,1.0,1.0,6.0,1.0,0.0,150.0,2.0,-6.8,1010.7,1.8,79.0,-1.0,0.0,0.0,9.0,200.0,-279.0,9.0,0.0,0.0
121,12.0,1.0,1.0,6.0,2.0,0.0,140.0,2.0,-7.3,1010.0,1.8,81.0,-1.0,0.0,0.0,9.0,198.0,-277.0,9.0,0.0,0.0
122,12.0,1.0,1.0,6.0,3.0,0.0,150.0,3.0,-7.0,1009.7,1.8,79.0,-1.0,0.0,0.0,9.0,200.0,-279.0,9.0,0.0,0.0
123,12.0,1.0,1.0,6.0,4.0,0.0,150.0,2.0,-7.6,1009.0,1.7,81.0,-1.0,0.0,0.0,9.0,197.0,-276.0,9.0,0.0,0.0
124,12.0,1.0,1.0,6.0,5.0,0.0,140.0,3.0,-7.5,1008.3,1.7,81.0,-1.0,0.0,0.0,9.0,197.0,-276.0,9.0,0.0,0.0
125,12.0,1.0,1.0,6.0,6.0,2.0,160.0,2.0,-7.3,1007.8,1.7,79.0,-1.0,0.0,0.0,9.0,200.0,-277.0,9.0,0.0,0.0
126,12.0,1.0,1.0,6.0,7.0,1.0,100.0,1.0,-8.3,1007.6,1.6,81.0,-1.0,0.0,0.0,9.0,194.0,-273.0,9.0,0.0,0.0
127,12.0,1.0,1.0,6.0,8.0,1.0,90.0,1.0,-9.1,1007.3,1.6,84.0,-1.0,0.0,0.0,9.0,191.0,-270.0,9.0,0.0,0.0
128,12.0,1.0,1.0,6.0,9.0,4.0,360.0,1.0,-9.3,1007.4,1.6,85.0,-1.0,14.0,33.0,9.0,198.0,-269.0,9.0,131.944631803317,4.444898584240412
129,12.0,1.0,1.0,6.0,10.0,4.0,340.0,0.0,-7.4,1007.5,1.8,83.0,-1.0,69.0,72.0,9.0,206.0,-277.0,9.0,144.21265512294875,11.087716326502353
130,12.0,1.0,1.0,6.0,11.0,5.0,350.0,1.0,-4.9,1008.0,1.9,72.0,-1.0,125.0,100.0,9.0,223.0,-289.0,9.0,157.5597196027429,15.928459477490547
131,12.0,1.0,1.0,6.0,12.0,6.0,50.0,0.0,-4.4,1007.9,1.8,67.0,-1.0,94.0,133.0,9.0,232.0,-291.0,9.0,171.7976360191767,18.55891128244112
132,12.0,1.0,1.0,6.0,13.0,6.0,280.0,1.0,-3.3,1007.8,1.9,63.0,-1.0,78.0,158.0,9.0,237.0,-296.0,9.0,186.41246370382459,18.71444302609518
133,12.0,1.0,1.0,6.0,14.0,7.0,10.0,1.0,-3.3,1007.8,1.8,62.0,-1.0,47.0,144.0,9.0,247.0,-297.0,9.0,200.7300802852026,16.378305628285766
134,12.0,1.0,1.0,6.0,15.0,7.0,130.0,0.0,-3.4,1008.3,1.9,65.0,5.0,14.0,94.0,9.0,246.0,-296.0,9.0,214.2038054889136,11.788997435650687
135,12.0,1.0,1.0,6.0,16.0,7.0,100.0,0.0,-3.6,1008.9,1.9,65.0,5.0,0.0,33.0,9.0,234.0,-295.0,9.0,226.6035358048886,5.343955994646759
136,12.0,1.0,1.0,6.0,17.0,5.0,350.0,2.0,-4.2,1010.0,2.0,71.0,5.0,0.0,0.0,9.0,219.0,-291.0,9.0,0.0,0.0
137,12.0,1.0,1.0,6.0,18.0,2.0,350.0,1.0,-5.2,1010.6,1.9,75.0,-1.0,0.0,0.0,9.0,209.0,-287.0,9.0,0.0,0.0
138,12.0,1.0,1.0,6.0,19.0,1.0,320.0,1.0,-6.4,1011.3,1.9,80.0,-1.0,0.0,0.0,9.0,203.0,-281.0,9.0,0.0,0.0
139,12.0,1.0,1.0,6.0,20.0,0.0,50.0,1.0,-7.4,1012.0,1.8,84.0,-1.0,0.0,0.0,9.0,198.0,-277.0,9.0,0.0,0.0
140,12.0,1.0,1.0,6.0,21.0,1.0,70.0,1.0,-8.0,1012.8,1.7,84.0,-1.0,0.0,0.0,9.0,195.0,-274.0,9.0,0.0,0.0
141,12.0,1.0,1.0,6.0,22.0,7.0,110.0,1.0,-7.3,1013.1,1.9,89.0,-1.0,0.0,0.0,9.0,231.0,-280.0,9.0,0.0,0.0
142,12.0,1.0,1.0,6.0,23.0,8.0,150.0,1.0,-5.7,1013.5,2.1,84.0,-1.0,0.0,0.0,9.0,273.0,-289.0,9.0,0.0,0.0
143,12.0,1.0,1.0,6.0,24.0,8.0,170.0,2.0,-5.1,1013.9,2.0,79.0,-1.0,0.0,0.0,9.0,276.0,-292.0,9.0,0.0,0.0
144,12.0,1.0,1.0,7.0,1.0,8.0,150.0,2.0,-4.9,1013.9,2.1,79.0,-1.0,0.0,0.0,9.0,277.0,-292.0,9.0,0.0,0.0
145,12.0,1.0,1.0,7.0,2.0,8.0,160.0,2.0,-4.9,1014.2,2.1,79.0,-1.0,0.0,0.0,9.0,277.0,-292.0,9.0,0.0,0.0
146,12.0,1.0,1.0,7.0,3.0,8.0,180.0,2.0,-4.5,1015.0,2.1,78.0,-1.0,0.0,0.0,9.0,279.0,-294.0,9.0,0.0,0.0
147,12.0,1.0,1.0,7.0,4.0,8.0,150.0,2.0,-4.3,1015.4,2.2,79.0,-1.0,0.0,0.0,9.0,280.0,-295.0,9.0,0.0,0.0
148,12.0,1.0,1.0,7.0,5.0,8.0,170.0,2.0,-4.2,1015.9,2.2,80.0,-1.0,0.0,0.0,9.0,280.0,-296.0,9.0,0.0,0.0
149,12.0,1.0,1.0,7.0,6.0,8.0,170.0,2.0,-4.0,1016.4,2.2,80.0,-1.0,0.0,0.0,9.0,281.0,-296.0,9.0,0.0,0.0
150,12.0,1.0,1.0,7.0,7.0,8.0,160.0,2.0,-3.9,1017.0,2.3,80.0,10.0,0.0,0.0,9.0,281.0,-297.0,9.0,0.0,0.0
151,12.0,1.0,1.0,7.0,8.0,8.0,160.0,2.0,-3.6,1018.1,2.3,80.0,10.0,0.0,0.0,9.0,283.0,-298.0,9.0,0.0,0.0
