;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022/11/28 00:00:00;;;;;;;;;;;;;;;;;;;;5.30;;;;;;;;;;;;;;;;;;;;
2022/11/28 00:10:00;;;;;;;;;;;;;;;;;;;;5.90;;;;;;;;;;;;;;;;;;;;
2022/11/28 00:20:00;;;;;;;;;;;;;;;;;;;;5.50;;;;;;;;;;;;;;;;;;;;
2022/11/28 00:30:00;;;;;;;;;;;;;;;;;;;;5.40;;;;;;;;;;;;;;;;;;;;
2022/11/28 00:40:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 00:50:00;;;;;;;;;;;;;;;;;;;;5.10;;;;;;;;;;;;;;;;;;;;
2022/11/28 01:00:00;;;;;;;;;;;;;;;;;;;;5.10;;;;;;;;;;;;;;;;;;;;
2022/11/28 01:10:00;;;;;;;;;;;;;;;;;;;;4.90;;;;;;;;;;;;;;;;;;;;
2022/11/28 01:20:00;;;;;;;;;;;;;;;;;;;;5.00;;;;;;;;;;;;;;;;;;;;
2022/11/28 01:30:00;;;;;;;;;;;;;;;;;;;;5.50;;;;;;;;;;;;;;;;;;;;
2022/11/28 01:40:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 01:50:00;;;;;;;;;;;;;;;;;;;;5.00;;;;;;;;;;;;;;;;;;;;
2022/11/28 02:00:00;;;;;;;;;;;;;;;;;;;;5.10;;;;;;;;;;;;;;;;;;;;
2022/11/28 02:10:00;;;;;;;;;;;;;;;;;;;;5.10;;;;;;;;;;;;;;;;;;;;
2022/11/28 02:20:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 02:30:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 02:40:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 02:50:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 03:00:00;;;;;;;;;;;;;;;;;;;;5.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 03:10:00;;;;;;;;;;;;;;;;;;;;5.50;;;;;;;;;;;;;;;;;;;;
2022/11/28 03:20:00;;;;;;;;;;;;;;;;;;;;5.40;;;;;;;;;;;;;;;;;;;;
2022/11/28 03:30:00;;;;;;;;;;;;;;;;;;;;5.60;;;;;;;;;;;;;;;;;;;;
2022/11/28 03:40:00;;;;;;;;;;;;;;;;;;;;5.80;;;;;;;;;;;;;;;;;;;;
2022/11/28 03:50:00;;;;;;;;;;;;;;;;;;;;5.90;;;;;;;;;;;;;;;;;;;;
2022/11/28 04:00:00;;;;;;;;;;;;;;;;;;;;5.70;;;;;;;;;;;;;;;;;;;;
2022/11/28 04:10:00;;;;;;;;;;;;;;;;;;;;5.60;;;;;;;;;;;;;;;;;;;;
2022/11/28 04:20:00;;;;;;;;;;;;;;;;;;;;5.10;;;;;;;;;;;;;;;;;;;;
2022/11/28 04:30:00;;;;;;;;;;;;;;;;;;;;4.90;;;;;;;;;;;;;;;;;;;;
2022/11/28 04:40:00;;;;;;;;;;;;;;;;;;;;4.90;;;;;;;;;;;;;;;;;;;;
2022/11/28 04:50:00;;;;;;;;;;;;;;;;;;;;4.70;;;;;;;;;;;;;;;;;;;;
2022/11/28 05:00:00;;;;;;;;;;;;;;;;;;;;4.70;;;;;;;;;;;;;;;;;;;;
2022/11/28 05:10:00;;;;;;;;;;;;;;;;;;;;4.60;;;;;;;;;;;;;;;;;;;;
2022/11/28 05:20:00;;;;;;;;;;;;;;;;;;;;4.60;;;;;;;;;;;;;;;;;;;;
2022/11/28 05:30:00;;;;;;;;;;;;;;;;;;;;4.50;;;;;;;;;;;;;;;;;;;;
2022/11/28 05:40:00;;;;;;;;;;;;;;;;;;;;4.30;;;;;;;;;;;;;;;;;;;;
2022/11/28 05:50:00;;;;;;;;;;;;;;;;;;;;4.30;;;;;;;;;;;;;;;;;;;;
2022/11/28 06:00:00;;;;;;;;;;;;;;;;;;;;4.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 06:10:00;;;;;;;;;;;;;;;;;;;;4.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 06:20:00;;;;;;;;;;;;;;;;;;;;4.20;;;;;;;;;;;;;;;;;;;;
2022/11/28 06:30:00;;;;;;;;;;;;;;;;;;;;4.60;;;;;;;;;;;;;;;;;;;;
2022/11/28 06:40:00;;;;;;;;;;;;;;;;;;;;4.50;;;;;;;;;;;;;;;;;;;;
