;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2021/11/19 00:00:00;0.00;10.12;30.01;0.00;22.34;-2.76;2.60;609.30;0.00;27.23;5.93;0.50;0.00;8.60;2.63;-5.40;4.04;9.07;24.99;2.70;-2.72;26.14;24.86;0.00;-0.86;0.00;17.90;29.87;11.07;5.26;54.36;0.00;54.30;239.00;770.10;0.00;29.97;30.34;3.50;388.90
2021/11/19 00:05:00;0.00;10.14;30.02;0.00;22.60;-2.94;2.60;608.40;0.00;27.24;5.93;0.50;0.00;8.60;2.64;-5.57;3.92;9.08;24.83;;-2.90;;24.58;0.00;-1.05;0.00;17.97;29.68;11.07;5.28;54.30;0.00;54.23;239.00;774.40;0.00;29.84;30.40;3.50;310.80
2021/11/19 00:10:00;0.00;10.13;29.98;0.00;24.66;-3.30;2.54;605.70;0.00;27.06;5.91;0.50;0.00;8.60;2.64;-5.87;3.78;9.10;25.13;2.40;-3.22;;24.97;0.00;-1.30;0.00;18.05;29.94;11.03;5.16;54.23;0.00;54.17;239.10;753.60;0.00;30.09;30.35;3.70;393.10
2021/11/19 00:15:00;0.00;10.10;30.10;0.00;26.95;-2.69;0.50;194.40;0.00;27.29;5.91;0.10;0.00;8.60;0.45;-5.09;3.65;9.10;25.50;;-2.54;;26.23;0.00;-1.18;0.00;18.12;30.07;1.87;1.01;55.51;0.00;55.38;238.10;154.50;0.00;30.20;30.44;3.00;386.40
2021/11/19 00:20:00;0.00;10.11;29.98;0.00;25.71;-99.00;0.00;5.10;0.00;27.30;5.92;0.00;0.00;8.69;0.16;-99.00;3.55;9.11;-99.00;2.40;-99.00;;26.87;0.00;-99.00;0.00;18.17;27.98;0.66;0.00;55.84;0.00;55.82;237.90;10.60;0.00;-99.00;30.40;3.00;203.80
2021/11/19 00:25:00;0.00;10.17;29.98;0.00;25.26;-99.00;0.00;4.00;0.00;26.83;5.96;0.00;0.00;8.70;0.16;-99.00;3.50;9.12;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.22;-99.00;0.66;0.00;55.88;0.00;55.86;238.30;4.20;0.00;-99.00;30.35;3.00;389.50
2021/11/19 00:30:00;0.00;10.14;29.84;0.00;25.32;-99.00;0.00;4.00;0.00;27.18;5.99;0.00;0.00;8.70;0.16;-99.00;3.50;9.16;-99.00;2.40;-99.00;;-99.00;0.00;-99.00;0.00;18.26;-99.00;0.66;0.00;55.90;0.00;55.86;237.90;4.00;0.00;-99.00;30.20;3.00;388.90
2021/11/19 00:35:00;0.00;10.17;29.52;0.00;25.56;-99.00;0.00;4.00;0.00;27.15;6.01;0.00;0.00;8.70;0.16;-99.00;3.50;9.11;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.30;-99.00;0.66;0.00;55.91;0.00;55.86;237.90;4.00;0.00;-99.00;30.03;3.00;174.60
2021/11/19 00:40:00;0.00;10.19;29.52;0.00;25.60;-99.00;0.00;1.20;0.00;26.59;6.03;0.00;0.00;8.70;0.16;-99.00;3.60;9.13;-99.00;2.50;-99.00;;-99.00;0.00;-99.00;0.00;18.35;-99.00;0.66;0.00;55.91;0.00;55.86;238.50;6.10;0.00;-99.00;29.88;3.00;402.70
