;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2023/03/10 00:00:00;0.00;17.39;-99.00;0.00;21.30;-99.00;0.00;0.00;0.00;-99.00;6.19;0.00;0.00;16.10;0.12;-99.00;12.35;16.71;-99.00;12.10;-99.00;22.03;-99.00;0.00;-99.00;0.00;19.52;-99.00;0.52;0.00;56.37;0.00;56.30;238.80;4.60;0.00;-99.00;22.72;3.30;-1.30
2023/03/10 00:05:00;0.00;17.39;22.27;0.00;21.30;-99.00;0.00;0.00;0.00;21.29;6.19;0.00;0.00;16.10;0.14;-99.00;12.02;16.70;-99.00;;-99.00;;21.16;0.00;-99.00;0.00;19.51;5.45;0.58;0.00;56.36;0.00;56.31;238.80;22.70;0.00;-99.00;22.71;3.20;363.90
2023/03/10 00:10:00;0.00;17.40;22.12;0.00;21.22;-99.00;0.00;0.00;0.00;21.54;6.19;0.00;0.00;16.10;0.12;-99.00;11.77;16.64;-99.00;11.30;-99.00;;21.32;0.00;-99.00;0.00;19.48;5.50;0.50;0.00;56.38;0.00;56.30;238.80;23.10;0.00;-99.00;22.55;3.30;170.20
2023/03/10 00:15:00;0.00;17.39;-99.00;0.00;21.20;-99.00;0.00;0.00;0.00;-99.00;6.22;0.00;0.00;16.10;0.12;-99.00;11.57;16.67;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;19.47;-99.00;0.52;0.00;56.37;0.00;56.31;238.50;4.90;0.00;-99.00;22.50;3.00;-0.30
2023/03/10 00:20:00;0.00;17.36;21.98;0.00;21.20;-99.00;0.00;0.00;0.00;21.18;6.22;0.00;0.00;16.10;0.14;-99.00;11.40;16.71;-99.00;10.70;-99.00;;20.99;0.00;-99.00;0.00;19.43;5.39;0.58;0.00;56.34;0.00;56.30;238.70;22.30;0.00;-99.00;22.47;3.10;366.70
2023/03/10 00:25:00;0.00;17.38;21.92;0.00;21.12;-99.00;0.00;0.00;0.00;21.35;6.22;0.00;0.00;16.10;0.12;-99.00;11.26;16.68;-99.00;;-99.00;;21.08;0.00;-99.00;0.00;19.39;5.45;0.50;0.00;56.36;0.00;56.30;239.00;26.20;0.00;-99.00;22.41;3.20;212.60
2023/03/10 00:30:00;0.00;17.37;-99.00;0.00;21.10;-99.00;0.00;0.00;0.00;-99.00;6.21;0.00;0.00;16.10;0.12;-99.00;11.15;16.69;-99.00;10.20;-99.00;;-99.00;0.00;-99.00;0.00;19.35;-99.00;0.52;0.00;56.37;0.00;56.30;238.60;5.30;0.00;-99.00;22.39;3.10;-0.10
2023/03/10 00:35:00;0.00;17.39;21.75;0.00;21.07;-99.00;0.00;0.00;0.00;21.11;6.20;0.00;0.00;16.10;0.14;-99.00;11.06;16.74;-99.00;;-99.00;;20.79;0.00;-99.00;0.00;19.30;5.32;0.59;0.00;56.34;0.00;56.30;238.90;24.10;0.00;-99.00;22.36;3.20;348.10
2023/03/10 00:40:00;0.00;17.41;21.81;0.00;20.96;-99.00;0.00;0.00;0.00;21.22;6.21;0.00;0.00;16.10;0.12;-99.00;10.98;16.73;-99.00;10.20;-99.00;;20.95;0.00;-99.00;0.00;19.26;5.35;0.52;0.00;56.34;0.00;56.30;238.80;29.30;0.00;-99.00;22.34;3.30;295.90
2023/03/10 00:45:00;0.00;17.39;-99.00;0.00;20.90;-99.00;0.00;0.00;0.00;-99.00;6.20;0.00;0.00;16.10;0.12;-99.00;10.90;16.72;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;19.21;-99.00;0.53;0.00;56.34;0.00;56.31;239.00;5.70;0.00;-99.00;22.30;3.20;-0.60
2023/03/10 00:50:00;0.00;17.38;21.58;0.00;20.90;-99.00;0.00;0.00;0.00;20.92;6.20;0.00;0.00;16.10;0.14;-99.00;10.84;16.68;-99.00;9.70;-99.00;;20.71;0.00;-99.00;0.00;19.17;5.23;0.64;0.00;56.34;0.00;56.31;238.90;28.20;0.00;-99.00;22.29;3.00;393.50
2023/03/10 00:55:00;0.00;17.37;21.63;0.00;20.80;-99.00;0.27;0.00;0.00;21.09;6.20;0.01;0.00;16.10;0.16;-99.00;10.80;16.72;-99.00;;-99.00;;20.86;0.00;-99.00;0.00;19.13;5.40;0.68;0.00;56.32;0.00;56.28;238.80;360.70;0.00;-99.00;22.21;3.20;370.40
2023/03/10 01:00:00;0.00;17.42;-99.00;0.00;20.80;9.38;3.43;702.67;0.00;-99.00;6.20;0.50;0.00;16.10;0.56;6.52;10.80;16.70;21.23;9.70;6.98;22.65;20.95;0.00;10.52;0.00;19.08;8.68;2.38;7.10;55.94;0.00;55.89;238.00;419.33;0.00;27.02;22.60;3.00;-0.50
2023/03/10 01:05:00;0.00;17.37;23.62;0.00;20.80;6.88;3.34;689.50;0.00;21.02;6.20;0.50;0.00;16.10;0.57;3.73;10.80;16.71;21.20;;4.38;;20.92;0.00;8.18;0.00;19.04;8.47;2.40;6.93;55.88;0.00;55.82;237.90;470.60;0.00;27.35;23.22;3.00;374.30
2023/03/10 01:10:00;0.00;17.37;25.76;0.00;20.80;5.40;3.28;682.20;0.00;23.18;6.17;0.50;0.00;16.10;0.59;2.19;10.71;16.67;22.94;9.80;3.08;;22.58;0.00;6.75;0.00;18.99;8.62;2.47;6.59;55.83;0.00;55.78;237.80;539.60;0.00;27.72;24.34;3.20;456.00
2023/03/10 01:15:00;0.00;17.38;-99.00;50.40;20.87;4.92;3.27;678.70;0.00;-99.00;6.15;0.50;0.00;16.10;0.55;1.63;10.64;16.70;21.63;;2.54;;21.25;0.00;6.21;0.00;18.95;7.98;2.31;6.74;55.80;0.00;55.77;238.00;552.00;0.00;26.61;26.00;3.20;-0.50
2023/03/10 01:20:00;0.00;17.37;26.34;0.00;20.98;4.63;3.20;676.70;0.00;22.90;6.15;0.50;0.00;16.10;0.59;1.29;10.60;16.71;22.50;10.10;2.24;;22.22;0.00;5.88;0.00;18.92;8.58;2.48;6.44;55.74;0.00;55.69;237.80;512.90;0.00;27.43;26.73;3.00;392.70
2023/03/10 01:25:00;0.00;17.34;27.56;0.00;21.00;4.96;3.21;679.30;0.00;24.65;6.15;0.50;0.00;16.10;0.60;1.61;10.60;16.71;24.33;;2.55;;24.13;0.00;6.18;0.00;18.91;9.54;2.52;6.23;55.70;0.00;55.64;238.00;511.10;0.00;29.39;27.20;3.20;471.90
2023/03/10 01:30:00;0.00;17.36;27.97;0.00;21.05;5.69;3.30;683.60;0.00;24.64;6.15;0.50;0.00;16.10;0.56;2.23;10.75;16.70;22.24;11.00;3.11;;21.75;0.00;6.87;0.00;18.94;8.29;2.35;6.81;55.68;0.00;55.63;237.90;568.20;0.00;27.25;27.89;3.20;16.70
2023/03/10 01:35:00;0.00;17.42;27.59;0.00;21.28;5.95;3.30;685.20;0.00;24.19;6.16;0.50;0.00;16.10;0.61;2.48;10.97;16.73;23.41;;3.36;;23.24;0.00;7.16;0.00;18.99;9.18;2.58;6.49;55.63;0.00;55.60;238.00;517.50;0.00;28.41;27.99;3.10;402.90
2023/03/10 01:40:00;0.00;17.40;28.58;0.00;21.40;6.21;3.30;686.80;0.00;25.56;6.17;0.50;0.00;16.10;0.62;2.76;11.14;16.72;24.77;11.40;3.65;;24.63;0.00;7.40;0.00;19.03;9.76;2.61;6.41;55.59;0.00;55.52;238.00;533.90;0.00;29.81;28.40;3.20;430.10
2023/03/10 01:45:00;0.00;17.39;-99.00;0.00;21.82;6.20;3.40;686.50;0.00;-99.00;6.17;0.50;0.00;16.10;0.57;2.71;11.20;16.68;22.33;;3.61;;21.90;0.00;7.41;0.00;19.11;8.30;2.40;6.85;55.59;0.00;55.52;237.80;582.20;0.00;27.34;28.93;3.10;-0.90
2023/03/10 01:50:00;0.00;17.43;28.17;0.00;23.54;6.12;3.31;685.40;0.00;24.79;6.18;0.50;0.00;16.10;0.62;2.69;11.20;16.71;23.84;11.40;3.57;;23.54;0.00;7.39;0.00;19.19;9.27;2.59;6.47;55.53;0.00;55.51;238.00;523.10;0.00;28.83;28.65;3.10;384.40
2023/03/10 01:55:00;0.00;17.46;29.01;0.00;24.24;6.11;3.32;685.40;0.00;25.98;6.18;0.50;0.00;16.10;0.61;2.71;11.20;16.73;24.79;;3.60;;24.61;0.00;7.34;0.00;19.27;9.75;2.58;6.39;55.51;0.00;55.45;237.90;540.20;0.00;29.97;29.01;3.20;324.00
2023/03/10 02:00:00;0.00;17.46;-99.00;0.00;24.79;6.70;0.00;87.50;0.00;-99.00;6.18;0.00;0.00;16.10;0.12;3.54;11.20;16.76;-99.00;11.50;-99.00;25.19;22.68;0.00;-99.00;0.00;19.36;8.22;0.53;0.00;55.87;0.00;55.84;239.00;48.70;0.00;-99.00;29.44;3.50;-0.30
2023/03/10 02:05:00;0.00;17.40;28.77;0.00;24.91;-99.00;0.00;4.60;0.00;25.09;6.19;0.00;0.00;16.10;0.14;-99.00;11.20;16.74;-99.00;;-99.00;;23.64;0.00;-99.00;0.00;19.46;7.89;0.61;0.00;55.92;0.00;55.86;239.00;20.40;0.00;-99.00;29.36;3.60;375.20
2023/03/10 02:10:00;0.00;17.44;28.67;0.00;24.23;-99.00;0.00;4.00;0.00;26.18;6.21;0.00;0.00;16.10;0.12;-99.00;11.20;16.74;-99.00;11.60;-99.00;;25.56;0.00;-99.00;0.00;19.55;6.14;0.50;0.00;55.94;0.00;55.86;238.70;20.80;0.00;-99.00;28.97;3.30;179.90
2023/03/10 02:15:00;0.00;17.46;-99.00;0.00;24.10;-99.00;0.00;4.00;0.00;-99.00;6.22;0.00;0.00;16.10;0.12;-99.00;11.20;16.76;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;19.63;-99.00;0.53;0.00;55.96;0.00;55.93;238.90;5.30;0.00;-99.00;28.74;3.40;-0.80
2023/03/10 02:20:00;0.00;17.38;28.09;0.00;24.00;-99.00;0.00;4.00;0.00;25.06;6.23;0.00;0.00;16.10;0.13;-99.00;11.27;16.75;-99.00;11.60;-99.00;;24.73;0.00;-99.00;0.00;19.74;6.32;0.59;0.00;55.96;0.00;55.91;238.50;18.90;0.00;-99.00;28.64;3.20;295.90
