;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2023/04/13 00:00:00;0.00;19.14;23.14;0.00;22.00;-99.00;0.00;0.00;0.00;21.80;6.07;0.00;0.00;17.60;0.14;-99.00;8.70;18.00;-99.00;9.40;-99.00;22.56;21.66;0.00;-99.00;0.00;18.96;10.04;0.61;0.00;55.94;0.00;55.87;239.00;22.30;0.00;-99.00;23.89;3.60;375.50
2023/04/13 00:05:00;0.00;19.14;23.25;0.00;21.91;-99.00;0.00;0.00;0.00;22.27;6.07;0.00;0.00;17.60;0.13;-99.00;8.75;18.01;-99.00;;-99.00;;21.83;0.00;-99.00;0.00;18.92;10.10;0.52;0.00;55.94;0.00;55.86;238.30;30.60;0.00;-99.00;23.83;3.40;289.90
2023/04/13 00:10:00;0.00;19.14;-99.00;0.00;21.80;-99.00;0.00;0.00;0.00;-99.00;6.05;0.00;0.00;17.60;0.12;-99.00;8.80;18.01;-99.00;9.50;-99.00;;-99.00;0.00;-99.00;0.00;18.88;-99.00;0.50;0.00;55.94;0.00;55.86;238.60;5.60;0.00;-99.00;23.73;3.50;-0.60
2023/04/13 00:15:00;0.00;19.11;22.97;0.00;21.80;-99.00;0.00;0.00;0.00;21.65;6.05;0.00;0.00;17.60;0.15;-99.00;8.80;17.99;-99.00;;-99.00;;21.53;0.00;-99.00;0.00;18.85;9.95;0.62;0.00;55.91;0.00;55.87;238.40;27.90;0.00;-99.00;23.71;3.40;313.70
2023/04/13 00:20:00;0.00;19.10;23.05;47.20;21.72;-99.00;0.00;0.00;0.00;22.14;6.06;0.00;0.00;17.60;0.13;-99.00;8.80;17.99;-99.00;9.30;-99.00;;21.73;0.00;-99.00;0.00;18.81;10.04;0.52;0.00;55.93;0.00;55.86;238.60;37.90;0.00;-99.00;23.61;3.20;349.10
2023/04/13 00:25:00;0.00;19.10;-99.00;47.00;21.66;-99.00;0.00;0.00;0.00;-99.00;6.04;0.00;0.00;17.60;0.12;-99.00;8.80;17.96;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.78;-99.00;0.50;0.00;55.94;0.00;55.86;238.90;7.20;0.00;-99.00;23.50;3.40;-1.00
2023/04/13 00:30:00;0.00;19.11;22.76;0.00;21.60;-99.00;0.00;0.00;0.00;21.52;6.03;0.00;0.00;17.60;0.15;-99.00;8.80;17.96;-99.00;9.30;-99.00;;21.41;0.00;-99.00;0.00;18.74;9.86;0.64;0.00;55.91;0.00;55.86;238.80;28.70;0.00;-99.00;23.47;3.20;363.50
2023/04/13 00:35:00;0.00;19.10;22.79;0.00;21.53;-99.00;0.00;0.00;0.00;21.92;6.02;0.00;0.00;17.60;0.12;-99.00;8.71;17.96;-99.00;;-99.00;;21.55;0.00;-99.00;0.00;18.71;9.96;0.52;0.00;55.91;0.00;55.86;239.00;39.80;0.00;-99.00;23.34;3.10;413.30
2023/04/13 00:40:00;0.00;19.10;-99.00;0.00;21.50;-99.00;0.00;0.00;0.00;-99.00;6.03;0.00;0.00;17.60;0.12;-99.00;8.70;17.96;-99.00;9.10;-99.00;;-99.00;0.00;-99.00;0.00;18.66;-99.00;0.50;0.00;55.91;0.00;55.86;238.90;7.80;0.00;-99.00;23.19;3.00;-0.50
2023/04/13 00:45:00;0.00;19.11;22.46;0.00;21.50;-99.00;0.00;0.00;0.00;21.33;6.03;0.00;0.00;17.60;0.15;-99.00;8.70;17.96;-99.00;;-99.00;;21.22;0.00;-99.00;0.00;18.63;9.79;0.64;0.00;55.91;0.00;55.86;239.00;24.10;0.00;-99.00;23.13;3.50;327.40
