;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2023/01/01 00:00:00;0.00;15.42;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.22;0.00;0.00;14.40;0.12;-99.00;16.60;15.13;-99.00;15.40;-99.00;22.89;-99.00;0.00;-99.00;0.00;18.60;-99.00;0.50;0.00;55.78;0.00;55.69;239.00;0.00;0.00;-99.00;23.70;4.00;-0.80
2023/01/01 00:05:00;0.00;15.40;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.23;0.00;0.00;14.40;0.12;-99.00;16.60;15.13;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.58;-99.00;0.50;0.00;55.78;0.00;55.70;238.80;0.00;0.00;-99.00;23.70;4.00;-0.60
2023/01/01 00:10:00;0.00;15.48;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.23;0.00;0.00;14.40;0.12;-99.00;16.60;15.14;-99.00;14.90;-99.00;;-99.00;0.00;-99.00;0.00;18.58;-99.00;0.50;0.00;55.78;0.00;55.69;239.00;0.00;0.00;-99.00;23.70;4.00;-0.90
2023/01/01 00:15:00;0.00;15.45;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.22;0.00;0.00;14.40;0.12;-99.00;16.60;15.18;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.57;-99.00;0.50;0.00;55.78;0.00;55.69;238.90;0.00;0.00;-99.00;23.70;4.00;-1.00
2023/01/01 00:20:00;0.00;15.49;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.20;0.00;0.00;14.40;0.12;-99.00;16.45;15.15;-99.00;15.30;-99.00;;-99.00;0.00;-99.00;0.00;18.55;-99.00;0.52;0.00;55.78;0.00;55.70;238.90;0.00;0.00;-99.00;23.70;3.90;-0.30
2023/01/01 00:25:00;0.00;15.48;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.20;0.00;0.00;14.40;0.12;-99.00;16.05;15.16;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.53;-99.00;0.50;0.00;55.77;0.00;55.70;238.80;0.00;0.00;-99.00;23.70;4.00;-0.80
2023/01/01 00:30:00;0.00;15.49;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.21;0.00;0.00;14.40;0.12;-99.00;15.61;15.15;-99.00;15.10;-99.00;;-99.00;0.00;-99.00;0.00;18.52;-99.00;0.50;0.00;55.77;0.00;55.69;238.80;0.00;0.00;-99.00;23.70;4.00;-0.70
2023/01/01 00:35:00;0.00;15.50;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.19;0.00;0.00;14.40;0.12;-99.00;15.24;15.19;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.51;-99.00;0.50;0.00;55.76;0.00;55.69;238.80;0.00;0.00;-99.00;23.70;4.00;-0.50
2023/01/01 00:40:00;0.00;15.50;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.19;0.00;0.00;14.40;0.12;-99.00;15.02;15.18;-99.00;14.90;-99.00;;-99.00;0.00;-99.00;0.00;18.49;-99.00;0.50;0.00;55.75;0.00;55.69;239.00;0.00;0.00;-99.00;23.70;4.00;-0.70
2023/01/01 00:45:00;0.00;15.48;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.19;0.00;0.00;14.40;0.12;-99.00;15.01;15.20;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.47;-99.00;0.50;0.00;55.75;0.00;55.69;238.90;0.00;0.00;-99.00;23.70;4.00;-0.60
2023/01/01 00:50:00;0.00;15.49;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.19;0.00;0.00;14.40;0.12;-99.00;15.25;15.15;-99.00;15.00;-99.00;;-99.00;0.00;-99.00;0.00;18.43;-99.00;0.52;0.00;55.75;0.00;55.71;238.80;0.00;0.00;-99.00;23.70;3.90;-0.60
2023/01/01 00:55:00;0.00;15.50;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.19;0.00;0.00;14.40;0.12;-99.00;15.47;15.19;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.41;-99.00;0.50;0.00;55.75;0.00;55.69;238.90;0.00;0.00;-99.00;23.70;4.00;-1.10
2023/01/01 01:00:00;0.00;15.48;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.18;0.00;0.00;14.40;0.12;-99.00;15.67;15.17;-99.00;14.90;-99.00;22.83;-99.00;0.00;-99.00;0.00;18.38;-99.00;0.50;0.00;55.75;0.00;55.71;238.67;0.00;0.00;-99.00;23.70;4.00;-0.67
2023/01/01 01:05:00;0.00;15.47;-99.00;0.00;21.90;-99.00;0.00;0.00;0.00;-99.00;6.18;0.00;0.00;14.50;0.12;-99.00;15.77;15.14;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;18.37;-99.00;0.50;0.00;55.75;0.00;55.69;238.80;0.00;0.00;-99.00;23.69;4.00;-0.90
