;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2021/09/12 00:00:00;0.00;21.00;-99.00;0.00;28.50;-99.00;0.00;0.00;0.00;-99.00;5.49;0.00;0.00;19.30;0.12;-99.00;16.33;19.80;-99.00;14.80;-99.00;29.29;-99.00;0.00;-99.00;0.00;22.54;-99.00;0.50;0.00;56.62;0.00;56.55;238.00;0.00;0.00;-99.00;30.30;4.00;-0.80
2021/09/12 00:05:00;0.00;21.00;-99.00;0.00;28.50;-99.00;0.00;0.00;0.00;-99.00;5.49;0.00;0.00;19.30;0.12;-99.00;16.24;19.81;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;22.50;-99.00;0.50;0.00;56.62;0.00;56.55;238.00;0.00;0.00;-99.00;30.30;4.00;-1.10
2021/09/12 00:10:00;0.00;21.00;-99.00;0.00;28.50;-99.00;0.00;0.00;0.00;-99.00;5.49;0.00;0.00;19.30;0.12;-99.00;16.10;19.80;-99.00;14.80;-99.00;;-99.00;0.00;-99.00;0.00;22.45;-99.00;0.50;0.00;56.61;0.00;56.55;238.00;0.00;0.00;-99.00;30.28;4.00;-0.90
2021/09/12 00:15:00;0.00;21.00;-99.00;0.00;28.50;-99.00;0.00;0.00;0.00;-99.00;5.50;0.00;0.00;19.30;0.12;-99.00;15.99;19.80;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;22.39;-99.00;0.50;0.00;56.59;0.00;56.55;237.70;0.00;0.00;-99.00;30.26;4.00;-0.50
2021/09/12 00:20:00;0.00;21.00;-99.00;60.40;28.50;-99.00;0.00;0.00;0.00;-99.00;5.50;0.00;0.00;19.30;0.12;-99.00;15.90;19.79;-99.00;14.70;-99.00;;-99.00;0.00;-99.00;0.00;22.35;-99.00;0.50;0.00;56.59;0.00;56.55;237.90;0.00;0.00;-99.00;30.21;4.00;-0.70
2021/09/12 00:25:00;0.00;21.00;-99.00;0.00;28.50;-99.00;0.00;0.00;0.00;-99.00;5.50;0.00;0.00;19.30;0.12;-99.00;15.90;19.81;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;22.30;-99.00;0.52;0.00;56.59;0.00;56.55;237.90;0.00;0.00;-99.00;30.21;4.00;-0.70
2021/09/12 00:30:00;0.00;21.00;-99.00;0.00;28.50;-99.00;0.00;0.00;0.00;-99.00;5.50;0.00;0.00;19.30;0.12;-99.00;15.90;19.80;-99.00;14.60;-99.00;;-99.00;0.00;-99.00;0.00;22.25;-99.00;0.50;0.00;56.59;0.00;56.55;238.00;0.00;0.00;-99.00;30.20;4.00;-0.90
2021/09/12 00:35:00;0.00;21.00;-99.00;0.00;28.48;-99.00;0.00;0.00;0.00;-99.00;5.51;0.00;0.00;19.30;0.12;-99.00;15.90;19.80;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;22.21;-99.00;0.52;0.00;56.59;0.00;56.55;238.00;0.00;0.00;-99.00;30.19;4.00;-0.70
2021/09/12 00:40:00;0.00;21.00;-99.00;0.00;28.40;-99.00;0.00;0.00;0.00;-99.00;5.50;0.00;0.00;19.30;0.12;-99.00;15.90;19.80;-99.00;14.50;-99.00;;-99.00;0.00;-99.00;0.00;22.16;-99.00;0.50;0.00;56.59;0.00;56.56;237.90;0.00;0.00;-99.00;30.17;4.00;-0.90
