;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022/04/04 00:00:00;0.00;18.05;30.85;0.00;27.71;-6.94;0.88;280.50;0.00;26.67;4.38;0.20;12.32;14.90;0.81;-8.99;0.00;15.45;26.54;-0.60;-5.61;27.25;26.39;0.00;-4.89;0.00;17.31;31.49;3.80;1.78;57.50;0.00;57.46;221.00;265.30;2.68;31.57;31.00;221.10;305.10
2022/04/04 00:05:00;0.00;18.07;30.83;0.00;27.63;-99.00;0.00;6.10;0.00;26.85;4.41;0.00;8.72;14.90;0.15;-99.00;-0.04;15.43;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;17.42;-99.00;0.67;0.00;57.60;0.00;57.57;227.00;6.00;1.98;-99.00;31.10;227.00;300.70
2022/04/04 00:10:00;0.00;18.04;30.65;0.00;26.74;-99.00;0.00;4.00;0.00;26.91;4.48;0.00;8.72;14.90;0.15;-99.00;-0.10;15.47;-99.00;-0.60;-99.00;;-99.00;0.00;-99.00;0.00;17.50;-99.00;0.66;0.00;57.67;0.00;57.64;227.60;4.00;1.99;-99.00;30.89;227.70;300.80
2022/04/04 00:15:00;0.00;18.05;30.32;0.00;26.18;-99.00;0.00;4.00;0.00;26.88;4.52;0.00;8.72;14.90;0.15;-99.00;-0.10;15.44;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;17.55;-99.00;0.66;0.00;57.72;0.00;57.67;227.10;4.00;1.99;-99.00;30.64;227.70;302.30
2022/04/04 00:20:00;0.00;18.06;30.03;0.00;26.10;-99.00;0.00;4.00;0.00;26.81;4.54;0.00;8.73;14.90;0.15;-99.00;-0.10;15.46;-99.00;-0.80;-99.00;;-99.00;0.00;-99.00;0.00;17.59;-99.00;0.66;0.00;57.77;0.00;57.75;227.10;4.00;1.98;-99.00;30.36;227.10;306.10
2022/04/04 00:25:00;0.00;18.05;29.74;0.00;26.10;-99.00;0.00;1.60;0.00;26.71;4.55;0.00;8.50;14.90;0.15;-99.00;-0.04;15.46;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;17.62;-99.00;0.66;0.00;57.79;0.00;57.75;227.50;1.60;1.94;-99.00;30.08;227.40;309.70
2022/04/04 00:30:00;0.00;18.06;29.52;0.00;26.04;-99.00;0.00;0.00;0.00;26.65;4.55;0.00;8.32;14.90;0.15;-99.00;0.00;15.43;-99.00;-1.10;-99.00;;-99.00;0.00;-99.00;0.00;17.67;-99.00;0.66;0.00;57.82;0.00;57.75;228.30;0.00;1.91;-99.00;29.81;228.30;313.40
2022/04/04 00:35:00;0.00;18.05;29.20;0.00;26.00;-99.00;0.00;0.00;0.00;26.50;4.53;0.00;8.09;14.90;0.15;-99.00;0.03;15.44;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;17.71;-99.00;0.67;0.00;57.83;0.00;57.75;229.00;0.00;1.85;-99.00;29.48;229.00;318.30
2022/04/04 00:40:00;0.00;18.04;28.88;0.00;25.92;-99.00;0.00;0.00;0.00;26.38;4.52;0.00;7.71;14.90;0.15;-99.00;0.10;15.44;-99.00;-1.50;-99.00;;-99.00;0.00;-99.00;0.00;17.74;-99.00;0.66;0.00;57.83;0.00;57.77;229.10;0.00;1.77;-99.00;29.05;229.40;324.30
2022/04/04 00:45:00;0.00;18.04;28.42;0.00;25.86;-99.00;0.00;0.00;0.00;26.24;4.50;0.00;7.34;14.90;0.15;-99.00;0.20;15.44;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;17.77;-99.00;0.66;0.00;57.83;0.00;57.75;229.80;0.00;1.69;-99.00;28.36;229.90;334.80
2022/04/04 00:50:00;0.00;18.04;27.79;0.00;25.76;-99.00;0.00;0.00;0.00;26.01;4.50;0.00;6.97;14.90;0.15;-99.00;0.27;15.44;-99.00;-1.20;-99.00;;-99.00;0.00;-99.00;0.00;17.78;-99.00;0.66;0.00;57.83;0.00;57.75;230.40;0.00;1.61;-99.00;27.74;230.50;353.50
2022/04/04 00:55:00;0.00;18.03;27.31;0.00;25.63;-99.00;0.00;0.00;0.00;25.73;4.53;0.00;5.95;14.90;0.15;-99.00;0.30;15.44;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;17.78;-99.00;0.68;0.00;57.76;0.00;57.69;231.22;6.67;1.37;-99.00;27.44;205.11;370.11
2022/04/04 01:00:00;0.00;18.04;26.96;0.00;25.44;-99.00;0.00;0.00;0.00;25.41;4.54;0.00;0.00;14.90;0.16;-99.00;0.40;15.44;-99.00;-1.40;-99.00;25.42;25.06;0.00;-99.00;0.00;17.76;24.63;0.66;0.00;56.91;0.00;56.86;238.29;21.43;0.00;-99.00;27.26;3.00;378.14
2022/04/04 01:05:00;0.00;18.03;26.82;0.00;25.22;-99.00;0.00;0.00;0.00;25.20;4.55;0.00;0.00;14.90;0.16;-99.00;0.40;15.45;-99.00;;-99.00;;24.88;0.00;-99.00;0.00;17.74;24.46;0.66;0.00;56.83;0.00;56.78;238.60;21.40;0.00;-99.00;27.19;3.00;378.40
2022/04/04 01:10:00;0.00;18.02;26.70;0.00;24.97;-99.00;0.00;0.00;0.00;25.06;4.56;0.00;0.00;14.90;0.16;-99.00;0.40;15.45;-99.00;-1.40;-99.00;;24.69;0.00;-99.00;0.00;17.69;24.22;0.66;0.00;56.79;0.00;56.72;238.40;21.40;0.00;-99.00;27.08;3.00;378.30
2022/04/04 01:15:00;0.00;18.04;26.57;0.00;24.76;-99.00;0.00;0.00;0.00;24.94;4.56;0.00;0.00;14.90;0.15;-99.00;0.40;15.44;-99.00;;-99.00;;24.57;0.00;-99.00;0.00;17.64;24.06;0.66;0.00;56.77;0.00;56.72;238.20;21.30;0.00;-99.00;27.01;3.00;378.30
2022/04/04 01:20:00;0.00;18.04;26.47;0.00;24.58;-99.00;0.00;0.00;0.00;24.82;4.57;0.00;0.00;14.90;0.16;-99.00;0.40;15.43;-99.00;-1.70;-99.00;;24.48;0.00;-99.00;0.00;17.58;23.94;0.64;0.00;56.75;0.00;56.71;238.30;21.60;0.00;-99.00;26.94;3.00;378.10
2022/04/04 01:25:00;0.00;18.03;26.34;0.00;24.44;-99.00;0.00;0.00;0.00;24.71;4.57;0.00;0.00;14.90;0.16;-99.00;0.40;15.43;-99.00;;-99.00;;24.38;0.00;-99.00;0.00;17.53;23.83;0.66;0.00;56.73;0.00;56.66;238.50;21.70;0.00;-99.00;26.81;3.00;377.60
2022/04/04 01:30:00;0.00;18.03;26.17;0.00;24.33;-99.00;0.00;0.00;0.00;24.56;4.57;0.00;0.00;14.90;0.16;-99.00;0.40;15.42;-99.00;-1.50;-99.00;;24.24;0.00;-99.00;0.00;17.47;23.72;0.66;0.00;56.72;0.00;56.64;237.90;22.20;0.00;-99.00;26.64;3.00;377.80
2022/04/04 01:35:00;0.00;18.02;25.98;0.00;24.22;-99.00;0.00;0.00;0.00;24.42;4.56;0.00;0.00;14.90;0.16;-99.00;0.48;15.43;-99.00;;-99.00;;24.14;0.00;-99.00;0.00;17.42;23.63;0.66;0.00;56.72;0.00;56.64;238.50;22.20;0.00;-99.00;26.43;3.00;376.70
2022/04/04 01:40:00;0.00;18.00;25.78;0.00;24.09;-99.00;0.00;0.00;0.00;24.27;4.56;0.00;0.02;14.90;0.16;-99.00;0.50;15.43;-99.00;-1.30;-99.00;;23.96;0.00;-99.00;0.00;17.34;23.49;0.67;0.00;56.69;0.00;56.65;238.40;22.50;0.00;-99.00;26.21;3.00;376.80
2022/04/04 01:45:00;0.00;18.00;25.58;51.80;23.97;-99.00;0.00;0.00;0.00;24.10;4.56;0.00;0.00;14.90;0.16;-99.00;0.50;15.41;-99.00;;-99.00;;23.78;0.00;-99.00;0.00;17.28;23.35;0.67;0.00;56.69;0.00;56.64;238.30;22.40;0.00;-99.00;25.99;3.00;376.30
