;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022/07/15 00:00:00;0.00;18.19;-99.00;0.00;29.40;-99.00;0.00;0.00;0.00;-99.00;5.10;0.00;0.00;15.70;0.12;-99.00;24.08;16.54;-99.00;22.00;-99.00;33.94;-99.00;0.00;-99.00;0.00;31.24;-99.00;0.50;0.00;56.66;0.00;56.64;237.90;0.00;0.00;-99.00;35.17;4.00;0.00
2022/07/15 00:05:00;0.00;18.19;-99.00;0.00;29.40;-99.00;0.00;0.00;0.00;-99.00;5.10;0.00;0.00;15.70;0.12;-99.00;23.98;16.53;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;31.14;-99.00;0.50;0.00;56.66;0.00;56.64;237.90;0.00;0.00;-99.00;35.19;4.00;-0.60
2022/07/15 00:10:00;0.00;18.24;27.37;0.00;29.64;-99.00;0.00;0.00;0.00;32.41;5.13;0.00;0.00;15.70;0.16;-99.00;23.90;16.52;-99.00;22.70;-99.00;;29.98;0.00;-99.00;0.00;31.06;30.48;0.69;0.00;56.63;0.00;56.64;238.00;417.40;0.00;-99.00;34.91;4.00;114.80
2022/07/15 00:15:00;0.00;19.96;15.67;0.00;30.86;-99.00;3.95;0.00;0.00;26.38;5.14;0.54;0.00;15.78;0.65;-99.00;23.81;16.55;29.94;;18.88;;29.52;0.00;22.48;0.00;30.95;33.06;2.74;6.30;56.39;0.00;56.38;236.80;541.30;0.00;34.09;34.25;4.90;531.10
2022/07/15 00:20:00;0.00;22.82;15.76;0.00;32.26;-99.00;4.27;0.00;0.00;20.80;5.15;0.60;0.00;15.99;0.69;-99.00;23.70;16.71;31.36;22.50;15.41;;30.93;0.00;19.33;0.00;30.72;39.47;2.91;6.99;56.31;0.00;56.30;236.80;404.00;0.00;39.72;34.36;5.00;582.30
2022/07/15 00:25:00;0.00;21.92;15.80;0.00;32.72;-99.00;4.31;0.00;0.00;19.63;5.15;0.62;0.00;16.23;0.72;-99.00;23.58;16.89;32.87;;14.71;;32.42;0.00;18.69;0.00;30.34;38.32;3.07;6.87;56.27;0.00;56.30;236.90;685.90;0.00;38.73;36.62;5.00;577.30
2022/07/15 00:30:00;0.00;20.88;15.87;0.00;32.87;-99.00;4.30;0.00;0.00;19.07;5.17;0.60;0.00;16.60;0.74;-99.00;23.45;17.18;33.60;22.20;14.13;;33.18;0.00;18.02;0.00;29.85;37.09;3.11;6.97;56.27;0.00;56.30;236.80;887.60;0.00;37.86;37.73;5.00;576.40
2022/07/15 00:35:00;0.00;19.73;16.13;0.00;33.48;-99.00;4.22;0.00;0.00;18.86;5.20;0.60;0.00;17.08;0.74;-99.00;23.32;17.61;33.77;;13.63;;33.38;0.00;17.43;0.00;29.32;38.29;3.14;6.69;56.25;0.00;56.23;237.10;692.60;0.00;38.80;37.92;5.00;576.80
2022/07/15 00:40:00;0.00;19.09;16.39;0.00;35.43;-99.00;4.15;0.00;0.00;18.80;5.23;0.65;0.00;17.20;0.75;-99.00;23.16;17.75;34.82;22.40;13.22;;34.46;0.00;16.95;0.00;28.78;39.23;3.20;6.39;56.25;0.00;56.20;236.90;661.10;0.00;39.71;38.30;5.00;577.40
